"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Stop","Assist.Tackles.on.Run.Plays","Pass.Break.Up","Interceptions","Drops...Off.Targets.Receptions.Forced","Yards.per.Reception.Allowed","Run.Tackle.for.Losss.or.No.Gain","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Tackle","Lined.up.in.Press.Coverage","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Run.Plays","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Touchdowns.Allowed","Beaten.Defender","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"PERRY FISHER","KENNESAW",65,54.56,"C",59,65.4,46.3,NA,8,2,2,56.3,0,2,0,0,1,5,0,0.14,5,NA,11.5,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,2,0,0,2,5,1,0,1,0.5,5,0,0,0,1,0,0.5,0,0,2.5,0,0.167,0
"JUAN SALAS","E MICHIGAN",34,53.82,"C",62.6,61,63.8,NA,4,2,1,52.1,0,0,0,0,2,16,0,0.7,5,NA,23,2,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0.333,16,1,0,0,0,0.043,0,0.333,0,5.3,0,0,0
"SHAMIR STERLIN","FIU",68,53.78,"C",61.5,63.5,56,NA,5,1,3,39.6,1,1,0,0,0,0,0,0,2,NA,24,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"STONE PERKINS","BALL ST",19,53.73,"C",67,65.4,65.2,NA,2,1,0,39.6,0,1,0,0,1,0,0,0,0,NA,55,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRESTON ESTOESTA","BOWL GREEN",38,53.66,"C",67.5,69.9,61.1,NA,8,0,2,112.5,2,0,0,0,0,11,0,0.73,11,NA,-6,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,2,0,0,1,1,11,0,0,0,0,0,0,0,0,11,0,0.2,0
"CAM MILLER","KENNESAW",63,53.41,"C",54.2,55.1,53.6,NA,8,3,0,62.5,0,3,0,0,0,9,0,0.26,19.33,NA,28.5,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,3,5,2,0,1,0.5,9,1,0,0,1,0,0.5,0.5,0,4.5,0,0.143,0
"LUCAS STRUCK","DOMINION",65,53.41,"C",67.8,55.9,80.7,70.4,8,1,4,108.3,0,1,0,0,0,10,0,0.87,3.2,NA,9,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,2,1,2,1,20,2,0,0,0,0,0,1,0,10,0,0,0
"CARL FAUNTROY","LA MONROE",28,53.18,"C",64.2,66.6,58.1,60,4,1,0,39.6,0,1,0,0,1,0,0,0,10.5,NA,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"JAYDEN DAVIS","LIBERTY",18,53.11,"C",68.4,66,66.5,NA,3,1,0,0,0,1,0,0,0,0,0,0,5,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MALIK ARMSTRONG","N ILLINOIS",41,52.97,"C",60.2,56.1,69,NA,4,3,0,64.6,0,3,0,0,1,10,0,0.34,0,NA,24,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0.5,10,1,0,0,0,0,0,0.5,0,5,0,0,0
"KOURI CRUMP","W MICHIGAN",33,52.01,"C",56.1,46.8,72.3,NA,4,3,0,45.1,0,2,0,0,2,11,0,0.69,0,NA,15.7,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0.333,11,1,0,0,0,0,0,0.333,0,3.7,0,0,0
"C.J. COOMBES","N TEXAS",64,51.59,"C",48.4,32.1,69.7,64.9,8,5,0,148.8,0,5,0,0,1,12.8,0,2.13,45,NA,10.8,0,0,1,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6,5,1,4,0.8,51,4,0,0,0,0.042,0,0.8,0,10.2,0,0,0
"ISRAEL BOYCE","USF",20,51.35,"C",64.9,63.2,63.9,NA,2,0,1,0,0,0,0,0,0,0,1,0,5,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEVIN LONGSTREET","NEW MEXICO",22,51.22,"C",68.3,65,70.1,56.3,4,0,3,116.7,2,0,0,0,0,12,1,1,3,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,12,1,0,0,0,0,0,1,0,12,0,0,0
"JORDAN PERRY","TROY",24,51.15,"C",68.9,63.2,71.6,58.2,2,1,0,0,0,1,0,0,0,0,0,0,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYLAN BOYKIN","E MICHIGAN",27,51.09,"C",76,77.9,65.9,NA,3,0,0,56.3,0,0,0,0,1,4,0,0.36,19,NA,12.5,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,1,2,1,0.5,4,1,0,0,0,0,0,0.5,0,2,0,0,0.333
"SAILASA VADRAWALE III","OREGON ST",35,51.04,"C",71.6,71.3,65.1,NA,2,1,1,95.8,1,1,0,0,0,7,0,0.29,0,NA,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7,0,0,0,0,0,0,0,0,7,0,0,0
"JACK TCHIENCHOU","TULANE",44,51.03,"C",66.5,63.1,69.7,NA,5,2,0,95.8,0,2,0,0,0,7,0,0.3,2,NA,4,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,2,1,1,0,1,1,7,0,0,0,0,0,0,0,0,7,0,0,0.333
"DY'LON WOMACK","CHARLOTTE",74,51.02,"C",66.1,61.5,74.7,NA,8,1,3,116.7,1,1,1,0,1,19.3,0,1.38,4.5,NA,12.8,0,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,2,0,0,1,4,4,2,3,0.75,58,2,1,0,0,0.048,0,0.5,0,14.5,0.25,0,0.167
"AHMERE FOSTER","MEMPHIS",38,50.76,"C",74,75.2,62.6,NA,2,0,1,88.2,1,0,1,0,0,11,0,0.96,0,NA,7,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0.667,22,1,1,0,0,0.043,0,0.333,0,7.3,0.333,0,0
"JOHN KEOUGH","BUFFALO",37,50.7,"C",56.3,51.8,63.9,60,8,3,1,109.7,1,2,0,0,1,19,0,2.71,7.5,NA,12.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0.667,38,2,0,0,1,0.071,0.333,0.667,0,12.7,0,0,0
"JAYDEN BRADLEY","TEXAS ST",85,50.68,"C",65.3,67.4,68.5,55.2,11,1,2,134,0,1,1,0,0,8,0,0.74,4.75,NA,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.083,2,0,0,1,5,3,1,5,0.833,40,3,1,0,0,0,0,0.5,0,6.7,0.167,0,0.143
"KALEN WOODS","MIDDLE TN",46,50.61,"C",65.8,61,71.3,NA,3,1,1,0,0,0,0,0,0,0,0,0,6,NA,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"KJ FLOWE","JAMES MAD",77,50.56,"C",60.1,57.7,66.2,57.9,5,1,2,62.5,0,0,1,0,0,9,0,0.53,3,NA,9.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,4,2,2,0.5,18,1,2,0,0,0,0,0.25,0,4.5,0.5,0,0
"JOEL ROGERS","UTSA",28,50.35,"C",62.6,65.3,57.9,NA,3,1,0,0,0,1,0,0,0,0,0,0,8.5,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"SABOOR KARRIEM","TEMPLE",64,50.31,"C",66.1,66.8,62.5,58.1,7,2,1,118.8,0,1,0,0,0,17,0,0.38,6,NA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0,2,2,1,0,1,1,17,1,0,0,0,0.022,0,1,0,17,0,0.25,0
"ISAIAH JORDAN","NEVADA",41,50.09,"C",70.6,67.1,72.1,60,3,0,1,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHASE JACKSON","COAST CAR",40,49.96,"C",60,57.8,64.9,NA,4,1,1,0,0,0,0,0,0,0,0,0,2,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAVIN WARD","USF",34,49.64,"C",42.8,44.6,58.8,NA,5,1,2,39.6,1,1,0,0,2,0,0,0,6,NA,7,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0.167,1,1,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"JOSH PIERRE-LOUIS","MARSHALL",58,49.06,"C",63,62.8,64.7,55.8,4,2,1,93.1,1,2,0,0,0,6.3,0,0.76,0,NA,-4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,1,19,0,0,0,0,0,0,0,0,6.3,0,0,0
"GEORGE MULLINS","DELAWARE",39,48.76,"C",62.8,72.8,53.4,NA,2,1,0,95.8,0,1,0,0,0,7,0,0.32,0,NA,6,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1,1,0,1,1,1,7,0,1,0,0,0,0,0,0,7,1,0.5,0
"CAMERON FRANKLIN","SM HOUSTON",26,48.67,"C",66.6,67.3,63.1,NA,4,0,2,0,0,0,0,0,0,0,0,0,4,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333
"TREY RIDLEY","WASH STATE",18,48.44,"C",67.5,62.7,68.3,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MICHAEL PATTERSON III","TEXAS ST",23,48.34,"C",65.1,69.1,49.7,NA,7,2,2,118.8,2,1,0,0,0,16.5,0,3.88,0,NA,4.3,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,2,2,1,1,4,1,66,2,0,0,0,0.059,0,0.5,0,16.5,0,0.5,0.143
"LANDON SYLVIE","SO MISS",58,48.26,"C",53.5,52.4,56.7,NA,7,3,1,72.9,0,2,0,0,1,14,0,0.54,5.5,NA,7.5,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.125,1,0,0,3,4,2,0,1,0.5,14,1,0,0,2,0,1,0.5,0,7,0,0,0.25
"CLINTON ROBINSON","KENT STATE",29,47.43,"C",65.3,65.8,55.1,71.6,3,0,1,100,0,0,0,0,0,8,0,0.73,7.5,NA,-1,0,0,0,1,25,0,0,0,0,0,1,0,0,0,0,0,0.25,1,0,1,0,1,0,0,1,1,8,0,0,0,0,0,0,0,0,8,0,0.333,0
"ROB BILLINGS IV","JVILLE ST",35,47.4,"C",62.7,64.8,57,NA,4,1,1,108.3,1,0,0,0,0,10,0,0.63,24,NA,-4,1,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0.2,0,1,0,1,2,1,1,1,1,10,1,0,0,1,0,1,1,0,10,0,0.5,0
"RAILYN ADAMS","SM HOUSTON",29,47.36,"C",67.8,68.1,61.4,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,4.5,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,1,0,0.5,0,0,0,1
"JOSEPH HOLT","GA STATE",15,47.3,"C",64.9,62,64.8,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEUCE LEE","GA STATE",44,47.25,"C",46.7,56.8,38.6,NA,5,1,1,39.6,0,1,0,0,1,0,1,0,6.5,NA,18,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0.375,1,1,0,1,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.375,0
"CHRIS PAYNE","LA MONROE",24,47.12,"C",69.6,63.8,71.5,NA,2,0,1,0,0,0,0,0,0,0,0,0,7,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KYLE PETERSON","WASH STATE",19,46.49,"C",65.2,64.3,62.8,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AJ GRAHAM","DELAWARE",21,46.29,"C",60.7,59.5,61.6,NA,0,0,0,39.6,0,0,1,0,0,0,0,0,0,NA,14,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"KODE LOWE","UTEP",23,46.23,"C",63.4,65.7,59.3,58.6,3,0,3,0,0,0,0,0,0,0,0,0,3.33,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JONATHAN PATTERSON","CHARLOTTE",39,45.94,"C",68.9,70.8,62.3,56,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAQUAN ROBINSON","SO MISS",19,45.9,"C",66.7,63.8,66.4,NA,2,0,2,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KALEB PURDY","APP STATE",52,45.82,"C",69.6,68.2,68.6,60,3,0,1,95.8,1,0,0,0,0,7,0,0.19,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,7,0,0,0
"DYLAN PHELPS","COLO STATE",43,45.7,"C",58.8,59.7,59.3,56.2,4,3,0,86.8,0,3,1,0,0,10.5,0,1.91,0,NA,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,3,4,2,1,2,0.667,21,1,1,0,2,0.091,0.667,0.333,0,7,0.333,0,0.5
"TAINOA LAVE","S DIEGO ST",16,45.69,"C",66.9,64.5,65.1,NA,2,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JO CHAVEZ","RICE",36,45.61,"C",62.2,66.6,57,54.8,4,0,1,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"TAIJH OVERTON","LA MONROE",27,45.41,"C",64.7,46.5,81,NA,6,2,3,108.3,0,2,0,0,0,10,0,1,4,NA,8,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,1,1,10,1,0,0,0,0,0,1,0,10,0,0,0
"JABARI TILLER","LA MONROE",26,45.4,"C",63.4,68.3,53.2,NA,3,2,0,91.7,0,1,0,0,0,6,0,0.43,0,NA,-1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,6,1,0,0,0,0,0,1,0,6,0,0,0
"ELI COPPESS","MIAMI OH",69,44.79,"C",62.5,68.1,45.6,60,4,1,1,95.4,1,1,1,0,0,17.3,0,1.04,0,NA,18.6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1,4,2,1,3,0.6,52,1,1,0,0,0.02,0,0.2,0,10.4,0.2,0.667,0
"DYLAN KING","MEMPHIS",29,44.27,"C",61.3,64.8,56.6,59.2,2,0,0,0,0,0,0,0,0,0,0,0,11.5,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"ISAIAH GREEN","S DIEGO ST",22,44.27,"C",66.8,65.2,63.1,NA,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WILL STEIL","N DAK ST",27,44.26,"C",61.3,57.2,67.3,NA,3,0,0,NA,0,0,0,NA,NA,NA,0,NA,14.5,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"DRAKE VICKERS","OREGON ST",35,44.14,"C",56.8,52.7,67.1,NA,7,0,4,97.5,2,0,0,0,0,7.4,0,1.85,5.33,NA,6.8,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,4,2,5,1,37,3,0,0,0,0,0,0.6,0,7.4,0,0,0
"MIKE WRIGHT III","BOWL GREEN",15,43.85,"C",55.1,60.7,53.3,NA,4,0,2,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"DERRICK JACKSON III","KENT STATE",34,43.59,"C",61.2,65.3,53.4,NA,4,2,0,118.8,0,1,0,0,0,13,0,0.81,0,NA,-2,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,13,1,0,0,0,0,0,1,0,13,0,0,0
"ETHAN TIERNEY","FRESNO ST",56,43.58,"C",65.2,72.6,43.9,59.1,0,0,0,36.5,0,0,0,2,2,15.5,0,0.86,0,NA,22.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,2,0.5,31,1,0,0,0,0.028,0,0.25,0.5,7.8,0,0,1
"ADARIUS HUTCHINSON","UTEP",43,43.48,"C",57.4,56.4,59.7,58.5,5,2,0,158.3,0,1,0,0,0,19,0,1.36,4.5,NA,25,1,0,1,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,1,19,1,0,0,0,0.071,0,1,0,19,0,0,0
"BENI MWAMBA","MEMPHIS",23,43.38,"C",65.6,63.8,65.2,NA,2,0,1,62.5,1,0,0,0,1,9,0,0.9,16,NA,4.5,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,1,1,1,0.5,9,1,0,0,0,0,0,0.5,0,4.5,0,0,0.5
"CHRISTIAN PETERSON","E CAROLINA",31,43.36,"C",67.5,66.2,65.6,NA,2,0,2,87.5,1,0,0,0,0,5,0,0.38,4,NA,-2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,5,0,0,0
"JAYDEN LAWTON","TEXAS ST",65,43.34,"C",59.9,57.5,66.5,NA,4,0,1,51,0,0,1,0,2,23,0,0.52,5,NA,19.5,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,3,3,1,1,0.25,23,1,1,0,0,0.023,0,0.25,0,5.8,0.25,0,0.25
"GERAYAS GRIMES","FRESNO ST",74,42.99,"C",58.8,56.3,65,58.7,12,1,3,106.5,0,1,0,0,1,11.2,0,1.43,4.8,NA,14.3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.077,3,0,0,1,6,5,2,6,0.857,67,2,0,0,0,0.043,0,0.286,0,9.6,0,0.143,0
"TJ MCGILL","JAMES MAD",34,42.93,"C",63.6,65.6,60.5,59.7,3,0,1,91.7,1,0,0,0,0,6,0,0.75,9.5,NA,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,6,0,0.333,0
"DEMETRIUS HILL","FIU",41,42.92,"C",60.2,58.7,62.3,NA,3,0,1,39.6,0,0,0,0,1,0,0,0,2.67,NA,21,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MICHAEL ROBINSON III","SO MISS",47,42.87,"C",60.8,67,50.3,59.2,7,1,2,130.2,2,0,0,0,0,5.8,0,1.21,5.33,NA,5.3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.222,0,0,0,1,4,2,3,4,1,23,2,0,0,4,0.053,1,0.5,0,5.8,0,0.4,0
"AYDEN JACKSON","USF",45,42.78,"C",55,49.7,68.4,NA,5,1,1,75,1,0,0,0,1,15,0,0.6,5.5,NA,9,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0.5,15,1,0,0,0,0.04,0,0.5,0,7.5,0,0,0
"KAMAURRI MCKINLEY","E CAROLINA",22,42.75,"C",60.6,63.7,57.4,58.1,2,0,2,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALEB CLARK-GLOVER","MARSHALL",47,42.68,"C",53.9,48.9,67.6,59.6,8,0,2,118.8,2,0,0,0,0,15.2,0,3.17,12,NA,8.8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,2,5,1,76,4,0,0,0,0.083,0,0.8,0,15.2,0,0,0
"JA'DEN MCBURROWS","APP STATE",30,42.61,"C",46.4,51.6,60.8,53.1,2,1,1,66.3,1,0,0,0,1,5.7,0,0.74,0,NA,6,1,0,0,0,16.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,4,1,3,0.6,17,0,0,0,0,0,0,0,0,3.4,0,0,0
"AMARION FORTENBERRY","USF",20,42.6,"C",64,63.9,61.6,60,1,0,1,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUMBO GASKINS","MIDDLE TN",19,41.98,"C",66.1,64.5,64.3,NA,1,1,0,83.3,0,1,0,0,0,4,0,0.31,0,NA,-1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,4,0,0,0
"KAHLIL ALI","DELAWARE",44,41.98,"C",61.9,49.8,72.9,77.3,6,1,1,118.8,0,1,0,0,0,26,0,2.17,5.75,NA,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,1,52,2,0,0,0,0.042,0,1,0,26,0,0,0
"JYAIRE BROWN","SO MISS",48,41.94,"C",71.5,70.2,70.1,59,3,0,2,102.8,2,0,0,0,0,8.7,0,1.18,8,NA,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,1,2,3,1,26,1,0,0,3,0.045,1,0.333,0,8.7,0,0,0.333
"TRE'SHAWN MOORE","COLO STATE",56,41.64,"C",56.1,50.3,64.2,NA,8,3,2,118.8,1,1,0,0,0,24.5,0,2.88,11,NA,15.5,2,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,1,0,0,3,4,3,0,2,1,49,2,0,0,2,0.118,1,1,0,24.5,0,0,0.25
"JEREMIAH VESSEL","LIBERTY",39,41.59,"C",63,57.9,70.3,NA,5,1,0,118.8,0,1,0,0,0,14,0,0.74,17.5,NA,13,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0
"MICAH DAVIS","W MICHIGAN",30,41.57,"C",52.6,65.1,41.2,NA,3,0,0,0,0,0,0,0,0,0,0,0,21.5,NA,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"RODRICK HUNTER","AKRON",41,41.54,"C",59.9,64.4,55.4,56.5,2,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"BRYCE WILLIAMS","MIDDLE TN",56,41.47,"C",65.5,65.1,63.6,NA,2,0,1,100,1,0,0,0,0,8,0,0.28,0,NA,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,0,0,0,0,0,0,0,0,8,0,0,0
"KEVIN MOORE","DELAWARE",19,41.46,"C",65.1,65,60.6,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
