"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Run.Tackle.for.Losss.or.No.Gain","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Pass.Plays","Average.Depth.of.Tackle","Missed.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Pass.Rush.Productivity","Unblocked.Pass.Rush","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Yards.per.Reception.Allowed","Sacks","Pursuit.Pressure","Pass.Break.Up","Hits","Drops...Off.Targets.Receptions.Forced","Beaten.Defender","Plays.of.15..Yards.Allowed","Forced.Fumble","Lined.up.in.Press.Coverage","Pass.Tackle.for.Loss.or.No.Gain","Fumble.Recovery","Interceptions","Dropped.Int","Touchdowns.Allowed","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"KORD SHAW","OREGON ST",31,58.65,"C",72.6,76.6,56.3,65.8,8,3,1,0,3,0,6.75,0,83.3,0.57,0,0,1,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,8,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3
"KEITH BROWN","WASH STATE",37,58.49,"C",73.3,76.4,57.2,65,5,3,1,0,2,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
"KARSON MOSS","KENNESAW",24,58.26,"C",67.3,50.1,NA,77.5,6,1,2,1,1,0,5.67,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
"BOEN PHELPS","BOISE ST",50,58.22,"C",67.6,85.6,52.5,53.5,7,1,5,1,2,1,2.75,1,118.8,1.56,12.5,1,-3.7,0,14,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.222,4,1,1,1,1,2,4,2,0,3,1,42,1,0,0,0,0.037,0,0.333,0,14,0,0.143,0.5,9,0,4
"PARKER SHATTUCK","S ALABAMA",61,57.57,"C",52.4,56.7,69,46.1,6,2,3,0,2,0,5,0,106.3,0.61,18.2,2,11.5,0,9.5,1,1,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,1,2,0,2,4,2,6,3,2,2,1,19,1,0,0,0,0.032,0,0.5,0,9.5,0,0,0,6,0,4
"HARRISON TAGGART","UTAH ST",25,57.52,"C",67.4,79.2,59.5,55,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"DORION JACKSON","TULANE",22,57.4,"C",64.4,62.8,58.6,63.8,3,2,1,1,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SAM ROBINSON","USF",40,57.2,"C",55.9,68.6,66.5,41.6,8,5,2,2,5,1,-0.33,1,158.3,8,14.3,0,5.3,0,40,0,0,0,0,0,0,3,0,NA,0,0,0,0,1,0,0.2,2,0,2,2,2,5,6,3,0,3,1,120,3,0,0,0,0.2,0,1,0,40,0,0.111,1,10,0,4
"GABE WELCH","W MICHIGAN",22,57.07,"C",63.3,62.5,60,61.7,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"CANNON LEWIS","MARSHALL",62,56.91,"C",64.8,62.7,70.7,66.2,7,0,3,0,0,1,4.67,0,0,0,30,2,0,0,0,0,1,0,2,0,0,0,0,NA,0,0,0,0,0,0,0.125,3,0,0,2,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8,0,6
"DREW ESPER","C MICHIGAN",29,56.27,"C",63.1,74.3,46,58.3,3,2,1,1,2,1,-1,0,39.6,0,25,1,15.5,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,1,1,1,2,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,0,2
"MATHIS HAYGOOD","SO MISS",55,55.56,"C",61.4,73,NA,49.9,7,1,2,2,1,0,2.75,0,109,1.42,NA,0,6.3,0,18.5,0,0,0,0,1,0,2,0,NA,0,0,0,0,0,0,0,2,0,2,0,0,1,4,2,0,2,0.667,37,2,0,0,3,0.077,1,0.667,0,12.3,0,0,0,7,0,6
"BRETT MCCALLA","C MICHIGAN",49,55.5,"C",65,53,55.6,72.1,5,1,2,1,1,0,2.67,1,52.1,0.57,10,1,9.7,0,16,0,0,2,0,0,0,1,0,NA,0,0,0,0,0,0,0.167,2,0,1,1,1,1,4,1,2,1,0.333,16,1,2,0,1,0.036,0.333,0.333,0,5.3,0.667,0.2,0,6,0,4
"BRIAN BATES JR.","SM HOUSTON",40,55.14,"C",66.1,61.1,69.4,63.4,5,1,2,1,1,0,1.25,0,83.3,0.8,14.3,0,-2.5,0,4,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,1,1,2,1,5,0,0,2,1,8,0,0,0,2,0,1,0,0,4,0,0,0,5,0,3
"BLAKE MATTHEWS","DELAWARE",50,54.64,"C",70.1,71.7,59.2,68,5,2,3,0,1,1,2,0,116.7,0.8,10.7,1,7,1,12,1,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,0.167,1,2,0,1,2,2,1,1,0,1,1,12,1,0,0,0,0,0,1,0,12,0,0,0.25,6,0,3
"MANA TUIOTI","BOISE ST",16,54.58,"C",68.1,65.1,65.5,62.3,2,0,1,0,0,0,15,0,0,0,33.3,1,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MIKE MONTGOMERY","MEMPHIS",32,54.55,"C",74.4,68.4,73.4,66.4,4,3,0,0,2,0,0,0,39.6,0,0,0,2,1,0,0,0,0,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"DILLANO GLAUD","LIBERTY",21,54.52,"C",82.1,65.7,NA,84.1,3,0,2,0,0,0,4.5,0,39.6,0,NA,0,10,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1
"DONOVAN WOOLEN","N DAK ST",43,54.12,"C",80.8,60.1,93,65.4,1,0,1,1,0,0,-1,1,NA,NA,8.3,2,NA,0,NA,0,0,0,2,NA,2,NA,0,NA,0,0,NA,0,NA,0,0.5,1,0,1,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,2,0,4
"JACKSON BARKER","E CAROLINA",50,54.1,"C",54.9,43.3,58,71,5,1,4,2,1,0,4.67,3,56.3,0.27,0,0,6.5,0,4,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.375,3,1,2,0,0,1,6,0,1,1,0.5,4,0,0,0,0,0,0,0,0,2,0,0.429,0,8,0,5
"TYTUS KHAJAVI","FRESNO ST",47,54,"C",72.2,87.1,68.3,53.8,7,1,4,0,1,0,2,0,85.4,0.74,0,0,3.3,0,10,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,4,0,0,0,0,1,2,2,0,2,0.667,20,2,0,0,0,0,0,0.667,0,6.7,0,0,0,7,0,3
"ETHAN POWELL","S JOSE ST",47,53.98,"C",69.9,75.4,55.6,63.9,2,0,1,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
"JOSIAH TAYLOR","FIU",32,53.82,"C",61.9,66,60,57.1,6,3,0,0,3,0,5.5,0,104.2,0.6,50,1,-3,0,9,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,1,1,9,0,0,0,0,0,0,0,0,9,0,0,0,6,0,2
"ALEX MITCHELL","APP STATE",34,53.66,"C",63.4,57.8,57,67.2,4,2,2,0,2,0,2,0,39.6,0,0,0,11,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,1,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"MYLES BUTLER","JVILLE ST",34,53.58,"C",52.9,66.8,68.5,39.6,10,4,2,0,4,0,2.67,0,98.6,1.53,0,0,0.3,0,7.7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,1,1,4,5,3,1,3,1,23,1,0,0,3,0,1,0.333,0,7.7,0,0,0,10,0,5
"MAKAI WILLIAMS","TULANE",54,53.44,"C",69.3,68.2,60.2,66.6,5,1,2,1,1,0,2,1,56.3,0.32,0,0,4.5,0,3,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0.167,2,0,1,0,0,1,1,0,0,2,0.5,6,0,0,0,0,0,0,0,0,1.5,0,0.2,0,6,0,4
"JACK ELLISON","WASH STATE",20,53.25,"C",73.7,76.4,58.4,62.2,3,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"DJ JOHNSON JR.","E CAROLINA",51,52.43,"C",67.6,76.5,55.6,52.8,6,2,2,0,2,0,7,0,118.8,2.27,0,2,-1,0,25,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,2,0,0,2,2,2,3,1,0,1,1,25,1,0,0,0,0.091,0,1,0,25,0,0,0,6,0,3
"XAVIER WHITE","C MICHIGAN",46,52.37,"C",64.7,65.6,60.6,62.5,9,0,5,0,0,2,5,1,100,1.82,21.4,3,5.4,0,10,0,1,0,1,1,0,1,1,NA,0,0,0,0,0,0,0.25,2,3,0,3,4,1,5,3,4,4,0.8,40,1,0,0,3,0.045,0.6,0.2,0,8,0,0.25,0.333,12,0,8
"JAKE ST. ANDRE","LA LAFAYET",60,52.08,"C",66.9,60.3,61,69.4,5,1,2,1,1,1,3,1,79.2,0.24,6.3,1,1,0,2,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0.286,1,1,2,1,1,1,4,1,2,3,1,6,0,0,0,0,0,0,0,0,2,0,0.25,0.333,7,0,5
"WESTEN ARD","W KENTUCKY",58,51.4,"C",58.1,52.5,56.2,66.2,9,4,3,1,2,0,4.75,2,118.8,1.25,0,0,11,2,25,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.182,2,1,1,0,0,4,8,1,1,1,1,25,1,0,0,0,0.05,0,1,0,25,0,0.25,0,11,0,5
"PICKLE STEWART","FIU",24,51.32,"C",64.8,70.6,60,58.1,7,2,4,0,2,0,2.67,0,100,2.18,0,0,3.7,0,8,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,3,1,0,0,0,2,2,1,0,3,1,24,1,0,0,0,0.091,0,0.333,0,8,0,0,0,7,0,5
"LEON HART JR.","FAU",66,51.13,"C",66,64.7,68.7,63.4,6,1,2,0,1,0,8,0,86.1,0.4,12.5,0,1.7,0,4.7,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,4,1,1,3,1,14,1,0,0,0,0,0,0.333,0,4.7,0,0,0,6,0,4
"A.J. ODOM","BOWL GREEN",25,51.09,"C",59.4,68.9,57.7,53.2,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"STONE COMBS","RICE",45,51.03,"C",53.4,46.9,58.3,64.3,7,3,3,0,3,0,3,1,39.6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.125,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,8,0,4
"MALCOLM MCCAIN","MIAMI OH",77,50.99,"C",65.3,63.6,72.4,61.7,10,4,3,0,3,2,4.6,0,133.3,1.04,10,1,8.4,1,16.7,0,0,0,0,2,1,1,0,NA,0,0,0,0,1,0,0.167,3,0,0,1,1,4,9,3,1,3,0.6,50,3,0,0,0,0.021,0,0.6,0,10,0,0,0.5,12,0,5
"BRADLEY ILUNGA-BISSELELE","BUFFALO",26,50.51,"C",70.8,57,60,76.9,1,1,0,0,1,0,0,0,39.6,0,0,0,2,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"ALOSIO MALUIA","NEVADA",18,48.79,"C",70.9,72.3,58.4,64.7,3,1,1,0,0,0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"OWEN PEWEE","UTSA",37,48.7,"C",63.7,72,71.6,48,7,0,3,0,0,1,4.33,0,88.9,1.6,11.1,1,-4.3,0,5.3,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0.125,1,2,1,2,2,0,3,2,1,3,1,16,1,0,0,0,0,0,0.333,0,5.3,0,0,0.25,7,0,5
"KOREY SMITH","MIDDLE TN",57,48.55,"C",54.6,67,NA,46.4,8,2,4,1,1,1,3.5,1,97.2,1.97,NA,0,5.7,1,14.3,0,0,0,0,2,0,2,0,NA,0,1,0,0,0,0,0.2,3,1,1,0,0,2,7,5,2,4,0.667,57,2,0,0,0,0.069,0,0.333,0,9.5,0,0.167,0.25,10,0,6
"JAVANTE MACKEY","TEXAS ST",24,48.41,"C",64.7,75.5,56.4,56.7,4,3,0,0,3,0,6,0,118.8,1.25,0,0,12,0,15,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,1,15,1,0,0,0,0.083,0,1,0,15,0,0,0,4,0,2
"DOMANICK MOON","W MICHIGAN",47,48.41,"C",66.6,70,66.7,55.1,4,1,3,0,1,0,2.33,0,118.8,1.42,11.1,1,15,0,17,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,3,0,0,2,2,1,4,1,0,1,1,17,1,0,0,0,0.083,0,1,0,17,0,0,0,4,0,3
"JOSEPH SIPP JR.","FAU",62,48.29,"C",60.6,83.7,66.1,46.4,7,1,5,0,1,1,2.67,0,118.8,0.97,12.5,0,11,0,18,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.125,3,2,0,1,1,1,4,3,0,2,1,36,2,0,0,0,0.027,0,1,0,18,0,0,0.25,8,0,7
"AARON ALEXANDER","N TEXAS",46,48.16,"C",72.8,76.3,56.3,63.8,4,1,3,0,1,0,2.33,1,83.3,0.31,0,0,1,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,3,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,4,0,0.2,0,5,0,2
"STEVIE BRACEY","BUFFALO",23,47.99,"C",64.1,71.5,63,53.8,3,1,2,0,1,0,1,0,102.1,1.55,NA,0,7.5,0,8.5,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,2,1,17,0,0,1,2,0,1,0,0,8.5,0,0,0,3,0,2
"CADE LAW","E CAROLINA",16,47.8,"C",67.7,67.9,NA,63.1,2,2,0,0,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ROCCO NICHOLL","KENT STATE",33,47.73,"C",53.9,44.6,60,64.3,4,2,2,1,2,0,0,0,131.3,0.35,0,0,3,0,6,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,1,1,2,0,0,2,5,1,1,1,1,6,1,0,0,0,0,0,1,0,6,0,0,0,4,0,2
"ALEX ROCHA","SACRAMENTO",59,47.41,"C",61.8,61.3,52.3,65,4,0,1,0,0,0,2,0,NA,NA,12.5,2,NA,0,NA,0,0,0,1,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,1,0,0,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,4
"MARCUS ROSS","LA MONROE",44,47.4,"C",72.7,67,58.1,72.6,6,1,1,0,0,0,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.143,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,7,0,5
"MARCELLIUS PULLIAM","COAST CAR",55,47.36,"C",64.2,71.5,47.9,60.1,7,3,2,0,3,1,4.5,0,116.7,1.33,0,1,2.3,0,12,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.125,2,0,0,1,1,3,4,2,0,3,1,36,1,0,0,0,0.037,0,0.333,0,12,0,0,1,8,0,3
"GAVIN MOUL","DELAWARE",48,46.88,"C",49.1,77.7,58.5,28.9,6,2,2,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0.143,2,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,6
"ZHERIC HILL","LA TECH",59,46.81,"C",64.7,59.2,54.1,82.3,4,1,3,0,0,0,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0.2,2,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,5,0,4
"DORIAN PRINGLE","BOWL GREEN",59,46.79,"C",46.2,49.8,60,47.9,14,3,4,0,3,0,8.25,3,81.3,0.85,0,0,6,0,8.5,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.176,3,1,0,0,0,3,11,3,1,2,0.667,17,1,0,0,0,0,0,0.333,0,5.7,0,0.214,0,17,0,9
"JERRY WALL III","CHARLOTTE",18,46.69,"C",60.7,75,56.4,52.7,2,0,1,1,0,0,2,0,100,0.89,0,0,8,0,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,8,0,0,0,0,0,0,0,0,8,0,0,0,2,0,2
"BRONSON OLEVAO JR.","UTAH ST",51,46.44,"C",66.7,65.2,60,64.7,3,0,1,1,0,0,0,0,118.8,1,0,0,9,0,12.5,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,1,1,1,0,3,1,0,2,1,25,1,0,0,0,0.04,0,0.5,0,12.5,0,0,0,3,0,3
"AYDEN COMBS","LA TECH",16,46.06,"C",67.5,64,63.7,60,2,2,0,0,1,0,0,0,NA,NA,0,0,NA,1,NA,0,0,0,0,NA,1,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0
"TY ANDERSON","TULSA",15,45.39,"C",72.8,65.7,64.5,65.5,3,0,1,0,0,0,7,0,91.7,0.5,50,1,5,0,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,6,1,0,0,0,0,0,1,0,6,0,0,0,3,0,3
"ISAIAH BOGERTY","UTEP",24,45.37,"C",45.7,62.5,60,37.9,5,3,0,0,3,0,8,0,62.5,1,0,0,8,0,9,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0.5,9,1,0,0,0,0,0,0.5,0,4.5,0,0,0,5,0,1
"MAYSON HITCHENS","C MICHIGAN",39,45.27,"C",46.3,60.9,53.3,44.2,6,3,2,0,2,0,4,1,39.6,0,0,0,2,1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.143,1,1,0,0,0,3,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0,7,0,3
"RAFAEL TERRERO JR.","KENT STATE",30,44.94,"C",56.2,60,56.1,55.9,2,0,1,1,0,0,-3,0,71.5,0.91,0,1,5.7,0,5,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,1,1,0,3,2,1,2,0.667,10,1,0,0,0,0,0,0.333,0,3.3,0,0,0,2,0,4
"SHAY SMITH","UTEP",19,44.75,"C",62.3,67.8,59.7,57.3,4,1,1,1,0,0,3,0,106.3,2.38,0,0,6.5,1,9.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,2,1,19,2,0,0,0,0,0,1,0,9.5,0,0,0,4,0,1
"AIDAN VAUGHAN","LIBERTY",22,44.67,"C",65.8,66.5,57.7,63.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"DYLAN LAYNE","OREGON ST",37,44.5,"C",62,42.2,59.9,71.6,5,3,1,0,2,0,3,1,79.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0.167,0,1,1,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0,3
"JJ CLAYTON","MEMPHIS",17,44.46,"C",68.4,66.1,59.2,66.1,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"ANDREW HINES III","BOWL GREEN",23,44.24,"C",65.4,65,NA,61,2,0,2,0,0,0,1.5,0,39.6,0,NA,0,6,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"DE'VEION MCLILLEY-BULO","DOMINION",20,44.15,"C",64.4,64.6,58.9,62.5,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SAM STONE","TULSA",36,44.06,"C",65.3,68.8,67.3,55.9,7,0,4,0,0,1,5,1,112.5,0.79,20,0,-1,0,11,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.222,3,1,0,0,1,0,3,1,0,1,1,11,0,0,0,0,0,0,0,0,11,0,0.143,0.5,9,0,8
"JASON HOCKER","AKRON",16,43.96,"C",66.1,61.9,67.5,60.8,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"ANTARRON TURNER","COLO STATE",22,43.62,"C",61.8,61.8,59.6,61,4,1,1,0,1,0,7.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,0,3
"KESHAWN THOMAS","APP STATE",31,43.62,"C",57.3,73.3,50.3,56.1,3,1,2,0,1,1,2,0,118.8,1.64,11.5,2,4,0,18,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.25,1,1,0,3,3,1,1,1,0,1,1,18,1,0,0,0,0.091,0,1,0,18,0,0,0.5,4,0,2
"IKE ESONWUNE","UAB",71,43.57,"C",54.7,59.7,63.7,47.9,11,3,3,0,3,0,4.4,3,97.2,1.16,0,0,3.3,0,7.3,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0.214,3,0,0,0,0,3,8,3,0,3,1,22,1,0,0,0,0,0,0.333,0,7.3,0,0.273,0,14,0,7
"BRENDEN REESE","N TEXAS",21,43.17,"C",67.7,66.9,59.3,63.6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"RJ WHITTEN","OREGON ST",30,43.11,"C",70.9,62.4,59.7,71.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"TYLER LASSITER","SO MISS",16,42.99,"C",69.7,70.2,NA,61.5,1,0,0,0,0,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"AVERY SLEDGE","SO MISS",40,42.87,"C",62.9,67.4,58,58.3,3,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1
"STEVEN PEREZ","WYOMING",23,42.64,"C",47.8,45.4,NA,60.9,5,2,2,0,2,0,5,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.167,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,6,0,4
"ZACH MOWCHAN","E MICHIGAN",62,42.4,"C",49.8,60.6,55.5,46.3,10,6,1,0,5,2,2.5,1,109.4,1.34,0,0,-0.8,1,14.3,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0.231,1,0,0,0,0,6,9,4,0,3,0.75,43,3,0,0,0,0.031,0,0.75,0,10.8,0,0.125,0.4,12,0,4
"LOGAN BRANTLEY","BOISE ST",31,42.34,"C",62.1,57,62.8,63.4,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
