"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level"
"BROCK SCHOTT","INDIANA",29,2.17,"F",88,"TE",2026,"Big Ten",53.9,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"TYLER FORTENBERRY","IOWA STATE",12,2.15,"F",19,"TE",2026,"Big 12",57.3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"BENNETT CHRISTIAN","OHIO STATE",16,2.07,"F",85,"TE",2026,"Big Ten",51.4,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"0.00%",39.6,0,0.1,0,0,"P4"
"SAM WEST","MISS STATE",44,1.67,"F",87,"TE",2026,"SEC",49.1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,"0.00%",39.6,0,0.063,0,0,"P4"
"MICHAEL SMITH","OLE MISS",12,1.2,"F",82,"TE",2026,"SEC",50.4,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"GRANT STEC","WISCONSIN",42,1.18,"F",85,"TE",2026,"Big Ten",51.2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"NOAH MEYERS","SYRACUSE",19,1.17,"F",81,"TE",2026,"ACC",51.2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"ZACH GRACE","LSU",22,1.17,"F",44,"TE",2026,"SEC",52.5,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"ANDREW BARKER","INDIANA",22,1.13,"F",85,"TE",2026,"Big Ten",53.2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"MAURICE BROWN II","S CAROLINA",19,1.11,"F",44,"TE",2026,"SEC",54.8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"HARRY LODGE","UCLA",12,1.07,"F",19,"TE",2026,"Big Ten",36.5,1,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,"0.00%",39.6,0,0.167,0,0,"P4"
"JADEN PLATT","ARKANSAS",50,1.07,"F",83,"TE",2026,"SEC",58.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JACK VAN DORSELAER","OKLAHOMA",21,1.07,"F",88,"TE",2026,"SEC",56.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"MIKKEL SKINNER","KENTUCKY",26,1.07,"F",8,"TE",2026,"SEC",56.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"MAX DRAG","S CAROLINA",26,0.33,"F",80,"TE",2026,"SEC",34.9,1,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"0.00%",39.6,0,0.125,0,0,"P4"
"DAVID CLEMENT","SYRACUSE",57,0.24,"F",0,"TE",2026,"ACC",48.4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"BRENNAN PARACHEK","MICH STATE",51,0.15,"F",82,"TE",2026,"Big Ten",49.6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"KALEB EDWARDS","ALABAMA",56,0.15,"F",81,"TE",2026,"SEC",49.2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JAKE JOHNSON","AUBURN",55,0.13,"F",19,"TE",2026,"SEC",52.5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"ADDISON OSTRENGA","IOWA",29,0.12,"F",87,"TE",2026,"Big Ten",50.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"HOUSTON THOMAS","TEXAS A&M",22,0.12,"F",87,"TE",2026,"SEC",51,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"TYLER POWELL","ARIZONA",18,0.09,"F",87,"TE",2026,"Big 12",52.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JADEN REDDELL","GEORGIA",13,0.09,"F",23,"TE",2026,"SEC",51.7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JACKSON BERRYMAN","PURDUE",15,0.09,"F",43,"TE",2026,"Big Ten",50.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"KAMREAN JOHNSON","WAKE",22,0.08,"F",12,"TE",2026,"ACC",51.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"WILL MONNEY","UTAH",22,0.08,"F",86,"TE",2026,"Big 12",51.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"MAURICE VENEY","VANDERBILT",25,0.08,"F",19,"TE",2026,"SEC",52.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"EMMETT BORK","WISCONSIN",18,0.08,"F",82,"TE",2026,"Big Ten",51.6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JETT CARPENTER","TEXAS TECH",28,0.07,"F",85,"TE",2026,"Big 12",52.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"GABE FISHER","VANDERBILT",28,0.06,"F",44,"TE",2026,"SEC",52.4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"FISHER CLEMENTS","COLORADO",50,0.05,"F",89,"TE",2026,"Big 12",52.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"ZACH ORTWERTH","IOWA",12,0.04,"F",48,"TE",2026,"Big Ten",54.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"MIKE TYLER","S CAROLINA",14,0.04,"F",5,"TE",2026,"SEC",53.6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"RILEY WILLIAMS","MISS STATE",21,0.02,"F",18,"TE",2026,"SEC",56.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"AJ SZYMANSKI","MARYLAND",21,0.02,"F",89,"TE",2026,"Big Ten",54.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"LACOTA DIPPRE","FLORIDA",22,0.02,"F",17,"TE",2026,"SEC",57.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"FINN FURMANEK","PENN STATE",29,0.02,"F",89,"TE",2026,"Big Ten",55.2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JORDON HARRIS","MISSOURI",21,0.02,"F",86,"TE",2026,"SEC",56.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"ELIJAH WASHINGTON-BAKER","SYRACUSE",18,0.02,"F",84,"TE",2026,"ACC",55.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"AJ IA","ARIZONA ST",19,0.02,"F",0,"TE",2026,"Big 12",57,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"SEMI TAULANGA","UTAH",14,0.02,"F",99,"TE",2026,"Big 12",54.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JANIRAN BONNER","NEBRASKA",22,0.01,"F",4,"TE",2026,"Big Ten",54.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"CAM BALL","W VIRGINIA",15,0.01,"F",10,"TE",2026,"Big 12",58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"MICHAEL MASUNAS","TEXAS",14,0.01,"F",15,"TE",2026,"SEC",54.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"COLTON HEINRICH","GEORGIA",11,0.01,"F",82,"TE",2026,"SEC",55.8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"HEZE KENT","FLORIDA",18,0.01,"F",86,"TE",2026,"SEC",55.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JOSH SAPP","W VIRGINIA",27,0,"F",0,"TE",2026,"Big 12",59.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"CARTER MOSES","KANSAS",28,0,"F",85,"TE",2026,"Big 12",59.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"KALEB THOMAS","HOUSTON",21,0,"F",19,"TE",2026,"Big 12",59.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JOSH FORD","ALABAMA",19,0,"F",40,"TE",2026,"SEC",59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"JUDE JAMES","MISSOURI",23,0,"F",89,"TE",2026,"SEC",59.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"WALTER MATTHEWS","USC",14,0,"F",23,"TE",2026,"Big Ten",59.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"TRAVILLE FREDERICK JR.","HOUSTON",21,0,"F",85,"TE",2026,"Big 12",59.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
