"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Roman Kupu","TXAMEA",24,48.85,"C","LB",2026,"Southland",79.2,75.5,59.9,71.8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,"0","0.00%",0,9,1,"0","22.20%",0,14,1,"100%",-2,-2,0,0,0,0,79.2,-0.14,0,"42.90%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",-2,-2,"0.00%",5,3,"0.00%",0,1,0,"0.00%",1,0,0,1,1,"0.00%",3,3,0,2,0,"FCS",315,NA,NA,NA,315
"Michael Wright","DUQUESNE",21,48.8,"C","LB",2026,"Northeast",74.4,65.1,60,74.2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,"0","0.00%",0,16,4,"6.30%","0",1,4,1,"100%",-1,-1,0,0,0,0,79.2,-0.25,0,"25.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",-1,-2,"0.00%",34,5,"0.00%",2,0,0,"0.00%",1,2,0,1,1,"0.00%",5,5,0,2,0,"FCS",324,NA,NA,NA,324
"Keith Charney","AUSTINPEAY",26,48.73,"C","LB",2026,"United Athletic",75.9,81.9,59.4,65.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,"0","0.00%",0,12,2.5,"0","25.00%",0,13,1,"100%",5,5,0,0,0,0,87.5,0.38,0,"46.20%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,5,"0.00%",23,3,"0.00%",0,2,0,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",167,NA,NA,NA,167
"Tyler Scott","BRYANT",27,48.57,"C","LB",2026,"CAA",71.5,73.8,59.7,63.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,"0","0.00%",0,14,5,"0","7.10%",0,11,2,"66.70%",13,6.5,0,1,0,0,75.7,1.18,0,"36.40%",0,0,1,1,1,"0.00%","0.00%","33.30%","0.00%",4.3,4.7,"0.00%",18,4,"0.00%",1,0,0,"0.00%",1,1,0,1,0,"0.00%",4,4,0,2,0,"FCS",226,NA,NA,NA,226
"Kenny Olson","CAL POLY",71,48.52,"C","LB",2026,"Big Sky",63.4,62.5,55.2,65.7,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,13,"0","0.00%",0,38,4.67,"7.90%","7.90%",3,20,0,"0.00%",0,0,0,0,0,0,0,0,0,"5.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",20,4,"0.00%",1,2,1,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",24,NA,NA,NA,24
"Ron Burton","HOLY CROSS",26,48.16,"C","LB",2026,"Patriot",53.4,78.6,56.3,34.8,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,3,"0","0.00%",0,19,3,"0","10.50%",0,4,1,"100%",19,19,0,1,0,0,118.8,4.75,1,"0.00%",0,0,0,2,0,"25.00%","0.00%","100%","0.00%",19,11,"0.00%",22,4,"20.00%",1,2,2,"0.00%",3,1,0,0,0,"100%",5,5,0,0,1,"FCS",193,NA,NA,NA,193
"Anthony Ottinot","BRYANT",39,48.14,"C","LB",2026,"CAA",50.7,51.5,56.1,55.6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,"0","0.00%",0,18,31.33,"22.20%","16.70%",4,17,1,"50.00%",26,26,0,1,0,0,95.8,1.53,1,"29.40%",0,0,0,1,0,"5.90%","0.00%","50.00%","0.00%",13,7,"0.00%",53,7,"30.00%",2,1,0,"42.90%",3,1,3,1,0,"0.00%",9,10,1,2,0,"FCS",225,NA,NA,NA,225
"Ryan Matheny","WM & MARY",40,48.03,"C","LB",2026,"Patriot",65.7,65.8,57.7,62,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2,"0","50.00%",25,33,-1,"3.00%","6.10%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",172,NA,NA,NA,172
"Tango McCauley Jr.","N ALABAMA",27,47.95,"C","LB",2026,"United Athletic",63.5,68.8,74.8,43.6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,"33.30%","33.30%",16.7,18,0,"0","5.60%",0,3,1,"100%",53,53,1,1,0,0,158.3,17.67,1,"0.00%",0,0,0,1,0,"33.30%","0.00%","100%","0.00%",53,19,"0.00%",1,1,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,0,1,0,"FCS",245,NA,NA,NA,245
"Hunter Schnakenberg","SOUTHERN U",24,47.7,"C","LB",2026,"SWAC",62.9,65.2,NA,59.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,NA,NA,NA,NA,17,0,"11.80%","11.80%",2,7,1,"100%",1,1,0,0,0,0,79.2,0.14,0,"14.30%",0,1,0,1,1,"0.00%","100%","0.00%","0.00%",1,-6,"0.00%",17,5,"0.00%",4,0,0,"0.00%",0,3,0,0,0,"0.00%",5,5,1,1,0,"FCS",318,NA,NA,NA,318
"Malachi Mapp","CENT CT ST",31,47.5,"C","LB",2026,"Northeast",69.2,69.2,NA,62.1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,NA,NA,NA,NA,25,1.5,"8.00%","8.00%",2,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",47,2,"0.00%",0,2,1,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",85,NA,NA,NA,85
"Kristian Ozane","CHATTNOOGA",53,47.47,"C","LB",2026,"Southern",58.2,69.6,60,49.1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,1,"0","0.00%",0,29,3.75,"6.90%","6.90%",2,23,3,"100%",34,11.3,0,3,0,0,113.9,1.48,0,"30.40%",0,0,0,3,0,"0.00%","0.00%","100%","0.00%",11.3,4.7,"0.00%",2,7,"0.00%",1,2,1,"0.00%",4,1,0,0,0,"0.00%",7,7,0,2,0,"FCS",82,NA,NA,NA,82
"Jackson Marshall","E KENTUCKY",17,47.44,"C","LB",2026,"United Athletic",71.7,74.5,59.5,63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"0","0.00%",0,9,-3,"0","11.10%",0,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"28.60%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",37,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",20,NA,NA,NA,20
"James Manakaka","CENT CT ST",16,47.33,"C","LB",2026,"Northeast",69.6,72.7,NA,60,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,15,-0.5,"0","6.70%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",28,2,"0.00%",0,2,1,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",210,NA,NA,NA,210
"Lynard Harris","NICHOLLS",52,46.72,"C","LB",2026,"Southland",72,61.7,59.6,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,"0","0.00%",0,13,0,"0","0",0,38,1,"25.00%",4,4,0,0,0,0,39.6,0.11,0,"28.90%",0,0,3,0,1,"0.00%","0.00%","0.00%","0.00%",1,5.3,"0.00%",10,2,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",2,2,0,2,0,"FCS",135,NA,NA,NA,135
"RJ Jones II","UTAHTC",35,46.68,"C","LB",2026,"Big Sky",63.9,70.3,57.5,59.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0.00%",0,10,14.5,"0","0",0,23,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"30.40%",0,0,2,1,0,"0.00%","0.00%","0.00%","0.00%",0,0.5,"0.00%",8,3,"0.00%",1,0,0,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",83,NA,NA,NA,83
"Amanuel Dickson","ROB MORRIS",59,46.6,"C","LB",2026,"Northeast",39.4,28,86,45.5,0,2,3,0,0,0,1,1,0,1,0,0,0,1,1,0,0,9,10,6,"16.70%","16.70%",8.3,22,3,"22.70%","0",5,31,5,"83.30%",74,14.8,2,4,0,1,157.6,2.39,3,"51.60%",0,0,0,5,3,"9.70%","0.00%","66.70%","0.00%",12.3,5.7,"16.70%",11,9,"35.70%",2,1,0,"60.00%",2,0,3,2,1,"22.20%",14,14,2,5,2,"FCS",156,NA,NA,NA,156
"Blake Houser","RICHMOND",44,46.34,"C","LB",2026,"Patriot",54,39.1,57.7,68.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,2,"0","0.00%",0,21,8.33,"33.30%","14.30%",7,21,0,"0.00%",0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,6,"14.30%",1,1,1,"25.00%",3,0,1,0,0,"0.00%",7,7,1,2,0,"FCS",145,NA,NA,NA,145
"Omari Bursey","VILLANOVA",62,46.34,"C","LB",2026,"Patriot",64,69,58.7,58.2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,8,"12.50%","0.00%",0,30,2,"10.00%","13.30%",3,24,1,"50.00%",10,10,0,1,0,0,64.6,0.42,0,"12.50%",0,2,1,2,1,"0.00%","100%","50.00%","0.00%",5,6.5,"0.00%",8,4,"0.00%",0,2,0,"0.00%",2,0,0,0,0,"0.00%",4,4,0,2,0,"FCS",164,NA,NA,NA,164
"LJ Minner Jr.","SE MO ST",55,46.3,"C","LB",2026,"Big South - OVC Football Association",70.2,72.6,57.4,64.9,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,"0","0.00%",0,26,2,"3.90%","3.90%",1,27,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",9,3,"0.00%",1,2,0,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",301,NA,NA,NA,301
"Jayden Brown","MAINE",26,46.25,"C","LB",2026,"CAA",62,65.3,NA,57.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,NA,NA,NA,NA,14,4,"14.30%","7.10%",2,12,1,"33.30%",8,8,0,0,0,0,42.4,0.67,0,"50.00%",0,0,2,1,0,"0.00%","0.00%","0.00%","0.00%",2.7,6,"0.00%",18,6,"0.00%",1,1,0,"0.00%",3,1,0,0,0,"0.00%",6,6,0,2,0,"FCS",220,NA,NA,NA,220
"Keegan Krupp","MOREHEAD",34,46.17,"C","LB",2026,"Pioneer",63.6,69,58.8,54.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,"0","0.00%",0,24,7,"4.20%","0",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,5,"0.00%",1,0,0,"0.00%",3,0,0,0,0,"0.00%",5,5,1,1,0,"FCS",319,NA,NA,NA,319
"Timmy Fleischood Jr.","MERCYHURST",49,46.13,"C","LB",2026,"Northeast",61.8,65.3,68.4,50.6,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,3,"0","33.30%",33.3,37,4,"5.40%","5.40%",2,9,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,29,"0.00%",1,5,"28.60%",1,1,0,"33.30%",3,1,2,1,0,"0.00%",7,7,0,0,0,"FCS",264,NA,NA,NA,264
"Marcellius Johnson","GRAMBLING",48,46.05,"C","LB",2026,"SWAC",61.6,55.3,56.4,65.8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,"0","0.00%",0,16,5.5,"12.50%","6.30%",2,28,2,"66.70%",10,5,1,1,0,0,111.1,0.36,0,"32.10%",0,0,1,1,1,"0.00%","0.00%","33.30%","0.00%",3.3,0.3,"0.00%",2,5,"28.60%",2,1,0,"40.00%",2,1,2,1,0,"0.00%",7,7,1,1,0,"FCS",125,NA,NA,NA,125
"Tanner Williams","MONTANA",44,45.98,"C","LB",2026,"Big Sky",58.5,71.5,63.5,48.6,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,1,1,4,3,5,"20.00%","20.00%",10,19,8,"0","5.30%",0,20,5,"100%",34,6.8,0,1,0,0,95,1.7,0,"45.00%",0,0,0,3,1,"0.00%","0.00%","20.00%","0.00%",6.8,-0.4,"0.00%",31,4,"0.00%",1,0,0,"0.00%",1,1,0,1,0,"0.00%",4,4,0,2,0,"FCS",187,NA,NA,NA,187
"Jahmir Campfield","BRYANT",18,45.9,"C","LB",2026,"CAA",77,60,60,71.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"100%","0.00%",0,2,0,"0","0",0,15,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"26.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,33,"100%",31,1,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,0,1,0,"FCS",323,NA,NA,NA,323
"Kennarius Chandler","TENN MARTN",21,45.68,"C","LB",2026,"Big South - OVC Football Association",62.9,63.6,56.8,NA,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,4,"0","0.00%",0,17,0.67,"11.80%","23.50%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,4,"20.00%",1,3,1,"20.00%",3,1,1,0,0,"0.00%",5,5,0,0,0,"FCS",302,NA,NA,NA,302
"Cole Smith","HAMPTON",49,45.68,"C","LB",2026,"CAA",50.8,68,56.7,41.2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,3,"0","0.00%",0,26,2,"7.70%","7.70%",2,20,3,"75.00%",88,29.3,1,3,0,0,156.3,4.4,2,"20.00%",0,0,1,3,0,"10.00%","0.00%","75.00%","0.00%",22,-0.3,"0.00%",32,4,"0.00%",1,1,1,"0.00%",2,1,0,0,0,"0.00%",4,4,0,1,0,"FCS",327,NA,NA,NA,327
"Kevin Martin Jr.","NICHOLLS",62,45.59,"C","LB",2026,"Southland",71.7,83.7,59.4,62.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"0","0.00%",0,20,2,"0","25.00%",0,41,0,"0.00%",0,0,0,0,0,0,0,0,0,"17.10%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",20,4,"20.00%",1,1,0,"0.00%",2,1,0,0,0,"50.00%",5,5,0,1,1,"FCS",313,NA,NA,NA,313
"Jace Ward","PRVIEW A&M",51,45.53,"C","LB",2026,"SWAC",55.7,42.1,61.8,67.4,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,9,"0","0.00%",0,25,7,"16.00%","4.00%",4,17,0,"0.00%",0,0,0,0,0,0,0,0,0,"41.20%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",3,6,"14.30%",2,0,0,"33.30%",1,1,1,1,0,"0.00%",7,7,1,2,0,"FCS",79,NA,NA,NA,79
"Nolan O'Hara","LNDNWD",27,45.39,"C","LB",2026,"Big South - OVC Football Association",57.9,61.3,NA,56,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,16,10,"6.30%","6.30%",1,11,3,"100%",15,5,0,1,0,0,87.5,1.36,0,"54.50%",0,3,0,1,0,"0.00%","100%","33.30%","0.00%",5,0.3,"0.00%",24,4,"20.00%",2,1,0,"0.00%",2,1,0,0,0,"50.00%",5,5,1,0,1,"FCS",37,NA,NA,NA,37
"Jeremiah Coleman","SOUTHERN U",27,45.36,"C","LB",2026,"SWAC",54.7,44,63.8,66.6,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,NA,NA,NA,NA,20,5.5,"30.00%","10.00%",6,7,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"0.00%",0,0,0,1,2,"0.00%","0.00%","0.00%","0.00%",0,29,"100%",32,4,"20.00%",2,0,0,"0.00%",2,1,0,0,0,"50.00%",5,5,1,0,1,"FCS",270,NA,NA,NA,270
"Ethen Tebbetts","ROB MORRIS",15,45.32,"C","LB",2026,"Northeast",74.6,72.2,NA,66.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,6,4,"0","16.70%",0,9,1,"100%",7,7,0,0,0,0,95.8,0.78,0,"22.20%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,-1,"0.00%",32,5,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",5,5,0,3,0,"FCS",143,NA,NA,NA,143
"Alex Fiala","FORDHAM",15,45.3,"C","LB",2026,"Patriot",70.2,70.9,NA,62.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,9,2,"0","11.10%",0,6,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"100%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,9,"0.00%",38,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",192,NA,NA,NA,192
"Will Miller","HOLY CROSS",33,45.04,"C","LB",2026,"Patriot",46.4,49.1,63,47.2,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,7,4,"25.00%","25.00%",12.5,21,3.17,"28.60%","14.30%",6,8,1,"100%",34,34,1,1,0,0,158.3,4.25,1,"0.00%",0,0,0,1,0,"12.50%","0.00%","100%","0.00%",34,3,"0.00%",53,8,"11.10%",1,3,1,"12.50%",6,1,1,0,0,"0.00%",9,9,0,1,0,"FCS",194,NA,NA,NA,194
"Zach Chambers","DUQUESNE",32,44.56,"C","LB",2026,"Northeast",57.9,58.4,NA,58.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,NA,NA,NA,NA,17,4.33,"17.60%","5.90%",3,15,1,"100%",27,27,0,1,0,0,118.8,1.8,1,"6.70%",0,0,0,1,0,"6.70%","0.00%","100%","0.00%",27,16,"0.00%",11,5,"16.70%",1,1,0,"25.00%",3,0,1,0,0,"0.00%",6,6,1,1,0,"FCS",28,NA,NA,NA,28
"Matthew Moore","PRVIEW A&M",31,44.56,"C","LB",2026,"SWAC",59.8,57.8,57.5,62.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"0","0.00%",0,14,5,"7.10%","0",1,13,2,"100%",19,9.5,0,0,0,0,106.3,1.46,1,"46.20%",0,0,0,1,1,"7.70%","0.00%","0.00%","0.00%",9.5,4.5,"0.00%",10,4,"20.00%",2,1,0,"25.00%",2,1,1,0,0,"0.00%",5,5,1,0,0,"FCS",80,NA,NA,NA,80
"Antonio Dobbins","W ILLINOIS",29,44.54,"C","LB",2026,"Big South - OVC Football Association",63.9,63.2,55,64.5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,"0","0.00%",0,14,-1,"7.10%","7.10%",1,12,1,"100%",0,0,0,0,0,0,79.2,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,6,"0.00%",4,4,"20.00%",2,1,1,"25.00%",1,2,1,0,0,"0.00%",5,5,0,1,0,"FCS",316,NA,NA,NA,316
"Jes Krcil","S DAK ST",24,44.51,"C","LB",2026,"Missouri Valley",60.4,66.9,60,52.8,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,"0","0.00%",0,16,0.67,"6.30%","18.80%",1,7,1,"100%",14,14,0,1,0,0,118.8,2,0,"42.90%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",14,2,"0.00%",18,4,"0.00%",0,3,1,"0.00%",3,0,0,0,0,"0.00%",4,4,0,1,0,"FCS",306,NA,NA,NA,306
"Nio Espinoza","ILL STATE",25,44.46,"C","LB",2026,"Missouri Valley",70,65.6,54.8,73,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,8,"0","0.00%",0,12,4.5,"0","0",0,5,2,"100%",1,0.5,0,0,0,0,79.2,0.2,0,"60.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0.5,-4,"0.00%",22,3,"0.00%",0,0,0,"0.00%",2,0,0,1,1,"0.00%",3,3,0,1,0,"FCS",238,NA,NA,NA,238
"Sir Hezekiah Ragland","NEWHVN",28,44.37,"C","LB",2026,"Northeast",59.3,58,59.7,61.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,"0","0.00%",0,20,3.67,"15.00%","0",3,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",9,4,"0.00%",1,1,1,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",285,NA,NA,NA,285
"I'Ziah Emery","NORFOLK",27,44.34,"C","LB",2026,"MEAC",65.8,65.1,59.1,63.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,"0","0.00%",0,19,2,"10.50%","10.50%",2,7,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"14.30%",0,1,1,0,0,"0.00%","100%","0.00%","0.00%",0,15,"0.00%",20,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",278,NA,NA,NA,278
"DJ Cerisier","DUQUESNE",42,44.3,"C","LB",2026,"Northeast",62.9,63.2,48.2,64.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,1,"0","100%",50,16,0,"0","0",0,25,4,"80.00%",62,15.5,1,2,0,0,157.9,2.48,1,"12.00%",0,0,1,2,1,"4.00%","0.00%","40.00%","0.00%",12.4,12.8,"0.00%",2,3,"40.00%",0,0,0,"0.00%",0,0,0,0,0,"40.00%",5,5,0,3,2,"FCS",119,NA,NA,NA,119
"Skylar James","DRAKE",50,44.27,"C","LB",2026,"Pioneer",48.8,59.4,55.6,42.7,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,6,6,4,"0","50.00%",25,28,4.33,"10.70%","0",3,18,2,"66.70%",18,9,0,1,0,0,82.6,1,1,"38.90%",0,0,1,3,0,"5.60%","0.00%","33.30%","0.00%",6,11,"0.00%",8,6,"0.00%",2,1,0,"0.00%",3,2,0,0,0,"0.00%",6,6,0,1,0,"FCS",230,NA,NA,NA,230
"Dawson Washington","LAMAR",46,44.17,"C","LB",2026,"Southland",62.5,67.3,65.3,58.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,"0","0.00%",0,12,5,"0","0",0,30,2,"100%",33,16.5,0,2,0,0,118.8,1.1,2,"30.00%",0,0,0,2,1,"6.70%","0.00%","100%","0.00%",16.5,8,"0.00%",18,4,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",4,4,0,2,0,"FCS",308,NA,NA,NA,308
"Joshua Collins","W CAROLINA",31,44.08,"C","LB",2026,"Southern",60.4,61.5,60,59.4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,"0","0.00%",0,14,-1,"14.30%","14.30%",2,16,2,"100%",13,6.5,0,0,0,0,93.8,0.81,0,"25.00%",0,2,0,1,0,"0.00%","100%","0.00%","0.00%",6.5,-4.5,"0.00%",3,4,"20.00%",1,1,1,"33.30%",1,1,1,1,0,"0.00%",5,5,0,2,0,"FCS",158,NA,NA,NA,158
"Rashad Watson","ALABAMA ST",24,43.86,"C","LB",2026,"SWAC",61.9,69.1,58.7,50.8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,"0","0.00%",0,20,1.67,"10.00%","10.00%",2,2,1,"100%",13,13,0,1,0,0,118.8,6.5,0,"0.00%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",13,11,"0.00%",32,7,"0.00%",3,2,0,"0.00%",3,3,0,0,0,"0.00%",7,7,0,1,0,"FCS",134,NA,NA,NA,134
"Noah Livingston","LIUSHAR",33,43.71,"C","LB",2026,"Northeast",69.4,70.6,52.9,72.3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,14,"7.10%","7.10%",3.6,15,3,"0","6.70%",0,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,3,"25.00%",0,1,0,"0.00%",2,0,0,1,0,"50.00%",4,4,0,1,1,"FCS",157,NA,NA,NA,157
