"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Wade Abrams","S DAKOTA",48,67.69,"B","LB",2026,"Missouri Valley",68.1,80.7,NA,58.7,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,NA,NA,NA,NA,20,2.67,"0","10.00%",0,28,3,"75.00%",21,7,0,1,0,0,86.5,0.75,0,"35.70%",0,0,1,2,0,"0.00%","0.00%","25.00%","0.00%",5.3,2.8,"0.00%",49,7,"0.00%",2,2,1,"0.00%",3,1,0,0,0,"0.00%",7,7,1,2,0,"FCS",52,NA,NA,NA,52
"Wesley York Jr.","TXAMEA",19,67.33,"B","LB",2026,"Southland",91.6,67.6,57.3,91.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,"0","0.00%",0,6,5,"0","0",0,11,0,"0.00%",0,0,0,0,1,0,0,0,0,"54.50%",0,0,0,0,1,"0.00%","0.00%","0.00%","100%",0,17,"0.00%",13,2,"0.00%",1,0,0,"0.00%",1,0,0,0,0,"0.00%",2,2,1,0,0,"FCS",87,NA,NA,NA,87
"Luke Miller","DUQUESNE",52,66.98,"B","LB",2026,"Northeast",75.1,75.4,59.9,70.3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,"0","0.00%",0,18,3.75,"11.10%","16.70%",2,32,1,"100%",3,3,0,0,0,0,79.2,0.09,0,"9.40%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,3,"0.00%",55,11,"0.00%",3,3,0,"0.00%",4,2,0,1,0,"0.00%",11,11,1,4,0,"FCS",121,NA,NA,NA,121
"Cole Taylor","MONTANA ST",74,66.22,"B","LB",2026,"Big Sky",73.2,75.1,56.6,68.3,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,2,"0","0.00%",0,30,5.83,"3.30%","10.00%",1,41,7,"87.50%",71,10.1,0,2,0,0,103.6,1.73,1,"39.00%",0,0,0,1,1,"2.40%","0.00%","25.00%","0.00%",8.9,-0.5,"0.00%",34,11,"8.30%",2,3,1,"11.10%",6,2,1,1,0,"0.00%",12,12,0,3,0,"FCS",101,NA,NA,NA,101
"Spencer Rich","TXRG",76,66.16,"B","LB",2026,"Southland",71.5,80.6,63,58.6,0,3,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,9,5,5,"0","0.00%",0,38,2.67,"5.30%","13.20%",2,33,3,"100%",17,5.7,0,1,0,0,90.3,0.52,0,"27.30%",0,0,0,3,2,"0.00%","0.00%","33.30%","0.00%",5.7,1.3,"0.00%",45,12,"14.30%",3,4,1,"10.00%",6,3,1,1,0,"25.00%",14,14,0,3,1,"FCS",5,NA,NA,NA,5
"Logan Lisherness","PORTLAND",69,66.09,"B","LB",2026,"Big Sky",69.9,71.9,57.9,65.1,0,2,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,2,2,"0","0.00%",0,33,4.2,"3.00%","6.10%",1,34,3,"100%",53,17.7,0,2,0,0,118.8,1.56,2,"17.60%",0,0,0,1,0,"5.90%","0.00%","66.70%","0.00%",17.7,-0.3,"0.00%",31,10,"9.10%",2,3,0,"14.30%",5,1,1,2,0,"0.00%",11,11,1,3,0,"FCS",70,NA,NA,NA,70
"Koda Canady","LAMAR",30,65.91,"B","LB",2026,"Southland",73.8,61.7,82.5,49.2,0,0,3,3,0,2,1,6,2,0,0,0,0,1,0,0,0,4,2,18,"38.90%","27.80%",19.4,8,0.5,"12.50%","12.50%",1,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"75.00%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",15,5,"16.70%",0,2,1,"0.00%",2,0,0,1,0,"25.00%",6,6,0,0,1,"FCS",131,NA,NA,NA,131
"Luke Hansen","UTAHTC",37,65.85,"B","LB",2026,"Big Sky",77.7,67.1,64.9,77.3,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,1,4,"0","25.00%",12.5,19,10,"5.30%","0",1,14,1,"100%",7,7,0,0,0,0,95.8,0.5,0,"28.60%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",7,-5,"0.00%",18,6,"0.00%",2,0,0,"0.00%",2,1,0,1,1,"0.00%",6,6,1,2,0,"FCS",309,NA,NA,NA,309
"Jaheim Lowe","TXAMEA",20,65.28,"B","LB",2026,"Southland",60.1,64.1,64.9,54.5,0,1,3,0,0,0,3,3,0,0,0,0,0,1,0,2,0,2,3,3,"33.30%","66.70%",33.3,8,-1,"12.50%","12.50%",1,9,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"11.10%",0,0,2,2,0,"0.00%","0.00%","0.00%","0.00%",0,17.5,"0.00%",10,6,"14.30%",1,1,1,"0.00%",1,1,0,2,0,"20.00%",6,7,0,4,1,"FCS",7,NA,NA,NA,7
"Rafael Fasolino","LIUSHAR",58,64.77,"B","LB",2026,"Northeast",69.1,70.9,55.6,66,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,6,"0","0.00%",0,29,0.67,"6.90%","6.90%",2,23,1,"100%",13,13,0,1,0,0,118.8,0.57,0,"17.40%",0,0,0,1,1,"0.00%","0.00%","100%","0.00%",13,8,"0.00%",20,7,"0.00%",2,2,2,"0.00%",3,2,0,1,0,"0.00%",7,7,0,2,0,"FCS",17,NA,NA,NA,17
"Ryan McCall","MURRAY ST",42,64.66,"B","LB",2026,"Missouri Valley",76.3,65.8,53.1,78.8,0,0,3,0,0,1,0,1,0,1,0,0,0,2,0,0,1,4,2,6,"0","16.70%",8.3,16,0,"6.30%","6.30%",1,20,3,"100%",27,9,0,1,0,0,104.2,1.35,1,"55.00%",0,0,0,1,1,"5.00%","0.00%","33.30%","0.00%",9,3,"0.00%",7,5,"0.00%",0,1,1,"0.00%",1,0,0,2,1,"0.00%",5,5,0,4,0,"FCS",312,NA,NA,NA,312
"Mike Devereaux","N DAKOTA",63,64.62,"B","LB",2026,"Missouri Valley",82,85.1,52,76.9,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,10,"0","0.00%",0,22,4,"0","18.20%",0,31,3,"100%",14,4.7,1,1,0,0,125.7,0.45,0,"25.80%",0,0,0,0,1,"0.00%","0.00%","33.30%","0.00%",4.7,1.7,"0.00%",7,7,"0.00%",4,2,0,"0.00%",2,4,0,1,0,"0.00%",7,7,0,1,0,"FCS",182,NA,NA,NA,182
"Hudson Voggesser","N COLORADO",61,64.57,"B","LB",2026,"Big Sky",75.4,75.6,65.4,66.6,0,2,3,0,0,2,1,3,0,0,0,0,0,0,0,0,2,4,2,4,"25.00%","25.00%",12.5,33,3.33,"6.10%","12.10%",2,24,2,"100%",13,6.5,0,0,0,0,93.8,0.54,0,"29.20%",0,1,0,0,0,"0.00%","50.00%","0.00%","0.00%",6.5,1,"0.00%",45,7,"0.00%",2,2,0,"0.00%",3,2,0,1,0,"0.00%",7,7,0,2,0,"FCS",94,NA,NA,NA,94
"Ashtyn Williams","CENT ARK",46,64.16,"B","LB",2026,"United Athletic",61.3,65.4,69.3,55.4,0,0,4,1,0,1,0,2,0,0,0,0,0,2,0,1,1,5,3,2,"0","50.00%",25,13,2.33,"7.70%","15.40%",1,31,1,"50.00%",3,3,1,1,0,0,95.8,0.1,0,"48.40%",0.5,0,1,2,2,"0.00%","0.00%","50.00%","0.00%",1.5,8,"0.00%",34,5,"16.70%",0,2,1,"25.00%",3,0,1,2,1,"0.00%",6,6,0,1,0,"FCS",163,NA,NA,NA,163
"Andrew Osmun","FORDHAM",64,64.07,"B","LB",2026,"Patriot",53.1,66.4,58.5,43.2,0,2,4,0,0,0,3,3,0,0,0,0,0,2,0,1,2,8,8,7,"0","28.60%",14.3,30,5.25,"10.00%","10.00%",3,27,3,"60.00%",24,8,1,2,0,1,111.7,0.89,0,"37.00%",0,0,1,4,2,"0.00%","0.00%","40.00%","0.00%",4.8,9.6,"20.00%",12,7,"22.20%",2,3,1,"16.70%",4,1,1,1,1,"33.30%",9,9,1,1,1,"FCS",72,NA,NA,NA,72
"Lincoln Tuioti-Mariner","SO UTAH",27,63.68,"B","LB",2026,"Big Sky",74.3,73.2,70.2,62.7,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,"0","0.00%",0,14,0,"7.10%","21.40%",1,12,2,"100%",17,8.5,0,1,0,0,102.1,1.42,0,"33.30%",0,1,0,1,2,"0.00%","50.00%","50.00%","0.00%",8.5,2.5,"0.00%",4,3,"0.00%",2,1,1,"0.00%",1,1,0,0,0,"0.00%",3,3,1,0,0,"FCS",1,NA,NA,NA,1
"Wyatt Ward","WOFFORD",65,62.81,"B","LB",2026,"Southern",69.3,68.3,57.1,67.2,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,12,4,4,"0","0.00%",0,32,4.14,"9.40%","9.40%",3,29,0,"0.00%",0,0,0,0,1,0,0,0,0,"37.90%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",44,9,"25.00%",2,2,2,"18.20%",7,2,2,0,0,"100%",12,12,0,0,1,"FCS",253,NA,NA,NA,253
"Trace Carter","SE LA",56,62.09,"B","LB",2026,"Southland",71.5,62.9,67.4,70.5,0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,1,0,5,4,1,"0","0.00%",0,21,6,"9.50%","0",2,34,2,"100%",27,13.5,0,1,1,1,79.2,0.79,1,"35.30%",0,0,0,2,5,"2.90%","0.00%","50.00%","50.00%",13.5,9,"50.00%",34,7,"0.00%",0,0,0,"0.00%",3,0,0,3,1,"0.00%",7,7,0,4,0,"FCS",311,NA,NA,NA,311
"Darius Moore","ABILENE CH",58,61.3,"B","LB",2026,"United Athletic",66.2,65.5,67.1,61.4,0,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,1,6,4,9,"11.10%","22.20%",11.1,26,7.33,"7.70%","3.90%",2,23,4,"100%",76,19,0,2,0,0,118.8,3.3,2,"43.50%",0,0,0,2,2,"8.70%","0.00%","50.00%","0.00%",19,5.5,"0.00%",0,8,"20.00%",2,1,0,"20.00%",3,1,1,2,0,"20.00%",10,10,1,3,1,"FCS",55,NA,NA,NA,55
"Drake Lusk","BRYANT",51,61.22,"B","LB",2026,"CAA",67.8,63.5,63,67.4,0,3,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2,3,6,"16.70%","33.30%",16.7,25,1,"12.00%","8.00%",3,20,1,"50.00%",5,5,0,0,0,0,56.3,0.25,0,"25.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,1,"0.00%",41,5,"16.70%",3,1,0,"25.00%",1,2,1,0,0,"0.00%",6,6,1,1,0,"FCS",205,NA,NA,NA,205
"Jordan Banks","DELWARE ST",60,61.16,"B","LB",2026,"MEAC",63,61.4,72.4,59.3,0,1,2,1,0,0,1,2,0,0,0,0,0,1,0,2,0,4,6,NA,NA,NA,NA,38,3.5,"13.20%","10.50%",5,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"31.80%",1,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",6,6,"25.00%",1,2,1,"20.00%",4,0,1,0,0,"33.30%",8,8,1,0,1,"FCS",33,NA,NA,NA,33
"Cam Jessee","E KENTUCKY",43,61.06,"B","LB",2026,"United Athletic",80.6,74.1,56.8,77.4,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,2,"0","0.00%",0,21,3,"4.80%","9.50%",1,20,1,"33.30%",0,0,0,0,0,1,42.4,0,0,"30.00%",0,0,1,0,2,"0.00%","0.00%","0.00%","0.00%",0,6.7,"33.30%",39,6,"14.30%",3,1,0,"20.00%",1,3,1,1,1,"0.00%",7,7,0,2,0,"FCS",231,NA,NA,NA,231
"Elijah Binakonsky","MERCYHURST",34,61.02,"B","LB",2026,"Northeast",77.1,79.8,56.7,62.8,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,"0","0.00%",0,23,6.33,"0","13.00%",0,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",30,6,"0.00%",3,2,1,"0.00%",3,3,0,0,0,"0.00%",6,6,0,0,0,"FCS",165,NA,NA,NA,165
"Isaiah Jones","NEW HAMP",74,61.02,"B","LB",2026,"CAA",55.6,60.2,51.5,56.5,0,3,4,0,0,0,3,3,0,0,0,0,0,0,0,1,2,8,7,10,"0","20.00%",10,24,4,"16.70%","4.20%",4,40,3,"75.00%",61,20.3,0,3,0,0,116.7,1.53,2,"25.00%",0,0,1,3,0,"5.00%","0.00%","75.00%","0.00%",15.3,4,"0.00%",0,11,"15.40%",3,3,0,"12.50%",5,2,1,1,0,"20.00%",13,13,1,3,1,"FCS",201,NA,NA,NA,201
"Braden McShane","N IOWA",37,60.79,"B","LB",2026,"Missouri Valley",57.2,65.6,69.7,52.3,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,4,1,"0","0.00%",0,3,0,"0","33.30%",0,33,2,"40.00%",15,7.5,0,2,0,0,47.9,0.45,0,"33.30%",0,0,3,4,2,"0.00%","0.00%","40.00%","0.00%",3,8.2,"0.00%",36,5,"16.70%",1,1,1,"0.00%",1,0,0,0,0,"20.00%",6,6,1,3,1,"FCS",203,NA,NA,NA,203
"Koby Dickens","TARLETON",28,60.62,"B","LB",2026,"United Athletic",75.4,69.2,68.4,69.1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,"50.00%","0.00%",0,13,1,"0","7.70%",0,13,1,"33.30%",6,6,0,0,0,1,42.4,0.46,0,"15.40%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",2,9.7,"33.30%",10,3,"0.00%",1,1,0,"0.00%",1,0,0,0,0,"0.00%",3,3,1,1,0,"FCS",199,NA,NA,NA,199
"Carter Wyatt","ELON",17,60.55,"B","LB",2026,"CAA",78.1,82.9,58.1,64,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,"0","50.00%",25,10,3.5,"0","30.00%",0,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",56,3,"0.00%",1,1,0,"0.00%",2,0,0,0,0,"0.00%",3,3,1,0,0,"FCS",19,NA,NA,NA,19
"Ryan Earl","FURMAN",48,60.39,"B","LB",2026,"Southern",73.3,67.2,65,71.6,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,1,4,"0","0.00%",0,24,7,"4.20%","0",1,20,1,"100%",5,5,0,0,0,0,87.5,0.25,0,"50.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",5,6,"0.00%",19,5,"0.00%",1,0,0,"0.00%",3,0,0,1,0,"0.00%",5,5,1,1,0,"FCS",76,NA,NA,NA,76
"Cahari Haynes","GARD-WEBB",59,59.89,"C","LB",2026,"Big South - OVC Football Association",67.7,77.4,58.9,54.9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,"0","0.00%",0,35,9.56,"5.70%","8.60%",2,21,1,"33.30%",10,10,0,1,0,0,43.8,0.48,0,"47.60%",0,0,2,2,0,"0.00%","0.00%","33.30%","0.00%",3.3,8.7,"0.00%",24,12,"0.00%",1,3,0,"0.00%",9,1,0,0,0,"0.00%",12,12,0,2,0,"FCS",89,NA,NA,NA,89
"Gabe Brown","ABILENE CH",64,59.87,"C","LB",2026,"United Athletic",63.5,53.5,62.5,68.6,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,1,0,6,4,6,"16.70%","16.70%",8.3,30,6,"10.00%","0",3,28,4,"66.70%",102,25.5,1,2,0,0,149.3,3.64,2,"42.90%",0,0,2,1,2,"7.10%","0.00%","33.30%","0.00%",17,3.2,"0.00%",13,8,"11.10%",1,1,0,"20.00%",3,1,1,2,0,"0.00%",9,9,0,4,0,"FCS",22,NA,NA,NA,22
"Jacob Staton","CENT CT ST",53,59.71,"C","LB",2026,"Northeast",72.4,77,69.1,59.7,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,"50.00%","50.00%",25,25,3.5,"0","0",0,26,1,"100%",11,11,0,1,0,0,112.5,0.42,0,"23.10%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",11,6,"0.00%",23,7,"0.00%",3,2,0,"0.00%",4,3,0,0,0,"0.00%",7,7,0,0,0,"FCS",175,NA,NA,NA,175
"LJ Roberts","E WASHGTON",40,59.49,"C","LB",2026,"Big Sky",63.8,57.9,63.7,65.3,0,0,3,0,0,1,0,1,0,0,0,0,0,2,0,0,1,4,3,5,"0","20.00%",10,22,-1.5,"9.10%","9.10%",2,13,2,"100%",11,5.5,0,0,0,0,89.6,0.85,0,"23.10%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",5.5,3,"0.00%",10,5,"0.00%",0,2,2,"0.00%",2,0,0,1,0,"0.00%",5,5,0,3,0,"FCS",142,NA,NA,NA,142
"Eli Jones","AUSTINPEAY",21,59.39,"C","LB",2026,"United Athletic",70.8,73.7,59.8,63.5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,"0","0.00%",0,12,2.25,"8.30%","16.70%",1,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",34,4,"20.00%",0,3,2,"20.00%",4,0,1,0,0,"0.00%",5,5,0,0,0,"FCS",43,NA,NA,NA,43
"Malachi Williams","STF AUSTIN",46,58.91,"C","LB",2026,"Southland",77.2,75.7,54.2,74.5,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,6,"0","0.00%",0,16,2.5,"6.30%","18.80%",1,24,3,"75.00%",26,8.7,0,2,0,1,91.7,1.08,0,"29.20%",0,0,0,0,1,"0.00%","0.00%","50.00%","0.00%",6.5,-4.8,"25.00%",0,5,"16.70%",0,3,1,"20.00%",4,0,1,0,0,"0.00%",6,6,0,1,0,"FCS",259,NA,NA,NA,259
"Glen Vinson III","HOWARD",23,58.87,"C","LB",2026,"MEAC",79.3,82.1,57.5,62.6,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,"0","0.00%",0,15,0.67,"0","20.00%",0,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",26,5,"0.00%",2,2,1,"0.00%",3,2,0,0,0,"0.00%",5,5,0,0,0,"FCS",276,NA,NA,NA,276
"Rajahn Cooper","MERRIMACK",45,58.77,"C","LB",2026,"IND (FCS)",52.4,80,78.6,29.6,0,1,3,1,0,0,1,2,0,0,0,0,0,1,0,1,1,5,6,1,"0","100%",50,24,2.5,"4.20%","8.30%",1,20,5,"100%",83,16.6,0,4,0,0,118.8,4.15,3,"15.00%",1,0,0,5,1,"15.00%","0.00%","80.00%","0.00%",16.6,1.8,"0.00%",5,5,"28.60%",1,2,1,"0.00%",2,1,0,1,0,"50.00%",7,7,0,1,2,"FCS",59,NA,NA,NA,59
"Frederick Borkey","NEWHVN",52,58.77,"C","LB",2026,"Northeast",64.4,78.5,63.4,49.3,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,2,4,"0","25.00%",12.5,25,6.67,"0","8.00%",0,23,2,"100%",49,24.5,2,2,0,0,158.3,2.13,2,"26.10%",0,0,0,2,0,"8.70%","0.00%","100%","0.00%",24.5,18.5,"0.00%",5,6,"0.00%",1,2,0,"0.00%",3,1,0,2,0,"0.00%",6,6,0,2,0,"FCS",286,NA,NA,NA,286
"Carston Marshall","YNGTOWN ST",53,58.42,"C","LB",2026,"Missouri Valley",66.3,71.2,64.3,57.1,0,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,2,3,"0","0.00%",0,27,1,"3.70%","3.70%",1,23,1,"50.00%",5,5,0,0,0,0,56.3,0.22,0,"39.10%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",2.5,2,"0.00%",5,5,"0.00%",2,2,1,"0.00%",2,2,0,1,0,"0.00%",5,5,0,1,0,"FCS",9,NA,NA,NA,9
"CJ Favors","MERCER",52,58.35,"C","LB",2026,"Southern",70.6,62.8,65,70.8,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2,4,"0","25.00%",12.5,26,7,"7.70%","3.90%",2,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",3,4,"20.00%",2,1,0,"25.00%",2,1,1,0,0,"0.00%",5,5,1,0,0,"FCS",280,NA,NA,NA,280
"Rontravious Perry","NORFOLK",41,58.27,"C","LB",2026,"MEAC",62.6,55.8,68.7,64.2,0,0,4,1,0,0,0,1,0,0,0,0,0,2,0,0,0,8,5,5,"20.00%","20.00%",20,21,2,"23.80%","19.10%",5,15,0,"0.00%",0,0,0,0,0,0,0,0,0,"26.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",15,6,"33.30%",0,3,2,"37.50%",5,0,3,1,0,"0.00%",9,9,0,0,0,"FCS",181,NA,NA,NA,181
"John Powers","N IOWA",46,58.01,"C","LB",2026,"Missouri Valley",85.7,64.3,56.3,86.5,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,1,3,0,4,"0","0.00%",0,6,0,"0","0",0,36,3,"75.00%",17,5.7,0,0,1,0,42.7,0.47,0,"27.80%",0,0,0,0,3,"0.00%","0.00%","0.00%","25.00%",4.3,5.5,"0.00%",33,4,"0.00%",0,0,0,"0.00%",0,0,0,3,1,"0.00%",4,4,0,4,0,"FCS",67,NA,NA,NA,67
"JT Krivinskas","NEWHVN",44,57.96,"C","LB",2026,"Northeast",71.8,88.8,55.7,49.2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,3,"0","0.00%",0,25,1.33,"4.00%","32.00%",1,16,2,"100%",30,15,0,2,0,0,118.8,1.88,1,"18.80%",0,0,0,2,0,"6.30%","0.00%","100%","0.00%",15,7,"0.00%",22,7,"0.00%",0,4,1,"0.00%",6,0,0,0,0,"0.00%",7,7,0,1,0,"FCS",168,NA,NA,NA,168
"Thomas McCormick","UC DAVIS",28,57.93,"C","LB",2026,"Big Sky",63.3,77.1,NA,53,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,11,20.5,"0","9.10%",0,17,4,"80.00%",25,6.3,0,2,0,0,87.5,1.47,0,"23.50%",0,0,0,2,0,"0.00%","0.00%","40.00%","0.00%",5,2.8,"0.00%",13,7,"0.00%",2,1,0,"0.00%",2,1,0,1,0,"0.00%",7,7,1,3,0,"FCS",189,NA,NA,NA,189
"Etelridge McKinney","LAMAR",38,57.58,"C","LB",2026,"Southland",74.5,66.3,67.6,71.1,0,0,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,2,1,"0","0.00%",0,15,0.5,"13.30%","13.30%",2,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"27.30%",0,0,0,0,2,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",17,3,"0.00%",0,2,1,"0.00%",2,0,0,1,1,"0.00%",3,3,0,1,0,"FCS",196,NA,NA,NA,196
"Dre Delinois","E TENN ST",47,57.4,"C","LB",2026,"Southern",47.3,43.7,53.7,56.7,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,8,6,"0","0.00%",0,19,6.25,"31.60%","10.50%",6,22,1,"50.00%",28,28,0,1,0,0,95.8,1.27,1,"18.20%",0,2,1,2,1,"4.50%","100%","50.00%","0.00%",14,-0.5,"0.00%",33,10,"16.70%",4,2,0,"14.30%",4,2,1,2,0,"20.00%",12,12,2,2,1,"FCS",88,NA,NA,NA,88
"Jackson Thorne","RICHMOND",58,57.29,"C","LB",2026,"Patriot",49.6,29.5,64.7,66,0,1,2,1,0,0,0,1,0,0,0,0,0,2,0,1,0,3,8,4,"0","0.00%",0,28,4.5,"25.00%","7.10%",7,26,1,"100%",6,6,0,0,0,0,91.7,0.23,0,"11.50%",0.5,1,0,1,2,"0.00%","100%","0.00%","0.00%",6,6,"0.00%",21,7,"12.50%",1,2,2,"20.00%",4,0,1,0,0,"0.00%",8,8,1,1,0,"FCS",257,NA,NA,NA,257
"Jamari Young","ALBANY",47,57.08,"C","LB",2026,"CAA",70.6,68.2,66.8,65.8,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,12,"8.30%","8.30%",4.2,23,6.33,"4.30%","4.30%",1,12,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,5,"0.00%",2,1,0,"0.00%",2,1,0,0,0,"0.00%",5,5,1,1,0,"FCS",40,NA,NA,NA,40
"Danny Sears","NWSTATE",46,56.85,"C","LB",2026,"Southland",59.5,50.7,69.1,64.1,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,7,2,"0","0.00%",0,26,4.5,"23.10%","0",6,18,2,"66.70%",8,4,0,0,0,0,70.1,0.44,0,"50.00%",0,0,1,1,2,"0.00%","0.00%","0.00%","0.00%",2.7,-1,"0.00%",9,8,"11.10%",4,1,0,"0.00%",2,3,0,2,0,"25.00%",9,9,1,1,1,"FCS",32,NA,NA,NA,32
