"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Shae Terry","CENT CT ST",17,64.35,"B",69.2,61.6,70.1,NA,3,0,1,0,0,14,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kael Kolarik","S DAKOTA",56,64.11,"B",72.1,69,74.2,NA,6,0,1,56.3,0,10.5,6,1.5,0.17,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"50.00%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","0.00%","0.00%",0,NA,0
"Brevin Czosnyka","UTAHTC",69,64.09,"B",59.8,62,55.4,59.8,8,4,2,39.6,0,0,0,14.3,0,1,3,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,1,0,4,5,2,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Cam Sturdifen","HAMPTON",64,63.95,"B",73.4,72.6,71.3,NA,11,1,1,85.4,0,8.5,20,5,0.67,0,1,0,NA,1,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,"8.30%",1,1,0,1,2,1,1,1,"50.00%",20,1,1,0,"3.30%","0.00%","50.00%","0.00%",10,"50.00%","0.00%","33.30%",0,NA,0
"Cohen Charles","MCNEESE",58,63.6,"B",69.6,63.2,77.7,67.8,7,2,1,79.9,0,14,8,6,0.41,0,1,0,NA,1,0,0,16.7,0,0,0,0,0,0,0,0,1,0,0,0,"12.50%",0,0,1,2,3,3,2,2,"66.70%",16,1,0,0,"0.00%","0.00%","33.30%","0.00%",5.3,"0.00%","0.00%","25.00%",0,NA,0
"Tyler Jones","SCAR STATE",23,63.34,"B",76.7,78,60,NA,1,0,0,40.3,1,0,8,4,0.8,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,1,2,"66.70%",16,1,0,0,"0.00%","0.00%","33.30%","33.30%",5.3,"0.00%","0.00%","0.00%",0,NA,1
"Jamarion Ravenell","GARD-WEBB",62,63.26,"B",66.5,72.7,55.1,NA,7,2,2,42.4,0,7.33,4,19.3,0.17,0,1,2,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"22.20%",1,0,0,2,3,1,2,1,"33.30%",4,0,1,0,"0.00%","0.00%","0.00%","0.00%",1.3,"33.30%","28.60%","0.00%",0,NA,0
"Evan Spivey","CAMPBELL",20,63.22,"B",63.4,58.3,69.3,NA,5,2,1,0,0,10,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,2,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","33.30%",0,NA,0
"Dawson Sechser","S DAKOTA",21,63.1,"B",68.2,66.4,64.5,NA,3,0,1,0,0,8.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Trevor Hardy","AUSTINPEAY",58,62.87,"B",72.8,69.1,76.8,60,5,0,1,64.6,0,5.25,10,12,0.29,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,1,1,"50.00%",10,1,1,0,"0.00%","0.00%","50.00%","0.00%",5,"50.00%","0.00%","0.00%",0,NA,0
"Jeremy Richardson","MERCER",64,62.71,"B",71.1,69.9,69.4,NA,7,2,3,85.4,0,6.33,4.5,4,0.24,2,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,2,0,0,0,2,"100%",9,0,0,0,"0.00%","0.00%","0.00%","0.00%",4.5,"0.00%","0.00%","0.00%",0,NA,0
"Luciano Corpora-Ellis","MOREHEAD",30,62.6,"B",73.3,67.8,75.6,NA,7,1,2,87.5,0,12.4,5,5,0.56,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,0,0,0,1,"100%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,"0.00%","0.00%","0.00%",0,NA,0
"Eli Campbell","WOFFORD",68,62.48,"B",65.8,66.9,63.3,57.6,6,1,3,0,0,7.6,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",3,0,0,1,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","28.60%","0.00%",0,NA,0
"Tony Hart III","ELON",72,62.47,"B",71.7,68.9,75.6,55.9,4,0,3,60.4,0,1.5,8,5,0.25,0,0,0,NA,0,0,0,16.7,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",2,0,1,0,0,0,0,1,"50.00%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","0.00%","0.00%",1,NA,0
"Charlie Neos","DELWARE ST",64,62.46,"B",71.6,64.9,78.6,NA,5,1,2,72.9,0,5,5.5,3.7,0.42,0,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,1,0,1,1,1,1,2,"66.70%",11,1,1,0,"0.00%","0.00%","33.30%","0.00%",3.7,"33.30%","0.00%","0.00%",0,NA,0
"Tre Meadows","LEHIGH",17,62.41,"B",67.6,68,60,NA,2,1,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kaleb Gallop","HOWARD",32,62.22,"B",63,64.5,60.8,60,5,3,1,0,0,5.5,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,3,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","16.70%","0.00%",0,NA,0
"Quincy Lejay","UTAHTC",43,62.05,"B",66.6,60.1,78,60,4,1,2,39.6,0,3.5,0,5,0,0,0,0,NA,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"42.90%",2,0,0,1,4,3,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%","0.00%","75.00%",0,NA,0
"Cade Ellis","WM & MARY",30,62.01,"B",70.2,66,72,NA,3,1,1,39.6,0,1,0,14,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Dion Villiers","FL A&M",20,61.9,"B",66.3,65.1,64,NA,2,0,1,0,0,8,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kedrick Green","HOWARD",32,61.84,"B",64,64.9,62.1,59.4,3,0,0,0,0,17.33,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
"DeMel Turner","CAL POLY",52,61.84,"B",66.8,62.1,74.6,NA,3,0,1,79.2,0,14.67,5,11.5,0.18,0,3,0,NA,0,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,1,0,1,"25.00%",5,1,0,0,"0.00%","0.00%","25.00%","0.00%",1.3,"0.00%","0.00%","0.00%",0,NA,0
"Darius Sims","TEXAS STHN",20,61.66,"B",65.7,62.7,66.3,NA,3,3,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,3,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
"Martez Cooksey Jr.","CHATTNOOGA",63,61.6,"B",62.6,58.9,63.5,66.9,3,0,3,39.6,0,1,0,24.5,0,0,1,1,NA,0,0,0,16.7,1,0,0,0,0,0,0,0,0,0,0,1,"25.00%",2,1,1,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",1,NA,0
"Vinny Pierre Jr.","S ILLINOIS",74,61.47,"B",61,55.8,70.5,NA,8,2,3,44.8,0,1.4,17,17.5,0.36,0,3,2,NA,0,0,1,NA,2,0,0,0,0,0,0,0,0,0,0,0,"20.00%",3,2,0,2,4,2,0,1,"25.00%",17,1,0,0,"2.10%","0.00%","25.00%","0.00%",4.3,"0.00%","22.20%","0.00%",0,NA,0
"Jah'quii Roberts","CHISTA",47,61.24,"B",68.9,70.2,63.1,56.6,0,0,0,39.6,0,0,0,10.5,0,0,1,1,NA,0,0,0,7.1,0,0,0,0,0,0,0,0,1,0,0,0,"100%",0,0,1,0,1,0,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"50.00%","100%","0.00%",0,NA,0
"Kenneth Ford","SE LA",67,61.21,"B",69.2,68.8,66,NA,7,3,0,86.8,0,9,10.5,9.3,0.53,1,0,0,NA,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,3,3,2,2,2,"66.70%",21,1,2,0,"2.50%","0.00%","33.30%","0.00%",7,"66.70%","0.00%","0.00%",0,NA,0
"Braeden Orlandi","MONTANA",35,61.17,"B",69.2,65.2,72.3,59.6,5,1,3,71.5,0,5.33,5,1.7,0.59,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"0.00%",2,0,1,1,1,1,1,2,"66.70%",10,0,0,0,"0.00%","0.00%","0.00%","0.00%",3.3,"0.00%","0.00%","0.00%",0,NA,0
"Skylar Husband","NICHOLLS",81,60.99,"B",56.8,53.5,71.3,NA,8,1,3,78.3,1,13,13,15.9,1.37,1,4,0,NA,1,0,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,"11.10%",0,0,0,1,6,6,2,6,"60.00%",78,2,0,0,"1.80%","0.00%","20.00%","10.00%",7.8,"0.00%","0.00%","12.50%",0,NA,1
"Mark Johnson","VALPO",73,60.89,"B",66.6,71.6,56.5,59.5,12,4,2,77.1,0,3.75,16,23,0.47,1,0,3,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",2,1,0,4,4,1,1,1,"50.00%",16,1,1,0,"2.90%","0.00%","50.00%","0.00%",8,"50.00%","30.00%","0.00%",0,NA,0
"Landin Jackson","S DAK ST",25,60.59,"B",66.5,65,65.6,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Deril Valdrey","SOUTHERN U",22,60.46,"B",61,NA,61,NA,6,2,2,NA,NA,4.5,NA,NA,NA,0,NA,1,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,"14.30%",2,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.30%","0.00%",0,NA,0
"Tim White","S DAKOTA",56,60.24,"B",65.5,64.4,63.9,NA,2,0,1,39.6,0,0,0,48,0,0,1,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","33.30%",0,NA,0
"Corey Williams","WOFFORD",17,60.2,"B",67.8,64.6,57.2,73.9,2,2,0,0,0,0,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,1,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Aiden Knapke","LNDNWD",25,60.2,"B",63.3,77.7,46,NA,4,1,0,39.6,0,7,0,9,0,1,0,2,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,0,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%","40.00%","0.00%",0,NA,0
"Max Stanard","S DAK ST",21,59.72,"C",71.4,71.4,62.5,NA,1,0,1,70.1,0,0,1,2,0.2,0,1,0,NA,0,0,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,"0.00%",0,1,0,0,0,0,1,2,"66.70%",2,0,0,0,"0.00%","0.00%","0.00%","0.00%",0.7,"0.00%","0.00%","0.00%",0,NA,0
"Parker Vance","SO UTAH",57,59.41,"C",58.2,73,34.1,NA,6,1,1,0,1,6.6,0,37.5,0,0,0,3,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"45.50%",1,0,0,1,6,1,2,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","50.00%",0,"50.00%","33.30%","100%",0,NA,1
"JJ Dolan","MONTANA ST",22,59.27,"C",72.3,82.7,51.2,NA,2,0,1,39.6,0,0,0,-1,0,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,"33.30%",0,0,0,0,1,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Caleb Jones","DUQUESNE",52,59.17,"C",52.9,46.1,71,NA,5,4,0,0,0,0,0,0,0,2,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,4,4,4,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","25.00%",0,NA,0
"Ben Chandler IV","HOWARD",38,59.01,"C",63.4,81.2,36.4,59.9,3,0,1,39.6,0,13.67,0,20.7,0,0,1,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",1,0,0,0,3,0,3,0,"0.00%",0,0,2,0,"0.00%","0.00%","0.00%","0.00%",0,"66.70%","40.00%","0.00%",0,NA,0
"Mar Mar Evans","LAMAR",73,58.91,"C",67.2,64.1,74.3,60,8,2,2,81.9,0,1,38,24,0.7,1,1,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,2,2,1,1,"33.30%",38,0,1,0,"1.80%","0.00%","0.00%","0.00%",12.7,"33.30%","0.00%","0.00%",0,NA,0
"Bryce Barnes","WM & MARY",18,58.86,"C",71.6,76.9,58.3,NA,4,0,0,58.3,0,10,7,5.5,1.17,0,0,1,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,1,0,1,1,"50.00%",7,0,1,0,"0.00%","0.00%","0.00%","0.00%",3.5,"50.00%","25.00%","0.00%",0,NA,0
"Torrion White","DELWARE ST",19,58.85,"C",73.2,72.9,64.4,NA,2,1,0,79.2,0,14,0,-2,0,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,1,1,"100%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Sekou Roland","ALBANY",20,58.73,"C",64.4,63.5,61.9,61,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,8.3,NA,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Masiah Thorne","HOWARD",25,58.71,"C",61.1,53.9,67.5,NA,3,1,2,39.6,0,0,0,6,0,0,1,1,NA,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,"25.00%",2,2,0,1,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
"Dax Wiskur","DRAKE",19,58.63,"C",65,63,64.1,NA,1,0,1,0,0,4,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jaiden McLendon Parker","MONMOUTH",24,58.58,"C",63.6,56,70,NA,3,2,0,0,0,5,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,2,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",0,NA,0
"Marquis Edmond","N DAKOTA",22,58.54,"C",62.6,66.9,53.7,NA,3,0,0,0,0,11,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Sidoine Djimbou","ALBANY",29,58.46,"C",63.8,64.7,61.1,NA,2,1,1,0,0,3,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Kenyez Mungro","RICHMOND",16,58.38,"C",67,65.2,64.8,NA,2,0,0,39.6,0,8,0,6,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"DJ Delmore","SE MO ST",67,58.3,"C",64.3,68.9,51.4,NA,4,0,1,39.6,0,11.5,0,43,0,0,1,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,3,1,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Ryan Palmieri","SACR HEART",21,57.81,"C",71.5,66.5,72.1,NA,5,1,2,87.5,0,12.33,5,-3,0.45,1,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,0,0,0,1,"100%",5,0,0,0,"0.00%","100%","0.00%","0.00%",5,"0.00%","0.00%","0.00%",0,NA,0
"Ernest Blackshire Jr.","WAGNER",24,57.79,"C",62.6,60.2,65.4,60,3,0,0,0,0,5,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","33.30%",0,NA,0
"David Roulley","WM & MARY",47,57.77,"C",68.8,63.2,71.9,NA,9,3,3,83.3,0,10.6,4,4,0.33,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"10.00%",2,0,0,3,2,1,1,1,"100%",4,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","0.00%","50.00%",0,NA,0
"Orion Kupu","TXAMEA",16,57.64,"C",63.2,59.4,62.1,NA,3,0,1,39.6,0,0,0,21,0,0,1,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Nick Peltekian","LEHIGH",44,57.58,"C",72.1,77.5,54.7,NA,5,1,1,79.2,0,4,3,-3.5,0.25,1,0,1,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"16.70%",1,1,0,1,2,0,2,2,"100%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","33.30%","0.00%",0,NA,0
"Luke Zook","LNDNWD",18,57.43,"C",65.2,63.9,62.4,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Ta'Ron Haile","AUSTINPEAY",61,57.17,"C",69.4,66.9,71.2,NA,2,0,1,56.3,0,2,3,9.5,0.16,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,1,2,"50.00%",6,1,0,0,"0.00%","0.00%","25.00%","0.00%",1.5,"0.00%","0.00%","0.00%",0,NA,0
"Sharmari Reed","SCAR STATE",22,57.13,"C",81.9,67.7,70,90.8,5,1,3,112.5,0,2,11,7,0.69,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0.00%",1,0,1,1,1,1,3,1,"100%",11,1,0,0.5,"0.00%","0.00%","100%","0.00%",11,"0.00%","0.00%","0.00%",0,NA,0
"Thomas Nunes","SAN DIEGO",23,57.08,"C",63.2,65,58.7,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Ashton Paine","MONTANA",20,57.06,"C",63.1,66.4,59.1,60,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Elijah Hughes","TXAMEA",45,56.91,"C",58.1,53.4,68,NA,2,1,0,39.6,0,10,0,30,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Naim Lassiter","BETH COOK",40,56.49,"C",71.5,73.4,53,75.6,5,0,4,83.3,0,4,4,3,0.17,0,0,1,NA,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,1,"16.70%",1,0,1,0,1,0,2,1,"100%",4,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","50.00%","0.00%",0,NA,0
"Braylon Jones","W CAROLINA",33,56.41,"C",63.2,62.8,61.8,NA,5,2,1,64.6,0,4.5,10,10,0.53,1,1,1,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,"16.70%",1,1,0,2,2,1,0,1,"50.00%",10,1,0,0,"0.00%","50.00%","50.00%","0.00%",5,"0.00%","25.00%","0.00%",0,NA,0
"DaMario Crawford","STNY BROOK",45,56.35,"C",70.2,64.3,78.2,NA,8,1,3,85.4,0,1.5,4.5,0.3,0.69,1,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"11.10%",2,0,0,1,3,3,2,4,"100%",18,2,0,0,"0.00%","0.00%","50.00%","0.00%",4.5,"0.00%","0.00%","14.30%",0,NA,0
"Montel Campbell","ALABAMA ST",36,56.27,"C",71.3,67.5,66.5,71.3,6,1,2,100,0,8.67,8,3,0.53,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"14.30%",2,1,0,1,1,0,0,1,"100%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",8,"0.00%","20.00%","0.00%",0,NA,0
"Marcus Nixon","E WASHGTON",20,56.25,"C",63.7,62.9,62.5,59.7,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Jermaine Hargraves","MCNEESE",15,56.22,"C",63.9,65.7,51.4,71,2,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"33.30%",0,0,0,1,1,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Jeffrey Kinley","E KENTUCKY",52,56.18,"C",67.2,68.4,62.3,60,3,1,1,43.8,0,1,10,3.3,0.4,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,2,1,1,1,"33.30%",10,1,1,0,"0.00%","0.00%","33.30%","0.00%",3.3,"33.30%","33.30%","0.00%",0,NA,0
"Spencer Halvorson","DRAKE",18,56.08,"C",61.7,50.9,73.5,57,3,1,1,0,0,5,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",0,NA,0
"Evan Sierra","ILL STATE",17,56.01,"C",64.4,64.5,60,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
