"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Brendan Thompson","NORFOLK",47,59.27,"C","LB",2026,"MEAC",73.3,75.3,67,61.2,0,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,3,3,"0","0.00%",0,28,3,"7.10%","14.30%",2,16,1,"50.00%",4,4,0,0,0,0,56.3,0.25,0,"43.80%",0,0,0,1,2,"0.00%","0.00%","0.00%","0.00%",2,11,"0.00%",13,12,"7.70%",2,5,0,"11.10%",7,1,1,2,0,"0.00%",13,13,1,3,0,"FCS",312,NA,NA,NA,312
"Spencer Conn","SAMFORD",74,58.98,"C","LB",2026,"Southern",68.9,73.4,66.2,55.9,0,1,4,0,0,2,3,5,0,0,0,0,0,0,0,4,1,7,5,13,"0","23.10%",11.5,40,3.17,"10.00%","15.00%",4,21,1,"50.00%",2,2,1,1,0,0,95.8,0.1,0,"19.10%",0,0,1,1,2,"0.00%","0.00%","50.00%","0.00%",1,4.5,"0.00%",34,9,"10.00%",1,3,0,"12.50%",6,1,1,1,0,"0.00%",10,10,0,2,0,"FCS",287,NA,NA,NA,287
"Mitchell Robinson Jr.","ALABAMA ST",42,58.7,"C","LB",2026,"SWAC",78.6,72.9,59.2,75.8,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,3,2,"0","0.00%",0,29,-1.25,"6.90%","10.30%",2,11,2,"100%",8,4,0,1,0,0,83.3,0.73,0,"54.50%",0,0,0,1,1,"0.00%","0.00%","50.00%","0.00%",4,2,"0.00%",5,5,"0.00%",0,4,2,"0.00%",4,0,0,0,0,"0.00%",5,5,0,1,0,"FCS",35,NA,NA,NA,35
"Dillon Dunathan","ALBANY",78,57.94,"C","LB",2026,"CAA",73.5,73.7,51.2,72.2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,"0","0.00%",0,27,3.5,"3.70%","7.40%",1,43,0,"0.00%",0,0,0,0,0,0,0,0,0,"39.50%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",41,8,"0.00%",4,2,0,"0.00%",4,2,0,0,0,"0.00%",8,8,2,0,0,"FCS",125,NA,NA,NA,125
"Kristian Ozane","CHATTNOOGA",49,57.72,"C","LB",2026,"Southern",75.3,80.3,57.3,66.1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,3,"0","0.00%",0,20,3.71,"0","5.00%",0,26,0,"0.00%",0,0,0,0,1,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",2,8,"0.00%",1,3,1,"0.00%",7,1,0,0,0,"0.00%",8,8,0,0,0,"FCS",96,NA,NA,NA,96
"Amanuel Dickson","ROB MORRIS",55,57.45,"C","LB",2026,"Northeast",63.3,69.8,70.6,54.7,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,"0","0.00%",0,21,1.75,"9.50%","19.10%",2,32,1,"33.30%",23,23,0,1,0,0,61.8,0.72,1,"37.50%",0,0,2,2,0,"3.10%","0.00%","33.30%","0.00%",7.7,10.7,"0.00%",11,9,"0.00%",2,3,0,"0.00%",4,1,0,2,0,"0.00%",9,9,1,3,0,"FCS",187,NA,NA,NA,187
"Rohan Davy","RHODE ISLD",47,56.95,"C","LB",2026,"CAA",66,57,55.9,74.1,0,2,1,0,0,1,2,3,0,1,0,0,0,0,0,1,2,3,5,1,"0","100%",50,28,7,"14.30%","14.30%",4,18,1,"33.30%",57,57,0,0,0,1,81.9,3.17,1,"44.40%",0,2,1,0,1,"5.60%","66.70%","0.00%","0.00%",19,4,"33.30%",0,4,"33.30%",2,1,0,"20.00%",2,2,1,0,0,"100%",6,6,0,0,1,"FCS",237,NA,NA,NA,237
"Markeith Hogan","MERRIMACK",19,56.51,"C","LB",2026,"IND (FCS)",76,80.9,57.7,63.5,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,1,0,2,1,2,"0","50.00%",25,7,0,"14.30%","42.90%",1,10,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"20.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,5,"0.00%",11,2,"33.30%",0,2,2,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",76,NA,NA,NA,76
"Jordan Okoye","SE LA",73,55.94,"C","LB",2026,"Southland",69,61.3,NA,73.1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,NA,NA,NA,NA,45,9,"8.90%","4.40%",4,28,0,"0.00%",0,0,0,0,0,0,0,0,0,"39.30%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",10,10,"9.10%",5,1,0,"14.30%",2,4,1,3,0,"0.00%",11,11,1,3,0,"FCS",90,NA,NA,NA,90
"Raelon Sims","N ALABAMA",43,55.55,"C","LB",2026,"United Athletic",81.4,90.6,53,65.3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,"0","0.00%",0,21,1.5,"0","23.80%",0,16,0,"0.00%",0,0,0,0,0,0,0,0,0,"18.80%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",16,6,"0.00%",3,1,1,"0.00%",2,3,0,0,0,"0.00%",6,6,0,1,0,"FCS",330,NA,NA,NA,330
"Micah McNair","INDIANA ST",19,55.39,"C","LB",2026,"Missouri Valley",70.3,67.6,67,60.9,0,0,2,1,0,1,0,2,0,0,0,0,0,1,0,0,2,2,2,3,"0","66.70%",50,13,9.5,"15.40%","30.80%",2,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",16,3,"0.00%",0,1,1,"0.00%",2,0,0,1,0,"0.00%",3,3,0,0,0,"FCS",292,NA,NA,NA,292
"John Powers","N IOWA",70,55,"C","LB",2026,"Missouri Valley",73.9,75.8,56.5,68.2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,4,"0","0.00%",0,31,4,"0","0",0,35,0,"0.00%",0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,10,"0.00%",1,3,1,"0.00%",7,1,0,0,0,"0.00%",10,10,0,2,0,"FCS",74,NA,NA,NA,74
"Corey Lucius","ALABAMA ST",40,54.45,"C","LB",2026,"SWAC",74.9,71.1,60,70.9,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,"0","0.00%",0,28,6.33,"7.10%","7.10%",2,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"45.50%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,6,"0.00%",2,2,1,"0.00%",3,2,0,1,0,"0.00%",6,6,0,1,0,"FCS",121,NA,NA,NA,121
"Ryder Holt","IDAHO ST",25,54.06,"C","LB",2026,"Big Sky",75.8,65.6,58.2,76.4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,"0","0.00%",0,9,7,"0","0",0,14,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"50.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,11,"100%",46,4,"0.00%",2,0,0,"0.00%",1,1,0,1,0,"0.00%",4,4,1,1,0,"FCS",265,NA,NA,NA,265
"Jarvis Johnson","E TENN ST",55,54.01,"C","LB",2026,"Southern",71.3,69.5,66.9,62.3,0,1,4,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,8,"12.50%","25.00%",18.8,39,8.4,"5.10%","5.10%",2,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"37.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",3,7,"0.00%",1,3,0,"0.00%",5,1,0,1,0,"0.00%",7,7,0,0,0,"FCS",162,NA,NA,NA,162
"Ryan Johnson","FL A&M",38,53.95,"C","LB",2026,"SWAC",56.9,65,55.6,49.5,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,3,"0","0.00%",0,26,5.67,"15.40%","7.70%",4,9,1,"100%",32,32,0,1,0,0,118.8,3.56,1,"33.30%",0,0,0,1,0,"11.10%","0.00%","100%","0.00%",32,1,"0.00%",44,8,"0.00%",1,2,2,"0.00%",6,0,0,1,0,"0.00%",8,8,1,1,0,"FCS",206,NA,NA,NA,206
"Caleb Jacobmeier","LNDNWD",40,53.7,"C","LB",2026,"Big South - OVC Football Association",63.1,65.9,60,66,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,5,3,1,"0","0.00%",0,17,3.25,"5.90%","5.90%",1,22,2,"50.00%",12,6,0,0,0,0,56.3,0.55,0,"31.80%",0,0,2,2,1,"0.00%","0.00%","0.00%","0.00%",3,1,"0.00%",30,7,"22.20%",2,2,1,"20.00%",4,0,1,0,0,"33.30%",9,9,1,1,1,"FCS",269,NA,NA,NA,269
"Zach Smith","WEBER ST",36,53.16,"C","LB",2026,"Big Sky",68.5,57.1,63.7,73.2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,3,1,"100%","100%",50,26,7,"7.70%","0",2,9,1,"50.00%",16,16,1,1,1,1,77.1,1.78,1,"11.10%",0,0,0,1,2,"11.10%","0.00%","50.00%","50.00%",8,13,"50.00%",46,2,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,0,1,0,"FCS",376,NA,NA,NA,376
"Reginald Allen Jr.","TENN MARTN",41,52.94,"C","LB",2026,"Big South - OVC Football Association",75.9,67.3,47.8,80.8,1,3,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,8,2,4,"0","0.00%",0,13,6.5,"7.70%","15.40%",1,23,3,"100%",4,1.3,0,0,0,0,79.2,0.17,0,"60.90%",0,0,0,1,4,"0.00%","0.00%","0.00%","0.00%",1.3,-1,"0.00%",8,8,"20.00%",3,1,0,"16.70%",2,3,1,3,1,"25.00%",10,10,0,3,1,"FCS",93,NA,NA,NA,93
"Tyrek Brown","NC A&T",46,52.79,"C","LB",2026,"CAA",56.6,77.7,58.2,40.8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,"0","0.00%",0,22,5.67,"0","9.10%",0,22,2,"100%",50,25,1,2,0,0,158.3,2.27,2,"18.20%",0,2,0,3,0,"9.10%","100%","100%","0.00%",25,11,"0.00%",7,7,"0.00%",4,2,0,"0.00%",3,2,0,0,0,"0.00%",7,7,2,0,0,"FCS",255,NA,NA,NA,255
"Wesley York Jr.","TXAMEA",55,52.53,"C","LB",2026,"Southland",65.2,75.2,54.8,58.1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,"0","0.00%",0,20,5,"15.00%","25.00%",3,30,2,"66.70%",23,11.5,0,0,0,0,89.6,0.77,1,"26.70%",0,0,1,2,1,"3.30%","0.00%","0.00%","0.00%",7.7,5.3,"0.00%",13,9,"0.00%",3,1,0,"0.00%",4,2,0,1,0,"0.00%",9,9,1,2,0,"FCS",104,NA,NA,NA,104
"Khalil Daniels","ROB MORRIS",28,52.47,"C","LB",2026,"Northeast",77.4,71.7,65.1,72.8,0,2,1,0,0,2,1,3,0,0,0,0,0,1,0,1,1,1,0,13,"7.70%","23.10%",11.5,10,0,"0","20.00%",0,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",23,4,"0.00%",2,0,0,"0.00%",0,2,0,1,1,"0.00%",4,4,0,2,0,"FCS",300,NA,NA,NA,300
"Jackson Stratton","BUTLER",53,52.42,"C","LB",2026,"Pioneer",74.7,72.1,55.1,73.7,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,6,"0","16.70%",8.3,25,9.33,"0","4.00%",0,22,1,"33.30%",8,8,0,0,0,1,42.4,0.36,0,"18.20%",0,0,1,0,1,"0.00%","0.00%","0.00%","0.00%",2.7,6.7,"33.30%",5,3,"0.00%",0,2,0,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",83,NA,NA,NA,83
"Nikko Speer","IDAHO",48,52.32,"C","LB",2026,"Big Sky",69.1,68.5,59.1,66,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,"0","0.00%",0,33,4,"9.10%","15.20%",3,14,0,"0.00%",0,0,0,0,0,0,0,0,0,"7.10%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",43,10,"0.00%",1,5,1,"0.00%",8,1,0,0,0,"0.00%",10,10,0,1,0,"FCS",327,NA,NA,NA,327
"Ayden Guess","E TENN ST",15,52.31,"C","LB",2026,"Southern",84,77.7,71.7,NA,0,1,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,5,"40.00%","40.00%",20,10,0,"0","30.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,"0.00%",1,2,1,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",335,NA,NA,NA,335
"Sam Oppenheimer","MAINE",55,52.29,"C","LB",2026,"CAA",53.2,57.5,57.9,52.6,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,9,2,"0","0.00%",0,27,6.25,"14.80%","11.10%",4,26,6,"100%",93,15.5,0,6,0,1,118.8,3.58,3,"15.40%",0,6,0,5,1,"11.50%","100%","100%","0.00%",15.5,4.2,"16.70%",10,13,"18.80%",3,3,0,"28.60%",4,1,2,0,0,"11.10%",16,16,2,6,1,"FCS",211,NA,NA,NA,211
"Jake Lopinto","ROB MORRIS",39,52.25,"C","LB",2026,"Northeast",72.4,75,NA,65.9,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,NA,NA,12,7,"8.30%","16.70%",1,27,2,"100%",20,10,0,1,0,0,108.3,0.74,0,"33.30%",0,0,0,1,1,"0.00%","0.00%","50.00%","0.00%",10,7.5,"0.00%",44,8,"0.00%",2,1,0,"0.00%",3,2,0,3,1,"0.00%",8,8,0,3,0,"FCS",299,NA,NA,NA,299
"Kalen Villanueva","CAMPBELL",37,52.19,"C","LB",2026,"CAA",72.9,79.9,71.9,60.9,0,2,0,0,0,1,2,3,0,1,0,0,0,0,0,0,2,2,2,4,"0","50.00%",25,8,0,"0","25.00%",0,25,2,"50.00%",55,27.5,1,2,0,1,135.4,2.2,1,"32.00%",0,0,0,2,2,"4.00%","0.00%","50.00%","0.00%",13.8,3.3,"25.00%",3,2,"0.00%",2,0,0,"0.00%",0,2,0,0,0,"0.00%",2,2,0,0,0,"FCS",13,NA,NA,NA,13
"Will Cornelson","WEBER ST",68,51.9,"C","LB",2026,"Big Sky",72.4,72,56.6,67.6,0,0,3,0,0,0,3,3,0,1,0,0,0,0,0,1,2,4,4,3,"0","33.30%",16.7,48,3.5,"6.30%","8.30%",3,16,1,"100%",17,17,0,1,0,1,118.8,1.06,1,"31.30%",0,0,0,1,1,"6.30%","0.00%","100%","0.00%",17,16,"100%",0,5,"0.00%",0,3,0,"0.00%",4,0,0,0,0,"0.00%",5,5,0,1,0,"FCS",85,NA,NA,NA,85
"Andrew Behm","S ILLINOIS",64,51.71,"C","LB",2026,"Missouri Valley",56.6,77.6,57.5,46.4,0,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,6,2,"0","0.00%",0,20,11.5,"5.00%","20.00%",1,42,7,"77.80%",71,10.1,0,3,0,1,99.5,1.69,3,"33.30%",0,0,0,5,2,"7.10%","0.00%","33.30%","0.00%",7.9,7.3,"11.10%",46,10,"9.10%",3,2,0,"0.00%",4,3,0,2,1,"25.00%",11,11,0,3,1,"FCS",16,NA,NA,NA,16
"Andrew Harris","DELWARE ST",27,51.65,"C","LB",2026,"MEAC",71,73.9,57.3,63.1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,1,3,"0","33.30%",33.3,17,4.5,"0","11.80%",0,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",10,5,"16.70%",1,1,1,"0.00%",2,1,0,2,0,"33.30%",6,6,0,1,1,"FCS",387,NA,NA,NA,387
"Brock Steel","MONTANA ST",32,51.56,"C","LB",2026,"Big Sky",71.9,70.4,NA,68.5,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,NA,NA,NA,NA,13,2.33,"7.70%","23.10%",1,19,1,"100%",6,6,0,0,0,0,91.7,0.32,0,"21.10%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",6,6,"0.00%",27,6,"14.30%",1,2,1,"25.00%",3,0,1,1,0,"0.00%",7,7,1,2,0,"FCS",70,NA,NA,NA,70
"Cam Jessee","E KENTUCKY",43,51.51,"C","LB",2026,"United Athletic",64.8,65.7,60,68.3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,1,"0","0.00%",0,20,2,"10.00%","5.00%",2,22,3,"100%",22,7.3,0,1,0,0,97.2,1,0,"31.80%",0,0,0,2,1,"0.00%","0.00%","33.30%","0.00%",7.3,-1,"0.00%",39,8,"0.00%",1,2,1,"0.00%",2,0,0,1,0,"0.00%",8,8,1,5,0,"FCS",261,NA,NA,NA,261
"Joshua Collins","W CAROLINA",41,51.39,"C","LB",2026,"Southern",62.4,55.4,61.8,64.2,0,1,3,1,0,0,1,2,0,0,0,0,0,0,0,0,2,7,2,7,"0","28.60%",21.4,14,5.5,"7.10%","0",1,20,3,"100%",26,8.7,0,1,0,0,102.8,1.3,1,"10.00%",0,0,0,1,0,"5.00%","0.00%","33.30%","0.00%",8.7,0,"0.00%",3,9,"10.00%",2,1,0,"50.00%",1,0,1,2,0,"0.00%",10,10,2,5,0,"FCS",189,NA,NA,NA,189
"Jordan Banks","DELWARE ST",48,51.33,"C","LB",2026,"MEAC",68.4,70.5,56.7,62.7,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,3,3,"0","0.00%",0,29,6,"6.90%","13.80%",2,16,1,"50.00%",3,3,0,0,0,0,56.3,0.19,0,"37.50%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",1.5,2.5,"0.00%",6,8,"20.00%",0,5,1,"12.50%",7,0,1,1,0,"50.00%",10,10,0,1,1,"FCS",39,NA,NA,NA,39
"Cullen McShane","S DAK ST",38,51.04,"C","LB",2026,"Missouri Valley",58,61.4,71.6,48.6,0,2,3,1,0,1,0,2,1,0,0,0,0,0,0,0,1,6,4,5,"40.00%","40.00%",30,20,4.67,"10.00%","10.00%",2,13,1,"100%",14,14,0,1,0,0,118.8,1.08,0,"23.10%",0,1,0,2,0,"0.00%","100%","100%","0.00%",14,3,"0.00%",5,7,"0.00%",2,2,0,"0.00%",3,1,0,1,0,"0.00%",7,7,1,1,0,"FCS",56,NA,NA,NA,56
"David Loch","SAN DIEGO",25,51.01,"C","LB",2026,"Pioneer",64.4,78.9,NA,48.6,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,NA,NA,NA,NA,13,3.5,"7.70%","15.40%",1,12,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",44,6,"0.00%",2,3,2,"0.00%",4,2,0,0,0,"0.00%",6,6,0,0,0,"FCS",160,NA,NA,NA,160
"Will Beesley","BUTLER",38,50.71,"C","LB",2026,"Pioneer",76,78.1,NA,68.3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,NA,NA,NA,NA,18,5.33,"0","5.60%",0,20,4,"100%",48,12,0,3,0,0,116.7,2.4,1,"15.00%",0,0,0,1,1,"5.00%","0.00%","75.00%","0.00%",12,1.8,"0.00%",34,9,"0.00%",1,1,0,"0.00%",3,1,0,1,0,"0.00%",9,9,0,5,0,"FCS",66,NA,NA,NA,66
"Nick Afato","UC DAVIS",45,50.71,"C","LB",2026,"Big Sky",75.2,68.6,64.8,72.1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,4,"25.00%","0.00%",0,16,3,"0","0",0,25,2,"66.70%",26,13,0,1,1,1,54.2,1.04,1,"52.00%",0,0,0,1,2,"4.00%","0.00%","33.30%","33.30%",8.7,1,"33.30%",44,2,"0.00%",0,1,0,"0.00%",1,0,0,1,0,"0.00%",2,2,0,1,0,"FCS",124,NA,NA,NA,124
"Tim Hays","SAN DIEGO",49,50.56,"C","LB",2026,"Pioneer",59.7,80.1,54.2,46.5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,4,"0","0.00%",0,22,2.33,"0","9.10%",0,23,1,"50.00%",22,22,0,1,0,0,89.6,0.96,1,"21.70%",0,0,1,2,0,"4.30%","0.00%","50.00%","0.00%",11,25.5,"0.00%",42,6,"14.30%",1,2,1,"25.00%",3,0,1,0,0,"0.00%",7,7,1,2,0,"FCS",46,NA,NA,NA,46
"Derek Hite","ELON",29,50.55,"C","LB",2026,"CAA",71.3,76.4,58.7,63.7,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2,"0","50.00%",25,10,3,"0","20.00%",0,17,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"47.10%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",0,5,"0.00%",21,5,"0.00%",1,1,0,"0.00%",2,1,0,2,1,"0.00%",5,5,0,2,0,"FCS",333,NA,NA,NA,333
"Malachi Williams","STF AUSTIN",33,50.19,"C","LB",2026,"Southland",73.2,80.9,54.1,65.1,0,0,4,0,0,1,0,1,0,0,0,1,0,1,0,0,1,7,3,4,"0","25.00%",12.5,12,0.75,"16.70%","33.30%",2,17,0,"0.00%",0,0,0,0,0,0,0,0,0,"52.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,5,"28.60%",0,3,1,"20.00%",4,0,1,1,0,"50.00%",7,7,0,1,1,"FCS",290,NA,NA,NA,290
"Danny Inglis","YNGTOWN ST",19,49.61,"C","LB",2026,"Missouri Valley",70,71.5,55.7,64.5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,3,"0","0.00%",0,8,1.33,"12.50%","25.00%",1,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,4,"0.00%",0,2,2,"0.00%",3,0,0,1,0,"0.00%",4,4,0,1,0,"FCS",167,NA,NA,NA,167
"Ben Kumpon","TOWSON",54,49.57,"C","LB",2026,"CAA",62.4,60.9,64.5,59,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,9,7,1,"100%","100%",50,44,5.89,"13.60%","11.40%",6,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"22.20%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,13,"7.10%",1,2,0,"9.10%",9,1,1,1,1,"0.00%",13,14,0,3,0,"FCS",277,NA,NA,NA,277
"Zion Rutledge","CHATTNOOGA",56,49.23,"C","LB",2026,"Southern",71.7,74.2,54.6,68.1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,5,"0","0.00%",0,24,4,"0","0",0,27,0,"0.00%",0,0,0,0,0,0,0,0,0,"37.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",42,5,"0.00%",1,1,1,"0.00%",3,1,0,1,0,"0.00%",5,5,0,1,0,"FCS",139,NA,NA,NA,139
"Cole Hughes","LEHIGH",18,48.85,"C","LB",2026,"Patriot",75.8,56.4,56,85.6,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,2,5,"0","20.00%",10,8,-1,"25.00%","12.50%",2,5,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"80.00%",0,0,0,0,2,"0.00%","0.00%","0.00%","0.00%",0,3,"100%",6,2,"0.00%",0,1,1,"0.00%",1,0,0,1,0,"0.00%",2,2,0,1,0,"FCS",183,NA,NA,NA,183
"Kamsi Arinze","MS VLY ST",36,48.56,"C","LB",2026,"SWAC",80.4,66.3,71.6,76.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9,"11.10%","0.00%",0,15,7.33,"6.70%","0",1,12,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",19,3,"0.00%",0,0,0,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",319,NA,NA,NA,319
"J.R. Flood","DRAKE",57,48.54,"C","LB",2026,"Pioneer",70.1,75.4,52.5,67.4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,10,"0","0.00%",0,25,3,"0","0",0,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"4.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",7,6,"0.00%",1,3,1,"0.00%",4,1,0,0,0,"0.00%",6,6,0,1,0,"FCS",42,NA,NA,NA,42
