"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"David Spruiells","TXAMEA",41,31.94,"D",54.3,65.6,43.8,59.5,3,1,2,118.8,0,1.5,17,-3,1.13,0,0,3,NA,0,0,1,50,0,0,0,0,1,0,0,0,0,0,0,0,"50.00%",2,0,1,1,4,0,0,1,"100%",17,1,0,0,"6.70%","0.00%","100%","0.00%",17,"0.00%","50.00%","0.00%",1,NA,0
"Collin Henry","E ILLINOIS",30,31.84,"D",51.5,50.7,60.3,NA,1,0,0,100,0,0,8,2.5,0.84,0,0,0,NA,1,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,3,0,2,"100%",16,0,0,0,"0.00%","100%","0.00%","0.00%",8,"0.00%","0.00%","50.00%",0,NA,0
"Jayden Mayberry","WEBER ST",67,31.57,"D",47.9,49,48.1,59.6,5,1,1,77.1,0,8.5,7,7,0.78,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37.50%",1,0,0,1,6,1,0,2,"66.70%",14,2,0,0,"0.00%","0.00%","66.70%","0.00%",4.7,"0.00%","50.00%","0.00%",0,NA,0
"Jayonn Saunders","MERCYHURST",35,31.28,"D",55.9,58.4,67.2,55.4,3,0,1,149.3,0,10,44.5,25.7,6.36,0,0,0,NA,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,3,2,1,2,"66.70%",89,2,0,0,"7.10%","66.70%","66.70%","0.00%",29.7,"0.00%","0.00%","0.00%",0,NA,0
"Corey Thompson Jr.","PRVIEW A&M",15,30.46,"D",52.2,51,60,59.7,NA,0,0,112.5,0,0,11,10,0.92,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"100%",11,1,0,0,"0.00%","0.00%","100%","0.00%",11,"0.00%",NA,NA,0,NA,0
"Tyler Jones","SCAR STATE",32,30.12,"D",60.2,55.5,63.7,63.2,1,0,1,118.8,0,3,41,1,2.16,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0.00%",1,0,0,0,1,1,0,1,"100%",41,1,0,0,"5.30%","0.00%","100%","0.00%",41,"0.00%","0.00%","0.00%",0,NA,0
"Justin Mcilwain","MORGAN ST",26,29.83,"D",39.7,39.9,48.9,59.2,4,1,1,104.2,0,4,10,12.5,0.71,0,1,1,NA,1,0,0,50,1,2,0,1,1,0,0,0,0,0,0,0,"33.30%",1,1,1,1,5,3,0,1,"50.00%",10,1,0,0,"0.00%","100%","50.00%","0.00%",5,"0.00%","25.00%","50.00%",1,NA,0
"Jayden Smitherman","SE MO ST",33,28.59,"D",54.6,44.7,69.4,NA,5,1,1,118.8,0,5.5,37,23.5,5.29,0,0,0,NA,0,0,2,NA,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,2,0,2,"100%",74,2,0,0,"14.30%","100%","100%","0.00%",37,"0.00%","0.00%","0.00%",0,NA,0
"Kevin Dodard","S DAKOTA",26,28.12,"D",49.7,49,60,NA,1,0,0,129.2,0,0,15,12.4,1.96,0,2,0,NA,1,0,2,NA,0,0,1,1,0,0,0,0,0,0,0,0,"50.00%",0,1,0,0,3,3,1,3,"60.00%",45,2,0,0,"8.70%","0.00%","40.00%","0.00%",9,"0.00%","0.00%","50.00%",0,NA,0
"Devin Hunter","E TENN ST",34,28.02,"D",57.2,42.4,68.3,NA,2,1,1,118.8,0,2,24,23,4.8,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,1,0,1,"100%",24,1,0,0,"20.00%","0.00%","100%","0.00%",24,"0.00%","0.00%","0.00%",0,NA,0
"Kasahn Johnson","SO UTAH",20,28,"D",55.8,55.3,60.7,59.8,NA,0,0,118.8,0,0,25,4,1.92,NA,0,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"100%",25,1,0,0,"7.70%","0.00%","100%","0.00%",25,"0.00%",NA,NA,0,NA,0
"DJ Dixon","N ALABAMA",30,27.2,"D",57.8,57.5,59.1,59.7,4,1,1,158.3,0,2.5,18.5,15,2.85,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"20.00%",1,0,0,1,3,1,0,2,"100%",37,1,0,0,"7.70%","0.00%","50.00%","0.00%",18.5,"0.00%","25.00%","0.00%",0,NA,0
"Taki Uluilakepa","MONTANA ST",23,26.92,"D",49.1,44.5,61.9,NA,1,1,0,118.8,0,0,26,18,2.36,1,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",26,1,0,0,"9.10%","0.00%","100%","0.00%",26,"0.00%","0.00%","0.00%",0,NA,0
"Peyton Betts","CITADEL",36,26.32,"D",51.4,57,43,NA,3,0,1,108.3,0,10,10,5,0.5,0,0,2,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,4,2,0,1,"100%",10,1,0,0,"0.00%","100%","100%","0.00%",10,"0.00%","50.00%","50.00%",0,NA,0
"Roderick Owens Jr.","YNGTOWN ST",43,25.03,"D",59.4,59.5,59,NA,3,1,0,158.3,0,7.5,37,24,2.06,0,0,1,NA,1,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,2,1,0,1,"100%",37,1,0,0,"5.60%","0.00%","100%","0.00%",37,"0.00%","25.00%","100%",0,NA,0
"Breylon Wyatt","CHISTA",70,24.73,"D",40.4,33.4,56.9,NA,5,1,1,88.2,0,6,11,6,0.69,1,1,1,NA,2,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"37.50%",1,0,0,1,7,5,0,2,"66.70%",22,1,0,0,"3.10%","0.00%","33.30%","0.00%",7.3,"0.00%","25.00%","50.00%",0,NA,0
"Jai'Teriyas Robinson","ARKAPB",50,24.59,"D",52.1,48.1,64.4,NA,1,1,0,158.3,0,0,18.5,8,1.32,1,0,0,NA,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,1,2,"100%",37,1,0,0,"3.60%","50.00%","50.00%","0.00%",18.5,"0.00%","0.00%","0.00%",0,NA,0
"Dylan Rowsey","MURRAY ST",51,23.28,"D",52.6,54.3,52.6,56.9,7,1,3,158.3,0,12.25,16,6.7,1.78,1,0,1,NA,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,"30.00%",2,0,0,1,6,3,0,3,"100%",48,2,0,0,"7.40%","33.30%","66.70%","0.00%",16,"0.00%","20.00%","40.00%",0,NA,0
"Bryson Logan","GEORGETOWN",33,23.26,"D",50.6,36.1,70.7,NA,4,0,1,118.8,0,8,26,10,5.2,0,0,0,NA,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,2,2,0,2,"100%",52,2,0,0,"20.00%","0.00%","100%","0.00%",26,"0.00%","0.00%","0.00%",0,NA,0
"DeMel Turner","CAL POLY",56,22.66,"D",49,44.5,63.9,NA,4,2,0,156.3,0,0,20.3,13,1.97,0,1,1,NA,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"20.00%",0,0,0,2,5,4,0,3,"75.00%",61,3,0,0,"3.20%","0.00%","75.00%","0.00%",15.3,"0.00%","33.30%","0.00%",0,NA,0
"Andre DePina-Gray","RHODE ISLD",38,21.99,"D",43.1,46.4,43.3,59.4,6,0,2,153.5,0,20,11.3,11.7,2.13,0,0,2,NA,1,0,1,50,0,1,0,1,1,0,0,0,0,1,0,0,"33.30%",1,0,1,0,6,3,1,3,"100%",34,1,0,0,"6.30%","33.30%","33.30%","0.00%",11.3,"0.00%","40.00%","25.00%",0,NA,0
"Bryson Williams","ARKAPB",30,21.87,"D",36.7,28.8,71.8,NA,3,0,1,118.8,0,7,20,20,1.82,0,0,0,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,4,4,0,1,"100%",20,1,0,0,"9.10%","0.00%","100%","0.00%",20,"0.00%","0.00%","50.00%",0,NA,0
"Luca Moore","IDAHO",49,21.74,"D",39.7,38.1,47.6,NA,7,1,0,103.1,0,8.4,35,27.3,1.67,0,1,2,NA,1,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,"30.00%",0,0,0,1,6,3,2,1,"25.00%",35,1,2,0,"4.80%","25.00%","25.00%","0.00%",8.8,"50.00%","25.00%","50.00%",0,NA,0
"D.J. Cureton","RHODE ISLD",48,21.29,"D",47.3,46.4,51,59.2,3,1,0,118.8,0,2.5,16,4,0.89,0,0,2,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,4,2,0,1,"100%",16,1,0,0,"5.60%","100%","100%","0.00%",16,"0.00%","40.00%","0.00%",0,NA,0
"Nasir Maryland","E ILLINOIS",26,21.19,"D",46.9,47.5,52.3,NA,5,0,1,118.8,0,5,27,17,2.08,0,0,1,NA,1,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"28.60%",1,0,0,0,4,3,0,1,"100%",27,1,0,0,"7.70%","100%","100%","0.00%",27,"0.00%","33.30%","25.00%",0,NA,0
"Brevin Czosnyka","UTAHTC",54,20.67,"D",48.9,56.6,40.5,NA,8,4,2,154.9,0,6,11.7,2.5,3.33,2,0,2,NA,0,0,3,NA,0,0,0,2,0,0,0,0,0,0,0,0,"20.00%",2,0,0,4,7,2,0,6,"100%",70,4,0,0,"14.30%","0.00%","66.70%","0.00%",11.7,"0.00%","25.00%","0.00%",0,NA,0
"Shareef Jackson","MERCER",36,20.35,"D",48,50.3,49,58.6,0,0,0,109.7,0,0,20.5,10,2.28,0,1,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,4,2,1,2,"66.70%",41,2,0,0,"5.60%","0.00%","66.70%","0.00%",13.7,"0.00%","100%","100%",0,NA,0
"Kaiki Baker","TENN STATE",30,20.33,"D",51.2,64.6,29.5,NA,7,1,1,118.8,0,5,58,20,3.41,1,0,1,NA,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"12.50%",1,0,0,1,5,1,0,1,"100%",58,1,0,0,"5.90%","100%","100%","0.00%",58,"0.00%","33.30%","0.00%",0,NA,0
"Nic Yatsko","INDIANA ST",54,19.21,"F",44.3,40.9,55.8,NA,11,1,0,118.8,0,10.2,26.4,14.8,4.26,0,0,1,NA,0,0,5,NA,0,2,0,0,0,0,0,0,0,0,0,0,"8.30%",0,0,0,1,7,5,0,5,"100%",132,5,0,0,"16.10%","40.00%","100%","0.00%",26.4,"0.00%","14.30%","0.00%",0,NA,0
"Brooks Esplin","MURRAY ST",31,17.64,"F",37.5,35.5,52.3,NA,3,1,1,118.8,0,8,17,13,2.68,1,0,0,NA,1,0,2,NA,0,3,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,4,4,0,3,"100%",51,2,0,0,"10.50%","100%","66.70%","0.00%",17,"0.00%","0.00%","50.00%",0,NA,0
"Madden Beriault","BUTLER",54,17.54,"F",53.9,50,64.7,NA,1,0,0,156.3,0,0,23.3,10.8,2.59,0,1,0,NA,2,0,3,NA,0,0,0,2,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,3,3,0,3,"75.00%",70,3,0,0,"11.10%","0.00%","75.00%","0.00%",17.5,"0.00%","0.00%","66.70%",0,NA,0
"Myles Hansford","NEWHVN",63,17.44,"F",47.3,41.3,58.8,NA,5,1,2,158.3,0,13.33,18,15.3,3.13,0,0,2,NA,0,0,2,NA,0,0,0,2,0,0,0,0,0,0,0,0,"28.60%",1,0,0,1,5,3,0,4,"100%",72,2,0,0,"8.70%","0.00%","50.00%","0.00%",18,"0.00%","33.30%","0.00%",0,NA,0
"Thomas Nunes","SAN DIEGO",16,17.42,"F",31.4,30.1,60,60,1,1,0,118.8,0,0,26,20,2.89,1,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",26,1,0,0,"11.10%","0.00%","100%","0.00%",26,"0.00%","0.00%","0.00%",0,NA,0
"Anthony Allen","VA MILT IN",19,16.71,"F",36.7,38.2,50.2,NA,3,0,1,112.5,0,0,11,-3,1.1,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,2,0,1,"100%",11,1,0,0,"0.00%","0.00%","100%","0.00%",11,"0.00%","100%","0.00%",0,NA,0
"Carson Keach","N COLORADO",37,16.12,"F",42.6,37.4,57.9,NA,5,0,0,158.3,0,8,16.3,13.6,3.42,0,0,0,NA,0,1,2,NA,0,0,0,2,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,3,1,4,"80.00%",65,3,1,0,"10.50%","0.00%","60.00%","0.00%",13,"20.00%","0.00%","0.00%",0,NA,0
"Donya Borden","E TENN ST",16,13.76,"F",29.9,34.1,55.4,NA,1,0,1,118.8,0,-1,45,30,4.5,0,0,1,NA,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,1,0,0,3,1,0,1,"100%",45,1,0,0,"10.00%","0.00%","100%","0.00%",45,"0.00%","50.00%","0.00%",0,NA,0
"Keegan Guyton","VA MILT IN",21,13.5,"F",44.4,37.3,64.6,NA,3,0,1,158.3,0,6,26,15.7,7.8,0,0,0,NA,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,1,3,"100%",78,1,0,0,"20.00%","0.00%","33.30%","0.00%",26,"0.00%","0.00%","0.00%",0,NA,0
"Dillon Kellner","SAN DIEGO",49,12.5,"F",34.1,30.5,54.6,58.9,2,1,0,149.3,0,0,21,12,3.11,0,2,1,NA,0,0,2,50,0,0,0,1,1,0,0,0,0,0,0,0,"33.30%",0,0,1,1,7,6,0,4,"66.70%",84,3,0,0,"7.40%","0.00%","50.00%","0.00%",14,"0.00%","50.00%","0.00%",1,NA,0
"Devin Costello","UTAHTC",30,11.51,"F",48.6,55.7,32.5,62,3,0,1,149.3,0,7,25,19.7,4.55,0,0,2,NA,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,6,2,2,2,"66.70%",50,2,1,0,"18.20%","0.00%","66.70%","0.00%",16.7,"33.30%","66.70%","0.00%",0,NA,0
"Ronalon Renwick","MAINE",30,10.04,"F",42.7,47.9,41,59.6,4,0,0,118.8,0,12.5,49,11,3.77,0,0,3,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,5,2,0,1,"100%",49,1,0,0,"7.70%","100%","100%","0.00%",49,"0.00%","60.00%","33.30%",0,NA,0
"Michael Grandy","HOWARD",17,9.75,"F",39.1,34.2,61.2,NA,NA,0,0,158.3,0,0,42,36,4.2,NA,0,NA,NA,NA,0,1,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"100%",42,1,0,0,"10.00%","0.00%","100%","0.00%",42,"0.00%",NA,NA,0,NA,0
"Julius Jackson","YNGTOWN ST",15,9.54,"F",48.9,47.5,61.6,NA,1,0,0,158.3,0,0,26,-0.7,11.14,0,0,0,NA,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,3,"100%",78,3,0,0,"28.60%","0.00%","100%","0.00%",26,"0.00%","0.00%","0.00%",0,NA,0
"Na'koma Simpson-Nealy","W CAROLINA",32,6.15,"F",32.9,31.2,52.3,NA,2,1,0,157.6,0,0,12.3,7.3,1.95,0,0,1,NA,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,5,4,0,3,"100%",37,2,0,0,"5.30%","0.00%","66.70%","0.00%",12.3,"0.00%","50.00%","0.00%",0,NA,0
"Tywon Wray Jr.","NWSTATE",39,5.88,"F",36.1,29.9,60.4,NA,3,1,1,156.3,0,6,29.3,9,6.29,0,1,1,NA,1,0,1,NA,0,2,0,2,0,0,0,0,0,0,0,0,"40.00%",1,0,0,1,5,4,0,3,"75.00%",88,3,0,0,"7.10%","50.00%","75.00%","0.00%",22,"0.00%","33.30%","50.00%",0,NA,0
"Shyne Johnson","PRESBYTERN",44,2.16,"F",31.8,32.4,39.8,59.3,2,0,1,158.3,0,3,15.5,13.5,1.48,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,5,3,0,2,"100%",31,2,0,0,"4.80%","0.00%","100%","0.00%",15.5,"0.00%","0.00%","0.00%",0,NA,0
"Christian Williams","NWSTATE",46,2.02,"F",32.6,41,29.2,NA,1,0,1,129.2,0,3,5.5,2.5,0.55,0,0,3,NA,1,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,"80.00%",1,0,0,0,8,4,0,2,"100%",11,1,0,0,"0.00%","50.00%","50.00%","0.00%",5.5,"0.00%","75.00%","100%",0,NA,0
"Brayden Humpherys","GEORGETOWN",36,1.59,"F",30.1,39.8,29.5,NA,1,1,0,118.8,0,0,40,35,3.08,0,0,2,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"75.00%",0,0,0,1,6,2,0,1,"100%",40,1,0,0,"7.70%","0.00%","100%","0.00%",40,"0.00%","66.70%","100%",0,NA,0
"Amaje Parker","S DAK ST",24,0.17,"F",28.9,30,49.8,NA,0,0,0,118.8,0,0,71,37,4.44,0,0,1,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,4,3,0,1,"100%",71,1,0,0,"6.30%","0.00%","100%","0.00%",71,"0.00%","100%","100%",0,NA,0
"Jay Cummings","BETH COOK",32,0,"F",41,48.1,32.2,NA,1,0,0,158.3,0,0,16.7,13,2.78,0,0,2,NA,1,0,2,NA,0,2,0,1,0,0,0,0,0,0,0,0,"75.00%",0,0,0,0,5,3,0,3,"100%",50,3,0,0,"11.10%","66.70%","100%","0.00%",16.7,"0.00%","100%","50.00%",0,NA,0
