"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Joel Castleberry","TENN MARTN",59,68.97,"B",70.6,72.7,62,57.8,3,1,2,47.9,0,3,4,6.8,0.22,0,3,0,NA,1,0,0,25,0,0,1,0,0,0,0,0,1,1,0,0,"25.00%",1,1,1,1,2,1,3,2,"40.00%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.6,"0.00%","0.00%","50.00%",0,NA,0
"Jamarion Ravenell","GARD-WEBB",34,68.95,"B",77,79.6,62.1,NA,1,0,0,39.6,0,0,0,14,0,0,0,0,NA,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,2,0,"0.00%",0,0,2,0,"0.00%","0.00%","0.00%","0.00%",0,"50.00%","0.00%","0.00%",0,NA,0
"Tommy Williams","DRAKE",55,68.92,"B",70.2,69.5,67.2,NA,5,0,1,0,0,10.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Dillon Williams","ABILENE CH",76,68.82,"B",69,65,64.7,83.1,10,3,4,84,0,3.6,5,7.3,0.69,2,0,1,NA,3,1,1,16.7,1,1,1,0,1,0,0,1,1,1,0,0,"28.60%",3,2,2,3,8,4,3,5,"83.30%",25,2,1,0,"2.80%","16.70%","33.30%","0.00%",4.2,"16.70%","14.30%","42.90%",1,NA,0
"Tre Meadows","LEHIGH",15,68.72,"B",67,65.9,62.7,NA,2,0,0,0,0,38,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"DeAngelo Ponder","ABILENE CH",76,68.49,"B",69.7,71.9,59.6,NA,10,2,2,70.4,0,10.5,7.3,5.8,0.56,1,1,0,NA,2,1,1,NA,0,3,2,0,0,0,0,0,0,0,0,0,"16.70%",0,2,0,2,5,3,3,3,"60.00%",22,0,1,0,"2.60%","60.00%","0.00%","0.00%",4.4,"20.00%","0.00%","22.20%",0,NA,0
"Tate Sander","N IOWA",63,68.05,"B",70.6,70.3,67,59.6,4,0,0,0,0,11,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Xavian Andrews","INDIANA ST",57,67.61,"B",76.3,77,64.1,NA,1,0,0,42.4,0,0,4,26,0.12,0,1,0,NA,0,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,2,1,"33.30%",4,0,1,0,"0.00%","33.30%","0.00%","0.00%",1.3,"33.30%","0.00%","0.00%",0,NA,0
"Julian Quintero","W CAROLINA",32,67.59,"B",70.7,65.2,73.7,60,3,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Calvin Jaworski","N IOWA",23,67.55,"B",70.6,68.9,67.4,NA,5,1,1,0,0,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Darrick LeBeouf","LAFAYETTE",60,67.55,"B",72,70.9,69.5,NA,8,1,1,77.1,1,11,17,14.5,1.42,1,0,0,NA,0,0,1,NA,0,3,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,2,3,"75.00%",51,2,0,0,"2.80%","75.00%","50.00%","25.00%",12.8,"0.00%","0.00%","0.00%",0,NA,1
"Darien Harden","W GEORGIA",35,67.51,"B",68.3,67,67.8,58.6,3,1,0,0,0,6.5,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Cody Williams","TOWSON",26,67.37,"B",72.2,60,76.6,NA,4,1,1,0,0,6.33,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kason Hooks","CHARLES SO",23,67.34,"B",63.5,66.2,69.5,NA,4,1,1,0,0,9.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kyle Molett","HAMPTON",27,67.11,"B",64.9,66.2,60.8,NA,4,1,1,0,0,8,0,0,0,1,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kameron Brown","ALCORN ST",28,67.03,"B",67.4,63.8,67.7,NA,8,1,1,0,0,6.29,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Mike Polke","MERCER",40,66.99,"B",66.4,62.3,72.5,NA,7,3,0,60.4,0,5.5,8,13.5,0.64,2,2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,3,1,1,0,2,"50.00%",16,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","0.00%","0.00%",0,NA,0
"Javon Bejarano","HOUCHR",42,66.84,"B",66.8,65.9,65.9,NA,6,2,1,0,0,5.33,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,2,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","16.70%","0.00%",0,NA,0
"James Schlendorf","BUCKNELL",22,66.69,"B",74.6,74.5,67.1,NA,2,0,1,39.6,0,8,0,13,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%","0.00%","0.00%",0,NA,0
"Felix Matos","LIUSHAR",68,66.61,"B",67,76.9,49.6,NA,11,4,1,39.6,0,4,0,10,0,1,0,3,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"26.70%",0,0,0,4,4,1,2,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"50.00%","37.50%","14.30%",0,NA,0
"Joe Natali","NWSTATE",42,66.36,"B",70.4,61.9,80.7,NA,8,2,3,70.1,0,7,4,4,0.47,0,0,0,NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,2,2,2,2,2,"66.70%",8,1,0,0,"0.00%","0.00%","33.30%","0.00%",2.7,"0.00%","0.00%","0.00%",0,NA,0
"Victor Holt","ALBANY",84,66.2,"B",69.4,68,68.6,63.1,8,3,2,81.3,0,4,6.6,6.4,0.66,1,1,1,NA,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,"11.10%",1,0,1,3,4,3,3,5,"71.40%",33,3,1,0,"2.00%","71.40%","42.90%","0.00%",4.7,"14.30%","20.00%","0.00%",1,NA,0
"Jordan Irvine","STHLSK",60,66.19,"B",67.2,70.4,53.7,NA,3,0,1,0,1,6,1,15,0.03,0,2,1,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,5,4,2,1,"25.00%",1,0,0,0,"0.00%","0.00%","0.00%","25.00%",0.3,"0.00%","50.00%","50.00%",0,NA,1
"Colter Petre","MONTANA ST",34,66.18,"B",70.5,67,71.6,NA,3,0,1,0,0,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Ta'Shaun Sims","ALABAMA ST",45,66.07,"B",69.9,66.6,70.7,NA,7,1,1,56.3,0,8,5,3,0.42,0,0,1,NA,0,1,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,"12.50%",1,1,0,1,2,1,1,1,"50.00%",5,1,1,0,"0.00%","0.00%","50.00%","0.00%",2.5,"50.00%","14.30%","0.00%",0,NA,0
"Jean-Christophe Vital Cloutier","MERCYHURST",29,66.04,"B",69.2,65.5,70.4,NA,3,0,0,0,0,9.33,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Cyler Christmas","SE MO ST",21,66.01,"B",69,63.7,70.6,NA,3,2,1,0,0,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Anthony Baxter","FL A&M",21,65.96,"B",70.9,63.7,72.2,NA,3,1,2,0,0,2.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jaquavus Hallman","TEXAS STHN",48,65.51,"B",71,75.1,58.6,59.7,6,0,1,42.4,0,11.67,7,16,0.27,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,0,1,0,1,1,"33.30%",7,0,0,0,"0.00%","0.00%","0.00%","0.00%",2.3,"0.00%","25.00%","0.00%",0,NA,0
"Donald Johnson Jr.","SOUTHERN U",69,65.46,"B",70.2,68.1,65,72.4,3,0,2,56.3,0,0,4.3,8,0.29,0,2,0,NA,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",0,0,1,0,2,2,3,3,"50.00%",13,0,1,0,"0.00%","0.00%","0.00%","0.00%",2.2,"16.70%","0.00%","0.00%",0,NA,0
"Jamari Stokes","MS VLY ST",45,65.38,"B",73.3,74.4,65.7,NA,3,0,2,43.8,1,4.5,4,3,0.18,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",1,0,0,0,2,1,2,1,"100%",4,0,0,0,"0.00%","0.00%","0.00%","100%",4,"0.00%","33.30%","50.00%",0,NA,1
"Taye Proctor","DRAKE",31,65.26,"B",68.8,66.7,67.9,58.8,3,0,0,0,0,8.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Joshua Cruz","NEW HAMP",19,65.15,"B",68.6,65.7,67.2,NA,3,0,0,0,0,11.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Eric Taylor","TENN TECH",28,65.14,"B",73.2,72.1,67.4,60,4,2,1,79.2,0,25,2,-3,0.14,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,1,1,"100%",2,0,0,0,"0.00%","0.00%","0.00%","0.00%",2,"0.00%","0.00%","0.00%",0,NA,0
"Cam Smith","YNGTOWN ST",22,65.06,"B",62.5,60.1,64.5,NA,3,1,1,39.6,0,22,0,33,0,1,1,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","33.30%",0,NA,0
"Josh Brown","E ILLINOIS",25,65,"B",67.3,68.1,61.9,NA,5,0,1,0,0,11,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Menyelek Pilgrim","CHISTA",16,64.97,"B",66.3,67.6,59.5,NA,4,1,0,0,0,9,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Sharmari Reed","SCAR STATE",42,64.9,"B",63.6,58.5,76,57.1,6,2,2,42.4,0,-2,9,18,0.41,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"14.30%",1,1,0,2,3,2,1,1,"33.30%",9,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","25.00%","0.00%",0,NA,0
"Aaron Woodard","PRVIEW A&M",31,64.89,"B",73.8,74.2,61.7,NA,1,0,0,39.6,0,0,9,4.8,0.38,0,2,0,NA,0,1,0,NA,0,0,0,0,0,2,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,1,1,"25.00%",9,0,1,0,"0.00%","0.00%","0.00%","0.00%",2.3,"25.00%","0.00%","0.00%",0,NA,0
"Shoes Brinkley","N ARIZONA",44,64.43,"B",75.5,73.8,71.5,NA,9,3,0,97.9,0,7,7.5,0.5,0.54,2,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,3,0,0,0,2,"100%",15,1,0,0,"0.00%","0.00%","50.00%","0.00%",7.5,"0.00%","0.00%","0.00%",0,NA,0
"Caden Dowler","MONTANA ST",28,64.37,"B",83,63.4,63.5,90.6,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,50,NA,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Jamari Mosley","TXAMEA",35,64.34,"B",68.1,71.4,55.5,NA,3,1,1,39.6,0,3,0,19,0,1,1,0,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,"0.00%",0,0,0,1,2,1,2,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"50.00%","0.00%","0.00%",0,NA,0
"Walker Blair","LEHIGH",17,64.26,"B",68.9,63.5,65.5,65.7,2,0,1,0,0,5,0,0,0,0,0,0,NA,0,0,0,16.7,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",1,0,1,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Wes Johnston","WAGNER",50,64.22,"B",67.1,67.8,62.1,NA,3,1,0,0,0,9,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Spencer Halvorson","DRAKE",20,64.16,"B",65.4,65.6,64.9,55.7,2,0,1,0,0,13,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Bryce McDonald","LAMAR",24,64.11,"B",70.5,66.5,72.7,59.5,6,1,1,58.3,1,10.67,14.5,-2,3.22,0,1,0,NA,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,2,2,2,"66.70%",29,2,0,0,"11.10%","66.70%","66.70%","33.30%",9.7,"0.00%","0.00%","0.00%",0,NA,1
"Cade Ellis","WM & MARY",70,64.03,"B",64.1,64,62.1,NA,5,0,2,31.3,1,9.33,13,6,0.55,0,2,1,NA,1,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,"28.60%",1,1,0,0,3,2,1,2,"50.00%",26,1,0,0,"2.10%","0.00%","25.00%","25.00%",6.5,"0.00%","25.00%","33.30%",0,NA,1
"Shamar Williams","WAGNER",47,64,"B",74.5,74.4,67.9,NA,5,0,3,79.2,0,5.5,2.3,1.3,0.25,0,0,0,NA,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,"0.00%",1,2,0,0,1,1,2,3,"100%",7,1,0,0,"0.00%","0.00%","33.30%","0.00%",2.3,"0.00%","0.00%","0.00%",0,NA,0
"Tre' McLeod","CITADEL",24,63.98,"B",66.7,65.1,64.8,NA,1,0,0,0,0,18,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Trevian Tribble","WEBER ST",51,63.76,"B",61.9,67.1,55.8,NA,10,1,4,0,0,4.43,0,0,0,0,0,3,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"23.10%",4,1,0,1,3,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","27.30%","0.00%",0,NA,0
"Jeremiah Lewis","SACR HEART",22,63.46,"B",66.7,65.5,63.2,NA,1,0,0,0,0,18,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Casey Midcap","DRAKE",28,63.45,"B",67.3,64.9,67.7,NA,2,1,0,0,0,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Javaris Jones","FURMAN",19,63.37,"B",67.4,63.6,67.2,59.3,3,0,0,0,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Tazion McQueen","MOREHEAD",25,63.21,"B",78.9,79.9,60,NA,4,1,1,106.3,1,0,17.5,13,3.68,1,1,0,NA,0,1,1,NA,0,0,1,1,0,1,0,0,0,0,0,0,"0.00%",0,1,0,1,3,3,3,4,"66.70%",70,2,1,0,"5.30%","0.00%","33.30%","16.70%",11.7,"16.70%","0.00%","0.00%",0,NA,1
"Timothy Jasper","ALCORN ST",79,63.04,"B",63.6,67.1,58.2,NA,12,3,1,39.6,0,8.5,0,9,0,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",1,0,0,3,5,1,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%","8.30%","50.00%",0,NA,0
"Drew Minich","FORDHAM",67,63.01,"B",69,65.8,71.7,59.9,8,4,2,94.8,0,2,6.8,3.3,0.93,3,0,0,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"11.10%",1,1,0,4,2,2,1,4,"100%",27,1,0,0,"0.00%","25.00%","25.00%","0.00%",6.8,"0.00%","0.00%","16.70%",0,NA,0
"Tremel States-Jones","RHODE ISLD",16,62.97,"B",66.6,62.1,65.9,NA,2,1,0,0,0,11,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Amir Williams","MS VLY ST",15,62.9,"B",67.4,60,68.4,NA,3,0,0,0,0,12.67,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Wyatt Mueller","ILL STATE",22,62.75,"B",60.2,59.7,63.4,55.2,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0.00%",0,0,1,1,2,2,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jorge Valdes","INDIANA ST",23,62.74,"B",64.4,65.7,60.8,NA,5,1,0,0,0,9.33,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","20.00%","0.00%",0,NA,0
"Kwantre' Harry","SCAR STATE",32,62.58,"B",69.8,76.1,46.8,58.6,3,1,1,39.6,0,0,0,34,0,1,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"25.00%",0,1,0,1,1,0,2,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%","100%","0.00%",0,NA,0
"O'Marion Lewis","CAMPBELL",60,62.35,"B",65.9,62.7,72.7,NA,6,1,2,60.4,0,3.33,22,23.3,0.47,1,1,0,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,1,2,2,1,1,"33.30%",22,1,1,0,"2.10%","0.00%","33.30%","0.00%",7.3,"33.30%","0.00%","0.00%",0,NA,0
"Javon Davis","MCNEESE",24,62.3,"B",68.3,64.7,69.1,NA,1,0,1,0,0,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jeff Banks","DUQUESNE",31,62.3,"B",65,62.6,65.3,NA,4,1,2,0,0,5.67,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",2,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","20.00%","0.00%",0,NA,0
"Darius Bean","HOUCHR",50,62.28,"B",59.1,62.5,57,NA,8,2,1,0,0,9.67,0,0,0,0,0,3,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"27.30%",1,1,0,2,4,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","27.30%","0.00%",0,NA,0
"Erick Franklin","MCNEESE",17,61.77,"B",65.2,63.2,64.2,NA,2,0,1,0,0,1.5,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Craig Murphy","CAMPBELL",19,61.61,"B",71.2,70.8,60,NA,NA,0,0,39.6,0,0,0,42,0,NA,1,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"TJ Hill","LEHIGH",15,61.52,"B",60.4,52.4,60.9,71.9,3,1,1,39.6,0,11,0,6,0,1,0,0,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,1,"0.00%",0,0,1,1,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Isaiah Summerlin","DUQUESNE",16,61.03,"B",58.1,NA,57.5,NA,3,2,0,NA,NA,12,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00%","0.00%",0,NA,0
"Ta'Ron Haile","AUSTINPEAY",55,60.92,"B",68.2,65.8,69.6,NA,7,1,0,58.3,0,11,7,7.5,0.25,0,1,0,NA,1,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,"12.50%",0,0,0,1,1,1,0,1,"50.00%",7,0,0,0,"0.00%","100%","0.00%","0.00%",3.5,"0.00%","0.00%","20.00%",0,NA,0
"Mikhail Benner","N COLORADO",18,60.7,"B",68.3,65.3,67.4,NA,3,0,1,39.6,0,8.5,0,-1,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
