"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Chandler Perry","CHARLES SO",25,74.18,"B",70.2,66,67.7,67.5,3,2,0,NA,83.3,0,0.5,0.57,4,17,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,"0.00%",0,0,2,2,0,0,1,2,"100%",8,0,0,"0.00%","50.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,12.5,1,0,0
"Robert Dickerson","TENN TECH",15,74.17,"B",67.9,63.3,68.4,NA,3,2,0,NA,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Carmaro Mayo","TXAMEA",35,74.11,"B",70.7,71.1,65,NA,3,2,0,NA,39.6,0,7,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,2,1,0,1,0,"0.00%",0,0,1,"0.00%","0.00%","0.00%","0.00%","100%","25.00%","0.00%",1,0,0,0,NA,0,0,0
"Mohammed Bility","PRVIEW A&M",26,74.06,"B",68.6,65.6,69.5,NA,2,2,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Kanijal Thomas","N ALABAMA",76,74.04,"B",57.4,52.9,74.2,NA,9,2,2,NA,55.7,1,13.1,0.98,14.3,4,0,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,"10.00%",2,1,0,2,5,5,0,3,"37.50%",43,2,1,"2.30%","37.50%","25.00%","0.00%","12.50%","0.00%","16.70%",9,0,0,2,NA,0,0,1
"Isaiah Watts","MOREHEAD",15,74.04,"B",73.9,80.3,47.8,NA,2,0,1,NA,0,0,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,1,0,2,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","100%","0.00%","100%","0.00%",2,0,1,0,NA,0,0,0
"Versie Walker","TXAMEA",17,74.03,"B",68,62.8,69.8,59.5,3,2,0,NA,0,0,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"25.00%",0,0,1,2,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","25.00%","0.00%",1,0,0,0,25,1,0,0
"Anez Jordan","MERCYHURST",41,73.65,"B",69.5,68.3,66.7,NA,1,0,0,NA,39.6,1,27,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,1,1,0,"0.00%",0,0,1,"0.00%","0.00%","0.00%","0.00%","100%","0.00%","100%",1,0,0,0,NA,0,0,0
"Emmanuel Lane","MERCER",27,73.38,"B",72.2,68,75.1,NA,3,0,2,NA,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,1,1,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","33.30%",2,0,0,0,NA,0,0,0
"Sabin McLaughlin","GARD-WEBB",31,72.97,"B",74.4,71.9,70.5,NA,4,1,2,NA,79.2,0,0,0.18,3,-12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,1,0,0,1,1,"100%",3,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Marcus Samuels","SCAR STATE",36,72.47,"B",73.2,72.5,65.6,NA,7,2,2,NA,102.1,0,5.5,0.81,8.5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,2,2,"100%",17,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Kenyatta Fleet","MCNEESE",40,72.42,"B",63.9,63.4,75,60,8,2,0,NA,78.6,1,7.1,2.04,9.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,4,4,1,5,"62.50%",47,4,1,"0.00%","0.00%","50.00%","0.00%","12.50%","0.00%","0.00%",4,0,0,1,0,0,0,0
"Cee Rhodes","TENN TECH",40,72.31,"B",68.4,66.6,68,NA,2,1,0,NA,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Takhari Carr","MONTANA ST",37,72.3,"B",74.2,72.2,71.4,NA,3,2,1,NA,87.5,0,-0.5,0.59,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,1,2,"100%",10,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Keyshawn Jackson","CHATTNOOGA",61,72.28,"B",71.9,70.5,70,NA,7,2,2,NA,112.5,0,3,0.31,11,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,1,1,"100%",11,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",6,0,0,0,NA,0,0,0
"Elijah McDowell","SAMFORD",55,72.08,"B",67.1,64.5,71.9,60,5,2,1,NA,64.6,0,10.8,0.74,10,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,1,1,0,2,"50.00%",20,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",2,0,1,2,0,0,0,0
"Dashawn Long","WAGNER",47,72.04,"B",79.7,82.6,53.9,NA,5,0,3,NA,93.8,0,7,1.39,7.8,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0.00%",0,1,0,0,3,2,3,5,"83.30%",39,2,0,"7.10%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",5,0,0,1,NA,0,0,2
"Nicholas Humphries","DRAKE",63,71.97,"B",70.3,70.2,67.9,56.9,4,0,0,NA,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,0,0,0,0
"Shaun Niu Jr.","UTAHTC",41,71.8,"B",66.1,67,62.9,59.9,3,2,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,0,0,0,0
"Alonzo Riddick","FORDHAM",32,71.73,"B",62.5,57,71.3,NA,7,1,2,NA,64.6,1,12.5,1.67,10,4.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",2,0,0,1,3,3,1,2,"50.00%",20,1,1,"0.00%","25.00%","25.00%","0.00%","25.00%","0.00%","0.00%",4,0,0,1,NA,0,0,0
"Steven Davis II","NC A&T",53,71.69,"B",69.3,68.3,67.2,NA,5,1,2,NA,64.6,0,9,0.48,4.3,2,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,"28.60%",1,1,0,1,3,2,3,3,"60.00%",13,0,2,"0.00%","20.00%","0.00%","0.00%","40.00%","33.30%","25.00%",7,0,0,0,NA,0,0,0
"Elijah Mathis","MONMOUTH",42,71.62,"B",71.9,71.8,63.4,NA,2,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Kenneth Ford","SE LA",32,71.62,"B",69.2,63.8,71.1,NA,4,0,2,NA,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Jivon Oggs","E TENN ST",18,71.53,"B",70.3,64.6,72.6,60,1,0,1,NA,39.6,0,1,0,0,-4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0.00%",1,1,1,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,50,1,0,0
"Omar Miller","VA MILT IN",24,71.46,"B",68.3,65.4,68.3,NA,2,1,0,NA,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Caleb Holmes","LAMAR",42,71.4,"B",70.2,71.9,61.2,NA,4,0,2,NA,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,0,1,0,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","25.00%","0.00%",3,0,0,0,NA,0,0,0
"Troy Bean","CAL POLY",46,71.3,"B",69.5,82.5,53.7,47.9,6,1,1,NA,45.8,0,8,1,10,4.33,1,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,"33.30%",1,0,2,1,4,1,1,2,"66.70%",20,1,0,"0.00%","0.00%","33.30%","33.30%","0.00%","20.00%","50.00%",6,0,1,0,10,2,0,0
"Kamden Wyatt","MERRIMACK",34,71.24,"B",71.1,69,61.3,69.6,1,0,0,NA,62.5,1,5.5,0.75,9,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,"0.00%",0,0,1,0,1,1,1,2,"50.00%",18,1,1,"0.00%","50.00%","25.00%","0.00%","25.00%","0.00%","0.00%",1,0,0,1,25,1,0,0
"Amari McGill","MURRAY ST",31,70.51,"B",69.4,67.4,68.5,NA,4,0,2,NA,42.4,0,17.7,0.13,2,4.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,0,1,1,1,1,"33.30%",2,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","33.30%",3,0,0,2,NA,0,0,0
"Tayden Gray","MONTANA ST",26,70.39,"B",69.1,65.7,69.6,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Amori McNeil","MONMOUTH",39,70.23,"B",68,65.8,70.1,58.6,2,0,2,NA,42.4,0,4.3,0.18,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,1,1,1,"33.30%",4,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,2,0,0,0,0
"Cole Walker","WOFFORD",69,70.13,"B",61.8,60.6,65.8,NA,7,0,3,NA,61.6,1,13.6,1.24,11.4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,5,5,1,5,"45.50%",57,4,1,"4.30%","0.00%","36.40%","0.00%","9.10%","0.00%","0.00%",6,0,0,3,NA,0,0,2
"Troy Santa Marina Jr.","NWSTATE",15,70.07,"B",70.5,64.1,72.3,NA,2,0,1,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Zach Coleman","INDIANA ST",34,69.92,"B",69.7,69.7,63.5,NA,3,1,0,NA,79.2,1,15.5,1.06,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,1,1,"50.00%",17,1,1,"6.30%","0.00%","50.00%","0.00%","50.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Brendan Robinson","WM & MARY",20,69.61,"B",69.5,69,60,NA,2,1,0,NA,60.4,1,4.5,0.47,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,1,1,"50.00%",8,0,1,"0.00%","0.00%","0.00%","0.00%","50.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"James Gamble V","MORGAN ST",27,69.5,"B",68.2,66,67.3,NA,1,0,0,NA,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Curtis Whiting","SACR HEART",15,69.42,"B",71,65.3,70,58.6,2,0,1,NA,39.6,0,6,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,0,0,0,0
"Jayden Hancock","CHARLES SO",47,69.39,"B",72.5,72.8,62.4,60,4,1,2,NA,85.4,0,2.3,0.6,4.5,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,"0.00%",0,1,0,1,1,1,2,4,"100%",18,3,0,"0.00%","50.00%","75.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,0,0,0,0
"Terahiti Wolfe","PORTLAND",33,69.26,"B",64.8,67.1,59.1,NA,4,1,2,NA,39.6,0,21,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",2,0,0,1,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","25.00%","0.00%",2,0,0,1,NA,0,0,0
"Julian Green","HOWARD",54,69.25,"B",71.5,71.4,63.2,NA,5,0,2,NA,66.9,0,10.3,1.21,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,3,5,"55.60%",40,1,2,"0.00%","0.00%","11.10%","0.00%","22.20%","0.00%","0.00%",5,0,0,2,NA,0,0,0
"Byron Davis","TENN STATE",31,69.22,"B",69,74.4,46.2,NA,NA,0,0,NA,39.6,1,14,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,0,1,0,"0.00%",0,0,1,"0.00%","0.00%","0.00%","0.00%","100%",NA,NA,0,0,0,0,NA,0,0,0
"Josh Wiggins","HOUCHR",57,69.22,"B",65.9,66.3,63.3,NA,5,1,1,NA,39.6,0,4,0,0,9.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,1,0,0,0,"0.00%",0,0,0,"0.00%","100%","0.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,1,NA,0,0,0
"Jacoby Davis","ABILENE CH",41,69.01,"B",62,60.7,64.8,NA,6,3,1,NA,39.6,0,10,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,3,3,2,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","25.00%","25.00%",3,0,0,1,NA,0,0,0
"Tommie Anderson","SOUTHERN U",29,68.99,"B",63.6,61,68,NA,2,0,0,NA,39.6,0,29,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,2,NA,0,0,0
"Romero Lavalais Jr.","ALBANY",28,68.79,"B",64.9,63.6,64.2,NA,1,0,0,NA,79.2,1,9.7,0.28,5,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,2,1,"16.70%",5,1,2,"0.00%","0.00%","16.70%","0.00%","33.30%","0.00%","0.00%",0,0,0,2,NA,0,0,0
"James Monds III","DUQUESNE",38,68.73,"B",68.1,62.4,70,NA,3,0,0,NA,0,0,0,0,0,17.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Dayshawn McGee","SE LA",21,68.37,"B",69.6,64.3,71.2,NA,2,0,0,NA,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"AK Burrell","FURMAN",46,68.36,"B",59.9,55.4,69,56.1,5,1,3,NA,0,0,0,0,0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",3,0,0,1,4,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",6,0,0,0,0,0,0,0
"CJ Gilmore","E TENN ST",59,68.22,"B",72.2,70.1,70.5,NA,3,0,1,NA,56.3,0,9.7,1,5.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,2,3,"50.00%",16,1,0,"0.00%","0.00%","16.70%","0.00%","0.00%","0.00%","0.00%",1,0,0,3,NA,0,0,0
"Isaiah Pinks","N IOWA",71,68.18,"B",70.9,70.6,64.9,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Aa'zoriyon Bonner","W ILLINOIS",30,67.96,"B",60.5,64.5,66.1,56.4,4,2,1,NA,136.1,1,17.7,2.33,14,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,"0.00%",0,0,1,2,2,1,1,2,"66.70%",28,1,1,"8.30%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",2,0,0,0,0,0,0,1
"Kian Kelly","BUTLER",29,67.72,"B",67,67.7,61.8,58.3,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0.00%",0,0,1,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,50,1,0,0
"Amyrion Mingo","MCNEESE",29,67.43,"B",69.1,65.4,61.8,60,NA,0,0,NA,39.6,0,18,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,1,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,1,0,0,1,50,1,0,0
"Jameson Wharton","TENN TECH",29,67.02,"B",65.1,65.9,63,55.6,NA,0,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,1,0,1,0,0,0,0,0
"Donavin Green","MS VLY ST",40,66.99,"B",62.3,57.6,73.3,NA,3,1,2,NA,58.3,0,19,0.41,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,2,1,1,"50.00%",7,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Wendell Smith","TENN MARTN",23,66.93,"B",68.1,67.1,61.2,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Lono Solomon","PORTLAND",58,66.89,"B",61.6,61.5,58.9,66.1,7,3,2,NA,62.5,0,7.5,0.35,9,3.25,1,0,2,3,3,0,1,2,1,0,0,0,1,0,0,0,0,"41.70%",2,2,1,3,6,3,3,1,"50.00%",9,1,0,"0.00%","50.00%","50.00%","50.00%","0.00%","30.00%","100%",8,0,1,0,0,0,0,0
"Quan Peterson","AUSTINPEAY",25,66.86,"B",67.3,64.6,67.3,60,2,0,0,NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,0
"Taylor Smallwood","GARD-WEBB",45,66.75,"B",64.5,69.2,50.1,58.3,4,1,1,NA,0,1,0,0,0,4.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,1,3,1,1,0,"0.00%",0,0,1,"0.00%","0.00%","0.00%","0.00%","0.00%","25.00%","50.00%",3,0,0,0,0,0,0,0
"Tahseen Howard","ROB MORRIS",67,66.74,"B",67.1,63.5,76.5,NA,4,0,2,NA,60.4,0,8,0.36,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,0,2,2,0,2,"50.00%",16,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,2,NA,0,0,0
"Dallas Johnson","N ALABAMA",50,66.74,"B",64.2,61.9,68.4,NA,4,0,0,NA,39.6,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,3,NA,0,0,0
"Kai Callen","IDAHO ST",71,66.39,"B",66.3,65.7,65.5,58.8,1,0,0,NA,47.9,1,5,0.26,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,1,"33.30%",13,1,1,"0.00%","33.30%","33.30%","0.00%","33.30%","0.00%","0.00%",0,0,0,0,0,0,0,0
"Quinton Griffin","MOREHEAD",31,66.38,"B",70.8,67.5,71.7,NA,2,2,0,NA,83.3,0,-2,0.17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,1,"100%",4,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Jackson Daniels","IDAHO ST",94,66.36,"B",65.7,66.1,59.4,NA,7,1,2,NA,60.4,1,12.9,0.86,10.8,6,0,1,3,0,1,1,0,0,7,0,1,0,0,0,0,0,0,"36.40%",1,0,0,1,7,6,4,5,"45.50%",54,4,1,"0.00%","63.60%","36.40%","0.00%","9.10%","25.00%","42.90%",9,0,0,2,NA,0,0,0
"Jamaree Gibson","MAINE",59,66.2,"B",72.1,70.5,70.6,59.7,4,0,0,NA,134.7,1,13.7,0.96,13.5,17.33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,2,"66.70%",27,2,1,"3.60%","33.30%","66.70%","0.00%","33.30%","0.00%","0.00%",2,0,0,1,0,0,0,1
"Dillon Conway","E ILLINOIS",25,66.06,"B",61.8,57.5,68.7,NA,4,1,0,NA,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Carter Hewitt","TXRG",28,65.99,"B",66.6,69.1,49.3,65.3,3,0,0,NA,84,1,12.3,1.58,9.5,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"0.00%",0,0,1,0,2,1,1,2,"66.70%",19,1,1,"0.00%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",2,0,0,0,50,0,0,0
"Nick Collins Jr.","DUQUESNE",15,65.99,"B",62.1,NA,62.3,NA,3,1,0,NA,NA,0,NA,NA,NA,8,NA,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00%","0.00%",2,0,0,NA,NA,0,0,NA
"Jakobi Spence","SO UTAH",61,65.95,"B",67.8,69.5,53.8,NA,1,0,2,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Zach Williams","ALABAMA ST",25,65.83,"B",64.7,65.1,63,58.3,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,0,0,0,0
"Jackson Waid","TXRG",42,65.81,"B",65.1,58,76.2,59.4,6,3,1,NA,91.7,0,1,1.14,6,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,3,2,2,0,4,"100%",24,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,0
