"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Jaxton Helmstetler","PORTLAND",84,38.6,"D","LB",2026,"Big Sky",44,51.3,72.8,39.2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,13,2,"0","0.00%",0,41,2.75,"17.10%","12.20%",7,41,7,"100%",111,15.9,1,4,0,0,158.3,2.71,2,"31.70%",0,6,0,6,0,"4.90%","85.70%","57.10%","0.00%",15.9,2.4,"0.00%",6,8,"27.30%",4,1,1,"14.30%",4,2,1,0,0,"50.00%",11,11,2,0,2,"FCS",39,NA,NA,NA,39
"Ethan Carson","HARVARD",46,38.6,"D","LB",2026,"Ivy",56.6,69.6,65.5,44.8,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,3,12,"16.70%","8.30%",4.2,13,8.33,"0","0",0,21,4,"80.00%",49,12.3,0,3,0,0,107.5,2.33,1,"66.70%",0,0,0,3,0,"4.80%","0.00%","60.00%","0.00%",9.8,7,"0.00%",1,7,"0.00%",2,2,0,"0.00%",3,1,0,0,0,"0.00%",7,7,1,2,0,"FCS",210,NA,NA,NA,210
"Kennon Loftin","NICHOLLS",36,38.58,"D","LB",2026,"Southland",64.5,59.1,59.1,66.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"0","0.00%",0,13,14,"15.40%","7.70%",2,22,2,"100%",11,5.5,0,0,0,0,89.6,0.5,0,"40.90%",0,2,0,1,1,"0.00%","100%","0.00%","0.00%",5.5,2,"0.00%",1,7,"12.50%",4,0,0,"20.00%",1,3,1,0,0,"0.00%",8,8,1,2,0,"FCS",201,NA,NA,NA,201
"Reginald Allen Jr.","TENN MARTN",21,38.37,"D","LB",2026,"Big South - OVC Football Association",68.6,67,55.7,66.8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"0","0.00%",0,8,5,"12.50%","25.00%",1,10,0,"0.00%",0,0,0,0,0,0,0,0,0,"30.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",8,6,"0.00%",4,0,0,"0.00%",1,3,0,1,0,"0.00%",6,6,1,1,0,"FCS",73,NA,NA,NA,73
"Trevor Barry","NEW HAMP",67,38.22,"D","LB",2026,"CAA",54,62.3,54.9,54.2,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,4,"0","0.00%",0,41,4.6,"12.20%","9.80%",5,22,1,"100%",13,13,1,1,0,0,158.3,0.59,0,"63.60%",0,0,0,2,1,"0.00%","0.00%","100%","0.00%",13,19,"0.00%",42,10,"23.10%",4,3,1,"18.20%",5,4,2,1,0,"50.00%",12,13,0,1,1,"FCS",184,NA,NA,NA,184
"Kyle Vocque","CENT ARK",45,38.19,"D","LB",2026,"United Athletic",65.6,73.9,76.3,52.1,1,1,1,0,0,1,3,4,0,0,0,0,0,0,0,1,2,4,3,4,"25.00%","25.00%",12.5,20,6.33,"0","5.00%",0,21,2,"100%",22,11,0,1,0,0,112.5,1.05,0,"61.90%",0,0,0,3,2,"0.00%","0.00%","50.00%","0.00%",11,1.5,"0.00%",51,5,"28.60%",1,0,0,"0.00%",3,1,0,1,0,"66.70%",7,7,0,1,2,"FCS",193,NA,NA,NA,193
"Rajahn Cooper","MERRIMACK",35,37.89,"D","LB",2026,"IND (FCS)",60.1,70.8,59.3,51.4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,2,"0","50.00%",25,18,13,"5.60%","11.10%",1,15,2,"100%",66,33,0,2,0,0,118.8,4.4,1,"33.30%",0,0,0,2,0,"6.70%","0.00%","100%","0.00%",33,5,"0.00%",5,4,"20.00%",2,0,0,"0.00%",1,2,0,0,0,"50.00%",5,5,0,1,1,"FCS",49,NA,NA,NA,49
"Kyle Elphick","STETSON",20,37.78,"D","LB",2026,"Pioneer",72.5,75.4,NA,63.4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,9,0,"0","11.10%",0,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"63.60%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,2,"0.00%",1,1,1,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",117,NA,NA,NA,117
"Jesse Schutzman","YALE",59,37.74,"D","LB",2026,"Ivy",63.3,78.6,53,52.1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,3,2,11,"0","18.20%",9.1,26,7,"0","3.90%",0,22,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"72.70%",0,0,1,2,0,"0.00%","0.00%","0.00%","0.00%",0,7,"0.00%",50,6,"0.00%",3,0,0,"0.00%",3,3,0,0,0,"0.00%",6,6,0,0,0,"FCS",106,NA,NA,NA,106
"Shane Hulmes","BUCKNELL",63,37.68,"D","LB",2026,"Patriot",69.5,73.8,46.6,67.8,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,6,2,6,"0","16.70%",8.3,34,4.75,"0","2.90%",0,23,3,"60.00%",32,10.7,0,1,0,1,78.8,1.39,1,"60.90%",0,0,1,1,1,"4.30%","0.00%","20.00%","0.00%",6.4,3.8,"20.00%",46,5,"16.70%",0,1,0,"0.00%",4,0,0,0,0,"50.00%",6,6,0,1,1,"FCS",269,NA,NA,NA,269
"Jacob Staton","CENT CT ST",54,37.45,"D","LB",2026,"Northeast",57.4,45.9,55.4,68.5,0,2,2,0,0,0,2,2,0,1,1,0,0,0,0,2,0,4,7,3,"0","0.00%",0,28,2.5,"17.90%","3.60%",5,23,3,"100%",51,17,0,2,1,1,79.2,2.22,1,"34.80%",0,0,0,2,3,"4.30%","0.00%","66.70%","33.30%",17,6.3,"33.30%",23,6,"14.30%",2,1,0,"25.00%",2,1,1,1,0,"0.00%",7,7,1,2,0,"FCS",159,NA,NA,NA,159
"EJ Segrest","NICHOLLS",19,37.26,"D","LB",2026,"Southland",76.5,76.9,NA,65.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,9,7.5,"0","22.20%",0,10,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",44,5,"0.00%",2,0,0,"0.00%",2,2,0,0,0,"0.00%",5,5,0,1,0,"FCS",278,NA,NA,NA,278
"Sam McCormick","PRINCETON",23,36.81,"D","LB",2026,"Ivy",71.1,61.5,NA,72.3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,NA,NA,NA,NA,10,2.67,"30.00%","20.00%",3,13,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"53.80%",0,0,1,0,1,"0.00%","0.00%","0.00%","0.00%",0,12,"100%",40,5,"0.00%",1,2,0,"0.00%",3,1,0,0,0,"0.00%",5,5,0,1,0,"FCS",163,NA,NA,NA,163
"Roman Kupu","TXAMEA",16,36.74,"D","LB",2026,"Southland",64.9,64.2,NA,62.1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,NA,NA,11,2.5,"18.20%","18.20%",2,5,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"60.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,-1,"0.00%",5,4,"0.00%",0,3,1,"0.00%",4,0,0,0,0,"0.00%",4,4,0,0,0,"FCS",281,NA,NA,NA,281
"Acear Cornish","WAGNER",40,36.62,"D","LB",2026,"Northeast",67.1,80.3,55.5,55.3,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9,5,3,"0","33.30%",16.7,15,2.4,"20.00%","53.30%",3,22,2,"100%",7,3.5,0,0,0,0,81.3,0.32,0,"36.40%",0,2,0,2,0,"0.00%","100%","0.00%","0.00%",3.5,2.5,"0.00%",3,9,"25.00%",2,4,0,"12.50%",5,2,1,0,0,"50.00%",12,12,0,2,2,"FCS",138,NA,NA,NA,138
"Donavan Frederick","NC A&T",43,36.47,"D","LB",2026,"CAA",57.2,71.4,57.1,50.8,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,3,"0","0.00%",0,17,0,"5.90%","5.90%",1,23,3,"100%",33,11,0,0,0,0,112.5,1.43,1,"30.40%",0,0,0,2,1,"4.30%","0.00%","0.00%","0.00%",11,2,"0.00%",9,6,"0.00%",1,1,1,"0.00%",1,1,0,1,1,"0.00%",6,6,0,4,0,"FCS",246,NA,NA,NA,246
"Jameer Dudley","INCAR WORD",27,36.25,"D","LB",2026,"Southland",63,57.4,58.5,65.8,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,"0","0.00%",0,11,-2,"9.10%","9.10%",1,14,1,"100%",7,7,0,0,0,0,95.8,0.5,0,"57.10%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",7,3,"0.00%",24,4,"20.00%",2,1,1,"50.00%",1,0,1,0,0,"0.00%",5,5,2,1,0,"FCS",70,NA,NA,NA,70
"LJ Minner Jr.","SE MO ST",52,35.92,"D","LB",2026,"Big South - OVC Football Association",59.6,65.4,66.5,51.8,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,0,5,5,3,"0","0.00%",0,26,3.67,"11.50%","15.40%",3,23,2,"100%",37,18.5,0,2,0,0,118.8,1.61,1,"69.60%",0,0,0,2,1,"4.30%","0.00%","100%","0.00%",18.5,13.5,"0.00%",9,5,"16.70%",0,2,0,"25.00%",3,0,1,1,0,"0.00%",6,6,0,2,0,"FCS",262,NA,NA,NA,262
"Caden True","NEW HAMP",15,35.78,"D","LB",2026,"CAA",77.4,77.9,59.7,61.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"0","0.00%",0,11,3.33,"0","18.20%",0,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",22,5,"0.00%",2,1,0,"0.00%",3,2,0,0,0,"0.00%",5,5,0,0,0,"FCS",227,NA,NA,NA,227
"Connor Cronin","PRINCETON",25,35.76,"D","LB",2026,"Ivy",68.1,57.9,58.5,72.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"0","0.00%",0,14,13,"14.30%","7.10%",2,8,1,"100%",3,3,0,0,0,0,79.2,0.38,0,"50.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",3,4,"0.00%",2,5,"16.70%",3,0,0,"25.00%",1,2,1,0,0,"0.00%",5,6,1,1,0,"FCS",187,NA,NA,NA,187
"Cullen McShane","S DAK ST",50,35.43,"D","LB",2026,"Missouri Valley",48.6,48.5,74.8,45.3,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,5,2,"0","0.00%",0,15,4,"13.30%","6.70%",2,33,4,"66.70%",50,12.5,0,2,0,0,92.4,1.52,2,"54.50%",0.5,0,1,3,2,"6.10%","0.00%","33.30%","0.00%",8.3,9.5,"0.00%",5,4,"20.00%",2,1,0,"0.00%",1,0,0,1,0,"25.00%",5,5,2,0,1,"FCS",43,NA,NA,NA,43
"Sam Ofurie","RHODE ISLD",21,34.51,"D","LB",2026,"CAA",76.5,81.4,58.5,62.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"0","0.00%",0,14,1,"0","14.30%",0,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,3,"0.00%",2,1,0,"0.00%",1,2,0,0,0,"0.00%",3,3,0,0,0,"FCS",4,NA,NA,NA,4
"Moe Passi","UTAHTC",38,34.26,"D","LB",2026,"Big Sky",62.2,59.2,56.3,65.2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,"0","0.00%",0,20,4.33,"10.00%","10.00%",2,14,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"57.10%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,10,"0.00%",28,6,"14.30%",2,2,0,"20.00%",3,1,1,0,0,"0.00%",7,7,1,1,0,"FCS",222,NA,NA,NA,222
"Chidu Bekee","W GEORGIA",28,34.19,"D","LB",2026,"United Athletic",73.2,74.9,56.9,65.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,"0","0.00%",0,15,3,"0","0",0,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"36.40%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",3,6,"0.00%",2,0,0,"0.00%",3,2,0,0,0,"0.00%",6,6,0,1,0,"FCS",154,NA,NA,NA,154
"Micah McNair","INDIANA ST",16,34.09,"D","LB",2026,"Missouri Valley",80.2,48.8,58.8,89.8,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,"0","0.00%",0,5,0,"20.00%","0",1,10,2,"66.70%",6,3,0,0,0,1,70.1,0.6,0,"80.00%",0,0,0,0,3,"0.00%","0.00%","0.00%","0.00%",2,2.7,"33.30%",16,2,"0.00%",0,0,0,"0.00%",0,0,0,2,1,"0.00%",2,2,0,2,0,"FCS",232,NA,NA,NA,232
"Alex Broshears","S ILLINOIS",17,33.96,"D","LB",2026,"Missouri Valley",77.1,72.1,59.4,70.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0.00%",0,10,4.5,"0","10.00%",0,6,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"50.00%",0,0,1,0,1,"0.00%","0.00%","0.00%","0.00%",0,-3,"0.00%",35,2,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",237,NA,NA,NA,237
"William Parton","LEHIGH",58,33.92,"D","LB",2026,"Patriot",61.6,73.2,61,58,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4,6,"16.70%","0.00%",0,24,3.43,"8.30%","12.50%",2,28,1,"100%",7,7,0,0,0,0,95.8,0.25,0,"57.10%",0,0,0,2,0,"0.00%","0.00%","0.00%","0.00%",7,6,"0.00%",10,9,"18.20%",1,3,0,"20.00%",7,1,2,1,0,"0.00%",11,11,0,1,0,"FCS",66,NA,NA,NA,66
"Eli Ennis","STF AUSTIN",46,33.81,"D","LB",2026,"Southland",69,63.2,56.1,70.5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,"0","0.00%",0,18,4,"5.60%","0",1,25,0,"0.00%",0,0,0,0,0,0,0,0,0,"72.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",4,6,"14.30%",3,1,0,"20.00%",1,3,1,2,0,"0.00%",7,7,0,2,0,"FCS",31,NA,NA,NA,31
"Tango McCauley Jr.","N ALABAMA",30,33.46,"D","LB",2026,"United Athletic",64.2,64.1,82.2,50.4,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,3,7,"42.90%","57.10%",28.6,5,0,"0","0",0,17,1,"50.00%",4,4,0,0,0,0,56.3,0.24,0,"82.30%",0,0,1,2,0,"0.00%","0.00%","0.00%","0.00%",2,7.5,"0.00%",1,1,"50.00%",1,0,0,"0.00%",0,0,0,0,0,"50.00%",2,2,1,0,1,"FCS",216,NA,NA,NA,216
"Sonny Vitale","TXAMEA",22,33.46,"D","LB",2026,"Southland",66.9,67.3,59.7,61.5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,"0","0.00%",0,15,2.33,"13.30%","20.00%",2,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",36,6,"25.00%",0,3,1,"25.00%",6,0,2,0,0,"0.00%",8,8,0,0,0,"FCS",280,NA,NA,NA,280
"Mike Hastie","MORGAN ST",22,33.39,"D","LB",2026,"MEAC",58.2,63.3,62.2,63,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,3,1,9,"0","11.10%",5.6,3,8,"0","0",0,10,1,"100%",9,9,0,0,0,0,104.2,0.9,0,"70.00%",0.5,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",9,5,"0.00%",11,2,"0.00%",0,0,0,"0.00%",1,0,0,1,0,"0.00%",2,2,0,0,0,"FCS",200,NA,NA,NA,200
"Cain Wallner","S DAKOTA",46,33.14,"D","LB",2026,"Missouri Valley",65.5,80,57.5,48.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,"0","0.00%",0,26,8.25,"0","3.90%",0,18,3,"100%",26,8.7,0,2,0,0,102.8,1.44,1,"38.90%",0,0,0,2,0,"5.60%","0.00%","66.70%","0.00%",8.7,2,"0.00%",11,6,"0.00%",2,1,0,"0.00%",4,2,0,0,0,"0.00%",6,6,0,0,0,"FCS",236,NA,NA,NA,236
"Brylan Jordan","TENN MARTN",60,33,"D","LB",2026,"Big South - OVC Football Association",59.2,69.7,64.2,46.9,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,4,7,"14.30%","14.30%",7.1,30,4,"3.30%","3.30%",1,23,3,"100%",34,11.3,0,2,0,0,113.9,1.48,1,"47.80%",0,0,0,3,0,"4.30%","0.00%","66.70%","0.00%",11.3,11,"0.00%",20,7,"12.50%",3,2,0,"14.30%",3,3,1,1,0,"0.00%",8,8,0,1,0,"FCS",265,NA,NA,NA,265
"Malik Brown","TENN MARTN",28,32.87,"D","LB",2026,"Big South - OVC Football Association",73.4,75.9,57.2,NA,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,11,"0","0.00%",0,17,2,"11.80%","17.60%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,"20.00%",2,2,0,"20.00%",2,2,1,0,0,"0.00%",5,5,0,0,0,"FCS",261,NA,NA,NA,261
"Vincent Busa","STHLSK",18,32.5,"D","LB",2026,"Northeast",65.4,65.4,80.9,53.7,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,2,1,"100%","100%",50,4,0,"0","0",0,13,2,"100%",11,5.5,0,1,0,0,89.6,0.85,0,"53.80%",0,0,0,2,2,"0.00%","0.00%","50.00%","0.00%",5.5,1,"0.00%",36,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,1,0,"FCS",218,NA,NA,NA,218
"Adrian Bowers","CHISTA",53,32.47,"D","LB",2026,"IND (FCS)",63.7,61.3,60.5,64.6,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,6,2,10,"0","0.00%",0,34,3.4,"5.90%","5.90%",2,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",17,6,"33.30%",0,2,1,"37.50%",5,0,3,0,0,"0.00%",9,9,0,1,0,"FCS",295,NA,NA,NA,295
"Seth Hampton","TOWSON",26,32.35,"D","LB",2026,"CAA",59.9,75,58,56.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,"0","0.00%",0,15,11.75,"13.30%","13.30%",2,9,2,"100%",14,7,0,1,0,0,95.8,1.56,0,"22.20%",0,0,0,1,0,"0.00%","0.00%","50.00%","0.00%",7,1.5,"0.00%",10,6,"0.00%",0,2,0,"0.00%",4,0,0,0,0,"0.00%",6,6,0,2,0,"FCS",51,NA,NA,NA,51
"Gary Seidenberger","STF AUSTIN",20,32.25,"D","LB",2026,"Southland",74,75,NA,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,16,6.5,"0","6.30%",0,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,3,"0.00%",1,0,0,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",273,NA,NA,NA,273
"Brendan Leal","WAGNER",52,31.99,"D","LB",2026,"Northeast",65.8,65.9,53.7,66.9,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,"0","0.00%",0,21,4,"19.10%","19.10%",4,21,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",4,8,"11.10%",1,4,0,"12.50%",6,1,1,0,0,"0.00%",9,9,0,1,0,"FCS",139,NA,NA,NA,139
"Ryan McKinnis","W CAROLINA",22,31.84,"D","LB",2026,"Southern",63.9,71,NA,57.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,10,0,"0","10.00%",0,12,2,"100%",5,2.5,0,0,0,0,79.2,0.42,0,"66.70%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",2.5,-3.5,"0.00%",8,2,"33.30%",1,1,1,"0.00%",1,0,0,0,0,"50.00%",3,3,1,0,1,"FCS",82,NA,NA,NA,82
"DeShaun Malone","CHISTA",45,31.75,"D","LB",2026,"IND (FCS)",66.4,64.3,56.2,67.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,"0","0.00%",0,27,1,"3.70%","3.70%",1,12,1,"100%",7,7,0,0,0,0,95.8,0.58,0,"83.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,-2,"0.00%",20,4,"0.00%",2,1,0,"0.00%",1,1,0,0,0,"0.00%",4,4,1,1,0,"FCS",296,NA,NA,NA,296
"Charlie Diedrich","NICHOLLS",20,31.58,"D","LB",2026,"Southland",75.4,74.2,NA,61.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,17,5,"0","11.80%",0,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",41,3,"0.00%",1,1,0,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",290,NA,NA,NA,290
"Jace Ward","PRVIEW A&M",39,31.52,"D","LB",2026,"SWAC",48.5,45.8,65.8,52.7,0,1,2,1,0,0,2,3,0,0,0,0,0,0,0,0,2,4,6,4,"25.00%","50.00%",37.5,20,6.5,"25.00%","0",5,15,1,"100%",45,45,0,1,0,0,118.8,3,1,"53.30%",0,0,0,1,0,"6.70%","0.00%","100%","0.00%",45,13,"0.00%",3,6,"14.30%",1,0,0,"25.00%",2,1,1,2,0,"0.00%",7,7,0,2,0,"FCS",69,NA,NA,NA,69
"Derek Hite","ELON",39,31.47,"D","LB",2026,"CAA",63.1,73.9,60,54.2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"0","0.00%",0,18,4.5,"5.60%","11.10%",1,20,2,"100%",14,7,0,1,0,0,95.8,0.7,0,"50.00%",0,0,0,2,0,"0.00%","0.00%","50.00%","0.00%",7,1.5,"0.00%",21,6,"25.00%",3,1,0,"0.00%",2,2,0,1,0,"50.00%",8,8,1,1,2,"FCS",257,NA,NA,NA,257
"Gerard Culotta","TARLETON",41,31.32,"D","LB",2026,"United Athletic",70.5,71.1,58.6,65,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"0","0.00%",0,22,3,"0","4.50%",0,17,0,"0.00%",0,0,0,0,0,0,0,0,0,"52.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,3,"0.00%",1,2,0,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",294,NA,NA,NA,294
"Cruz Hepburn","IDAHO",56,31.2,"D","LB",2026,"Big Sky",59.9,58.6,59.2,60.9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,"0","0.00%",0,34,4,"11.80%","5.90%",4,21,4,"100%",44,11,0,2,0,0,112.5,2.1,1,"38.10%",0,0,0,2,1,"4.80%","0.00%","50.00%","0.00%",11,2.8,"0.00%",44,9,"0.00%",1,2,0,"0.00%",3,1,0,1,0,"0.00%",9,9,0,5,0,"FCS",142,NA,NA,NA,142
"Owen Johnson","HARVARD",22,31.12,"D","LB",2026,"Ivy",64.1,67.7,56.2,61.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"0","0.00%",0,6,0,"0","16.70%",0,10,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"90.00%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",0,23,"0.00%",30,2,"0.00%",1,0,0,"0.00%",0,1,0,1,0,"0.00%",2,2,0,1,0,"FCS",101,NA,NA,NA,101
"Jabrelle Asberry","INCAR WORD",35,30.99,"D","LB",2026,"Southland",73.5,63.2,NA,74.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,16,1,"12.50%","6.30%",2,19,0,"0.00%",0,0,0,0,0,1,0,0,0,"57.90%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",22,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",214,NA,NA,NA,214
