"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Break.Up","Drops...Off.Targets.Receptions.Forced","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Interceptions","Pass.Stop","Average.Depth.of.Tackle","Assist.Tackles.on.Run.Plays","Plays.of.15..Yards.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Missed.Tackles.on.Pass.Plays","Touchdowns.Allowed","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Dropped.Int","Unblocked.Pass.Rush","Forced.Fumble","Beaten.Defender","Sacks","Fumble.Recovery","Pursuit.Pressure","Hits","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interception"
"DANIEL COBBS","BAYLOR",26,68.13,"B",72.1,73.7,62.6,56.5,NA,0,0,39.6,1,1,0,0,1,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,NA,NA,NA,0,1,0,0
"ZASHON RICH","KANSAS ST",51,68.06,"B",65.5,60,79.3,NA,3,1,2,78.1,1,1,1.14,16.5,10.5,0,0,3,1,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,1,2,0.5,33,1,1,0,0,0.035,0,0.25,0,8.3,0.25,0,0,3,0,2,0,0
"TAYON HOLLOWAY","LOUISVILLE",46,67.73,"B",77.2,77.4,62.6,NA,2,0,1,70.1,1,0,0.13,2,6.7,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.667,4,0,1,0,1,0,0.333,0,0,1.3,0.333,0,0,2,0,2,0,0
"CAYDEN DANIELS","VANDERBILT",55,67.65,"B",61.6,57.2,68.6,66.9,3,1,0,18.1,0,1,0.63,20,22.7,1,0,16,1,1,0,1,0,0,0,50,0,0,1,0,0,0,0,0,0,0.25,0,0,1,1,1,3,3,1,1,0.333,20,1,0,0,0,0.031,0,0.333,0.333,6.7,0,0,0.5,4,0,3,0,1
"PRESTON ASHLEY","COLORADO",18,67.59,"B",71.8,70.5,64.9,NA,1,1,0,39.6,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0
"JAVAN ROBINSON","WISCONSIN",54,67.35,"B",69.1,67.7,70.5,55.4,3,1,2,58.3,0,1,0.29,7,10,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,0,0,1,1,0,0,1,0.5,7,0,0,0,1,0,0.5,0,0,3.5,0,0.25,0,4,0,2,0,0
"HUDAURI HINES","PURDUE",68,67.21,"B",66.8,67.8,58.7,NA,2,1,0,39.6,1,2,0.34,11,11.3,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0.25,11,1,1,0,0,0,0,0.25,0,2.8,0.25,0,0,2,0,0,0,0
"RYLAND GANDY","INDIANA",34,66.99,"B",72.6,72.6,62.7,NA,2,0,1,42.4,1,0,0.45,9,5,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.333,9,1,1,0,0,0,0,0.333,0,3,0.333,0,0,2,0,1,0,0
"CHARLIE COMELLA","BOSTON COL",16,66.64,"B",64.8,71.2,47.7,NA,2,0,1,16.7,0,1,0.63,5,6.5,1,1,11,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,1,0,1,1,0.5,5,0,0,0,1,0,0.5,0,0.5,2.5,0,0.5,0,3,0,2,0,1
"JALYN CRAWFORD","OLE MISS",43,66.53,"B",71.9,71.8,65.5,NA,2,0,1,56.3,0,1,0.17,4,5,0,1,20,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,4,0,0,0,1,0,0.5,0,0,2,0,0,0,2,0,1,0,0
"BO MASCOE","TEXAS",52,66.47,"B",70.3,74.3,44.7,NA,1,0,0,39.6,0,1,0,0,14.8,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,1,0,1,0,0
"JD RHYM","HOUSTON",16,66.36,"B",73.6,70.8,61.4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JONTEZ WILLIAMS","USC",25,66.29,"B",62.9,58.5,70.6,NA,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"JAHMIR JOSEPH","PENN STATE",34,66.2,"B",68.5,68,63.2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"WILL JAMES","HOUSTON",24,65.96,"B",62.7,61.8,64,59.1,2,1,1,39.6,0,1,0,0,13.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.333,0,0,0,0,0,0,2,0,1,0,0
"JALEN TODD","KANSAS",61,65.76,"B",63.6,57.1,79.1,NA,5,3,1,100,0,1,0.31,8,19.5,0,0,0,3,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,0,1,0.5,8,1,0,0,0,0,0,0.5,0,4,0,0,0,5,0,2,0,0
"DAVIN CHANDLER","VANDERBILT",21,65.66,"B",73.3,72.9,60,NA,3,2,0,79.2,1,0,0.89,17,20.5,0,0,0,0,1,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0.5,17,0,1,0,0,0.053,0,0,0,8.5,0.5,0,0,3,0,1,0,0
"ELLIS ROBINSON IV","GEORGIA",23,65.48,"B",73.3,72.9,61.2,NA,4,0,1,76.3,2,0,2.23,9.7,9.2,0,1,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,0.6,29,2,2,0,0,0.077,0,0.4,0,5.8,0.4,0,0,4,0,4,0,0
"RAION STRADER","PITTSBURGH",43,65.47,"B",71,70.9,60,NA,4,1,0,59,1,1,0.57,21,19.7,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.333,21,1,1,0,0,0.027,0,0.333,0,7,0.333,0,0,4,0,3,0,0
"DARYUS DIXSON","PENN STATE",32,65.18,"B",71.1,70.8,63.2,NA,NA,0,0,39.6,0,2,0,0,6.5,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DAIQUAN WHITE","GA TECH",57,65.14,"B",63.6,67,52.3,NA,2,0,1,39.6,0,1,0.2,4,12.3,0,1,10,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.25,4,0,1,0,0,0,0,0,0,1,0.25,0,0,2,0,2,0,0
"JAYVEN WILLIAMS","BYU",39,65.01,"B",69.8,67.7,70.3,NA,5,1,2,85.4,0,1,1.54,10,6.2,0,1,2,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,4,0.667,40,2,1,0,0,0,0,0.333,0,6.7,0.167,0,0,5,0,3,0,0
"DEMARCO WARD","PITTSBURGH",27,65,"B",63.6,58.6,69.4,64.8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,0,1,0,1,0,0.333,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,0,0
"BRIAN NELSON II","NC STATE",31,64.93,"B",65.3,65,61.6,60,2,0,1,40.2,1,3,0.96,11,12.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0.286,22,1,1,0,1,0.043,0.143,0.143,0,3.1,0.143,0,0,2,0,2,0,0
"DYLAN ROBINSON","WASHINGTON",58,64.81,"B",74.9,74.8,66,60,5,1,1,69.6,0,0,1.31,12.8,12,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,4,0.8,51,3,0,0,0,0.026,0,0.6,0.2,10.2,0,0,0,5,0,4,0,1
"BRYCE WEST","WISCONSIN",56,64.77,"B",72.4,68.1,74.4,67.3,3,0,2,91.7,0,0,0.27,6,-3,0,1,2,0,0,0,0,0,0,0,16.7,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,6,0,0,0,1,0,1,0,0,6,0,0,0,3,0,4,1,0
"TRE POTEAT III","TENNESSEE",17,64.77,"B",67.1,65.4,63.9,NA,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MARCELLES WILLIAMS","USC",17,64.49,"B",67.8,66.5,63.4,NA,2,0,0,39.6,0,1,0,0,22,0,0,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"JAYDEN BELLAMY","UCF",49,64.46,"B",64,59.7,74.7,NA,4,3,0,53.5,0,1,0.65,17,16,0,0,0,3,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0.333,17,1,0,0,0,0.039,0,0.333,0,5.7,0,0,0,4,0,1,0,0
"CHUCK MCDONALD III","ALABAMA",19,64.24,"B",66.3,65.3,64.4,NA,4,1,1,56.3,0,0,0.45,5,4,0,1,10,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0.5,5,1,1,0,0,0,0,0.5,0,2.5,0.5,0,0,4,0,1,0,0
"DJ BELL","UCF",50,64,"B",72.1,71.1,68.1,NA,3,1,1,79.2,0,0,0.15,3,2,0,1,5,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0
"CHRIS EWALD JR.","MIAMI FL",18,63.87,"B",67.8,67.1,62,NA,NA,0,0,39.6,1,1,0,0,3.5,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,NA,NA,NA,0,0,0,0
"KANYE CLARK","FLORIDA",34,63.84,"B",57,61.2,51,56.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"KK MEIER","CINCINNATI",16,63.55,"B",76.3,76.2,60,NA,NA,0,0,56.3,0,1,0,0,11,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0
"SMILEY BRADFORD","PURDUE",47,63.53,"B",69.4,63.6,72.9,60,5,3,1,112.5,0,0,0.42,11,7,0,0,3,1,0,0,0,0,0,2,NA,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,1,1,1,1,11,1,0,0,0,0,0,1,0,11,0,0,0,5,0,1,0,0
"MILES KHATRI","W VIRGINIA",15,63.5,"B",66.8,66.4,60,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CHRISTIAN BODNAR","OKLA STATE",59,63.31,"B",72.4,72.2,66,NA,1,0,0,39.6,0,3,0.06,2,4.2,0,0,14,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,3,1,0.2,2,0,0,0,2,0,0.4,0,0,0.4,0,0,1,2,0,2,0,0
"KENTON DOPSON III","N CAROLINA",18,63.31,"B",66.4,65.9,60.9,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"DEZZ RICKS","TEXAS A&M",52,63.2,"B",71.9,71.9,63.3,NA,1,0,1,56.3,0,0,0.03,1,12,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,1,0,0
"JORDAN SCRUGGS","MARYLAND",32,63.18,"B",67.7,64.3,73.3,NA,5,3,0,68.8,0,0,0.55,12,14.5,0,0,0,2,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0.5,12,1,0,0,2,0,1,0.5,0,6,0,0,0,5,0,2,0,0
"MARCELLUS BARNES JR.","SMU",25,63.08,"B",67,66.6,60.3,NA,1,0,0,39.6,0,1,0,0,29.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"JAYLEN BELL","INDIANA",35,62.81,"B",67,66.4,62.9,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ISAIAH MCMILLIAN","KENTUCKY",38,62.8,"B",64.5,67.1,54.8,NA,2,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,4,0,2,0,0
"TY WHITE","NC STATE",23,62.76,"B",69.6,66.3,64.8,60,2,1,0,56.3,0,1,-0.17,-2,1.5,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5,-2,0,0,0,1,0,0.5,0,0,-1,0,0,0,2,0,0,0,0
"JONTAE GILBERT","GEORGIA",30,62.73,"B",69.9,69.1,65,NA,1,1,0,39.6,0,2,0.3,6,12.5,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,1,2,1,0.25,6,0,1,0,0,0,0,0,0,1.5,0.25,0,1,2,0,1,0,0
"WILLIE BRELAND III","IOWA STATE",29,62.63,"B",71.1,72.1,64.2,58.2,2,0,2,79.2,0,0,0.13,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"DANNY ODEM III","NEBRASKA",26,62.01,"B",65.9,65.3,62.4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DEVONTE ANDERSON","RUTGERS",20,61.84,"B",69.9,64.5,62.4,70.7,4,1,0,70.8,1,1,1.63,13,18,0,0,5,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,0.5,26,1,1,0,2,0.063,0.5,0.25,0,6.5,0.25,0,0,4,0,1,0,0
"AARON GATES","KENTUCKY",51,61.83,"B",59.4,57.7,72.7,NA,8,4,2,116.7,0,0,1.72,16.7,15,0,1,0,3,2,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,1,3,0.75,50,2,0,0,2,0.069,0.5,0.5,0,12.5,0,0,0,8,0,3,0,0
"JALON THOMPSON","N CAROLINA",16,61.72,"B",72.4,71.3,64.2,NA,2,1,1,79.2,0,0,0.33,3,3,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0
"JUSTIN ROSS","VIRGINIA",23,61.63,"B",65.6,65,61.2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"KHALIL BARNES","GEORGIA",22,61.61,"B",65.3,65.1,61.2,60,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DIJON JOHNSON","FLORIDA",27,61.56,"B",70.1,69.9,60.9,NA,1,0,0,47.9,1,1,0.68,13,11.3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.333,13,1,1,0,0,0,0,0.333,0,4.3,0.333,0,0,1,0,1,0,0
"CHASEN JOHNSON","USC",18,61.52,"B",65.6,64.9,60.8,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JAYVON THOMAS","SMU",34,61.36,"B",67.5,70.3,55,NA,2,1,1,72.9,0,1,0.52,5.5,12.3,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0.667,11,1,0,0,0,0,0,0.333,0,3.7,0,0,0,2,0,3,0,0
"MICHAEL TURNER JR.","LSU",15,61.21,"B",65.1,64.5,60.6,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JOSIAH ZAYAS","PENN STATE",25,61.02,"B",55.1,56,57.8,56.7,3,2,0,39.6,0,1,0,0,32,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,3,0,1,0,0
"BRANDON FINNEY JR.","OREGON",75,60.69,"B",64.5,65.8,63.8,69.4,4,0,3,76.2,0,1,1.62,12,7.3,0,2,1,0,1,1,0,0,1,0,16.7,0,0,0,0,0,0,0,0,0,0.2,1,1,1,1,0,5,4,3,5,0.556,60,2,0,0,5,0.027,0.556,0.222,0,6.7,0,0.5,0,5,0,4,0,0
"LADARIAN CLARDY","OLE MISS",32,60.67,"B",70.6,65.1,76,NA,3,1,2,79.2,0,0,0.13,1,-0.5,0,1,1,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1,1,1,1,2,1,2,0,0,0,1,0,0.5,0,0,1,0,0,0.5,4,0,3,0,0
"JACOBIE HENDERSON","VIRGINIA",39,60.59,"B",69.7,68.9,71.1,52.8,7,1,2,96.9,1,1,2.7,10.3,8.5,0,2,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.125,0,0,0,0,1,5,5,3,6,0.75,62,2,1,0,4,0.043,0.5,0.25,0,7.8,0.125,0,0.167,8,0,7,0,0
"CARMELO O'NEAL","ALABAMA",19,60.54,"B",66.2,65.9,60.7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"JOKER JOHNSON","ARKANSAS",57,60.53,"B",64.8,65.8,58.8,NA,7,1,2,85.4,0,2,1.48,13.3,10,0,1,3,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.125,1,0,0,0,1,3,2,1,3,0.6,40,2,0,0,0,0.037,0,0.4,0,8,0,0.333,0,8,0,7,0,0
"GIL JACKSON JR.","TCU",34,60.07,"B",69.6,68.1,66.5,NA,1,1,0,39.6,1,1,0.47,9,4.8,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,1,1,1,0.25,9,1,1,0,0,0,0,0.25,0,2.3,0.25,0,1,2,0,1,0,0
"JC HART","UTAH",27,59.9,"C",59.5,59,60.4,NA,1,1,0,39.6,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JAREN SENSABAUGH","NC STATE",31,59.86,"C",64.2,63.9,60,NA,1,1,0,39.6,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"ELBERT HILL IV","USC",25,59.73,"C",74,74.3,62.8,NA,NA,0,0,66.7,1,0,1,11,8,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,0.5,11,0,1,0,0,0,0,0,0,5.5,0.5,NA,NA,NA,0,0,0,0
"DEUCE BLADES II","WAKE",86,59.37,"C",65.1,65.4,61.1,NA,5,0,2,85.4,0,1,0.39,10,5.3,0,0,8,0,0,0,1,0,1,0,NA,1,0,0,0,0,0,0,0,0,0.286,2,1,0,0,0,3,2,0,2,0.667,20,0,0,0,0,0,0,0,0,6.7,0,0.2,0.5,7,0,3,0,0
"JAVION WHITE","HOUSTON",19,59.36,"C",74.5,72.1,60.4,63.2,0,0,0,39.6,1,2,0.5,7,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0.25,7,0,1,0,0,0,0,0,0,1.8,0.25,0,1,1,0,1,0,0
"KEANY PARKS","HOUSTON",17,59.06,"C",64.7,64,60.8,NA,NA,0,0,39.6,0,2,0,0,7.5,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,NA,NA,NA,0,0,0,0
"NIJHAY BURT","MICH STATE",17,59.01,"C",68.8,68.4,60.2,NA,3,0,0,56.3,0,1,0.46,6,8.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0
"ELIJAH REED","UTAH",46,58.94,"C",75,72.4,62.6,71,2,0,0,56.3,1,2,1.52,14.7,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333,0,0,0,0,0,2,2,4,3,0.375,44,3,2,0,0,0.035,0,0.375,0,5.5,0.25,0,0.333,3,0,3,0,0
"CORIAN GIPSON","CLEMSON",43,58.92,"C",66.8,70.1,61.8,48,3,0,3,92.6,0,1,2,8,8,0,3,0,0,1,0,2,0,0,0,20,0,0,2,0,0,0,0,0,1,0.4,0,0,1,2,0,3,2,3,7,0.778,56,2,1,0,0,0.036,0,0.222,0,6.2,0.111,0,0.4,5,0,4,0,0
"BRAEDEN MARSHALL","UCF",52,58.57,"C",66.5,59.5,78.1,59.9,6,1,2,95.8,0,1,1.71,41,24.5,0,0,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0.5,41,1,0,0,0,0.042,0,0.5,0,20.5,0,0,0,6,0,3,0,0
"BRAYLON CONLEY","GEORGIA",32,58.55,"C",69.3,65.6,63.1,65.4,1,0,1,83.3,0,0,0.47,4,4,0,1,0,0,0,1,0,0,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,2,1,8,1,0,0,0,0,0,0.5,0,4,0,0,0,1,0,1,0,0
"SCOOTER JACKSON","UCLA",58,58.45,"C",57,55,64.3,NA,1,0,0,39.6,0,4,0.29,3.5,21.3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0.286,7,0,0,0,1,0,0.143,0,0,1,0,0,0,1,0,2,0,0
"DEVIN SANCHEZ","OHIO STATE",76,58.29,"C",60.6,58,70.2,NA,9,0,2,118.2,0,1,0.59,4.5,11.8,0,2,7.33,0,0,2,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,2,6,0.75,27,2,0,0,0,0,0,0.25,0,3.4,0,0,0,9,0,6,0,0
"ASHTON STAMPS","ARIZONA ST",57,58.24,"C",57.1,54.9,66.3,NA,2,0,2,81.9,0,3,0.24,4,16,0,1,4,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,1,2,0.333,8,1,0,0,0,0,0,0.167,0,1.3,0,0,0,2,0,1,0,0
