"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level"
"Adrian Cormier","GARD-WEBB",31,40.61,"C",5,"HB",2026,"Big South - OVC Football Association",66.6,4,11,33,3,0,2,0,0,2,0,0,33,3,0,0.182,0.18,1,0,"GARD-WEBB",5,"Big South - OVC Football Association",70.2,2,17,0,5,5,38,7.6,0,1,0,0,0,5,0,0,47,9.4,13,0,2.24,-1.8,1,0,"100%","0.00%","0.00%",98.3,0.059,0.294,0,"100%","Big South - OVC Football Association","FCS"
"Chris Franklin","TENN MARTN",33,39.85,"D",2,"HB",2026,"Big South - OVC Football Association",75.4,6,14,70,5,2,3,0,0,0,32,2.3,38,2.7,0,0.214,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Speedy Jones","STF AUSTIN",23,39.72,"D",20,"HB",2026,"Southland",59,4,13,50,3.9,0,4,0,0,6,27,2.1,23,1.8,0,0.308,0.46,2,0.077,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Khyair Spain","SE MO ST",42,39.58,"D",0,"HB",2026,"Big South - OVC Football Association",64.3,5,16,72,4.5,0,2,0,0,5,-1,-0.1,73,4.6,0,0.125,0.31,1,0.063,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Sage Ingram","NWSTATE",20,38.96,"D",27,"HB",2026,"Southland",66.2,5,13,48,3.7,0,3,0,0,7,8,0.6,40,3.1,0,0.231,0.54,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Joseph Williams","HOLY CROSS",53,38.89,"D",0,"HB",2026,"Patriot",61.8,7,20,41,2,1,4,0,0,3,-5,-0.3,46,2.3,0,0.2,0.15,0,0.1,"HOLY CROSS",0,"Patriot",54.4,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Patriot","FCS"
"Craig Cunningham","MOREHEAD",22,38.79,"D",1,"HB",2026,"Pioneer",75.8,6,12,53,4.4,2,2,0,0,2,23,1.9,30,2.5,0,0.167,0.17,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Domonique Thomas","SAMFORD",39,38.56,"D",7,"HB",2026,"Southern",60.4,1,8,13,1.6,0,0,0,0,2,-6,-0.8,19,2.4,0,0,0.25,0,0.25,"SAMFORD",7,"Southern",74.1,3,26,0,5,3,49,16.3,0,3,0,0,0,3,0,0,29,9.7,10,0,1.88,3.8,3,1,"100%","0.00%","0.00%",92.9,0,0.192,0,"60.00%","Southern","FCS"
"Justin Guin","N COLORADO",32,38.29,"D",6,"HB",2026,"Big Sky",63.9,3,7,28,4,1,1,0,0,0,15,2.1,13,1.9,0,0.143,0,0,0.143,"N COLORADO",6,"Big Sky",64.2,1,24,2,4,4,27,6.8,0,1,0,0,0,4,0,0,33,8.3,27,0,1.13,-1.5,1,1,"100%","0.00%","0.00%",94.8,0,0.167,0,"100%","Big Sky","FCS"
"Ethan Lawrence","CAMPBELL",32,37.97,"D",7,"HB",2026,"CAA",62.4,6,14,71,5.1,1,4,0,0,1,21,1.5,50,3.6,0,0.286,0.07,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Dylan Paine","MONTANA",32,37.95,"D",23,"HB",2026,"Big Sky",46,0,13,76,5.8,1,6,0,0,0,30,2.3,46,3.5,0,0.462,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Ace Chatman","UTAHTC",42,37.62,"D",0,"HB",2026,"Big Sky",65.5,4,12,38,3.2,1,2,0,0,4,15,1.3,23,1.9,0,0.167,0.33,1,0.167,"UTAHTC",0,"Big Sky",40.6,1,21,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,"0.00%","100%","0.00%",0,0,0.048,0,"0.00%","Big Sky","FCS"
"JT Smith","NC A&T",35,37.49,"D",1,"HB",2026,"CAA",68.9,3,11,44,4,0,3,0,0,3,1,0.1,43,3.9,0,0.273,0.27,2,0.364,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Hayden Kincheloe","IDAHO",13,36.3,"D",37,"HB",2026,"Big Sky",77.8,5,7,37,5.3,1,4,0,0,1,9,1.3,28,4,0,0.571,0.14,1,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Tamaj Hoffman","NICHOLLS",20,35.59,"D",6,"HB",2026,"Southland",66.8,3,9,43,4.8,0,2,0,0,4,1,0.1,42,4.7,0,0.222,0.44,3,0.111,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Quran Gossett","N ARIZONA",45,35.39,"D",10,"HB",2026,"Big Sky",47.8,3,11,20,1.8,0,0,1,0,1,-3,-0.3,23,2.1,0,0,0.09,0,0.364,"N ARIZONA",10,"Big Sky",67.5,4,21,0,7,4,11,2.8,0,1,0,0,0,5,1,0,23,5.8,13,0,0.52,-1.3,0,2,"80.00%","0.00%","14.30%",62.2,0.095,0.333,0,"57.10%","Big Sky","FCS"
"Rahshan La Mons","ALBANY",55,35.04,"D",2,"HB",2026,"CAA",63.5,5,12,34,2.8,0,1,0,0,1,1,0.1,33,2.8,0,0.083,0.08,1,0.25,"ALBANY",2,"CAA",56.1,4,26,0,4,1,11,11,0,1,0,0,0,1,0,0,18,18,9,0,0.42,0.3,0,1,"100%","0.00%","0.00%",39.6,0,0.154,0,"25.00%","CAA","FCS"
"Jalyn Daniels","NORFOLK",35,34.99,"D",3,"HB",2026,"MEAC",59.5,4,12,85,7.1,0,2,1,1,0,27,2.3,58,4.8,0,0.167,0,3,0.083,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Mykel Allen","MURRAY ST",26,34.08,"D",9,"HB",2026,"Missouri Valley",67.8,6,12,48,4,0,3,0,0,3,4,0.3,44,3.7,0,0.25,0.25,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Kolton Nero","ALAB A&M",NA,34.05,"D",7,"HB",2026,"SWAC",0,0,18,87,4.8,2,4,0,0,0,28,1.6,59,3.3,0,0.222,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jaiden Daniels","E TENN ST",12,33.66,"D",7,"HB",2026,"Southern",66.5,3,7,56,8,0,2,0,0,1,19,2.7,37,5.3,0,0.286,0.14,2,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Keino Fitzpatrick II","ROB MORRIS",27,33.49,"D",1,"HB",2026,"Northeast",65.7,7,13,77,5.9,0,2,0,0,1,19,1.5,58,4.5,0,0.154,0.08,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Jamaal Brown","RICHMOND",39,32.98,"D",7,"HB",2026,"Patriot",52.2,2,9,36,4,0,1,1,0,3,-1,-0.1,37,4.1,0,0.111,0.33,2,0.222,"RICHMOND",7,"Patriot",53.5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Patriot","FCS"
"Tyler Lofton","ILL STATE",12,32.92,"D",27,"HB",2026,"Missouri Valley",68.4,5,7,33,4.7,0,3,0,0,3,6,0.9,27,3.9,0,0.429,0.43,1,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Seth Glatz","ILL STATE",22,32.39,"D",2,"HB",2026,"Missouri Valley",71.4,5,8,42,5.3,1,2,0,0,2,16,2,26,3.3,0,0.25,0.25,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Jamarie Hostzclaw","ALABAMA ST",18,32.3,"D",2,"HB",2026,"SWAC",70,4,7,40,5.7,1,2,0,0,1,13,1.9,27,3.9,0,0.286,0.14,1,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"BJ Barrow","RHODE ISLD",34,31.97,"D",2,"HB",2026,"CAA",58.2,5,11,33,3,0,2,1,1,1,5,0.5,28,2.5,0,0.182,0.09,2,0.091,"RHODE ISLD",2,"CAA",58.2,1,15,0,2,1,5,5,0,0,0,0,0,1,0,0,10,10,4,0,0.33,-6,0,1,"100%","0.00%","0.00%",56.3,0,0.133,0,"50.00%","CAA","FCS"
"Corey Blair Jr.","S DAK ST",45,31.47,"D",4,"HB",2026,"Missouri Valley",64.9,4,9,31,3.4,0,1,0,0,4,11,1.2,17,1.9,1,0.111,0.44,1,0,"S DAK ST",4,"Missouri Valley",39.5,2,33,0,4,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5.5,0,0,"50.00%","50.00%","0.00%",39.6,0,0.121,0,"25.00%","Missouri Valley","FCS"
"Jimmyll Williams","ELON",25,31.2,"D",26,"HB",2026,"CAA",59.9,6,10,23,2.3,2,3,0,0,1,5,0.5,18,1.8,0,0.3,0.1,1,0.2,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"MJ Flowers","TENN TECH",32,31.08,"D",9,"HB",2026,"Southern",47.2,0,9,50,5.6,0,2,0,0,0,30,3.3,20,2.2,0,0.222,0,1,0,"TENN TECH",9,"Southern",56.4,0,16,0,1,1,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0.19,2,0,0,"0.00%","0.00%","0.00%",79.2,0,0.063,0,"100%","Southern","FCS"
"Ken Cherry","SAMFORD",10,31,"D",22,"HB",2026,"Southern",67.2,2,6,44,7.3,0,1,0,0,2,28,4.7,16,2.7,0,0.167,0.33,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Gracen Goldsmith","HAMPTON",22,30.95,"D",5,"HB",2026,"CAA",68.2,3,7,26,3.7,0,1,0,0,2,7,1,19,2.7,0,0.143,0.29,1,0.571,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Byron Cardwell Jr.","MERCYHURST",26,30.93,"D",21,"HB",2026,"Northeast",63.6,4,8,14,1.8,1,1,0,0,2,-1,-0.1,15,1.9,0,0.125,0.25,0,0,"MERCYHURST",21,"Northeast",52.4,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"0.00%","0.00%","0.00%",39.6,0,0.063,0,"0.00%","Northeast","FCS"
"Ja'briel Mace","VILLANOVA",27,30.91,"D",4,"HB",2026,"Patriot",56.8,5,14,55,3.9,0,3,0,0,1,31,2.2,24,1.7,0,0.214,0.07,3,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Carson Fletcher","S DAKOTA",21,30.91,"D",33,"HB",2026,"Missouri Valley",71.9,5,7,46,6.6,0,3,0,0,1,23,3.3,23,3.3,0,0.429,0.14,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Tyler Smith","SCAR STATE",26,30.1,"D",10,"HB",2026,"MEAC",70.1,5,8,50,6.3,0,2,0,0,1,18,2.3,32,4,0,0.25,0.13,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Rashawn Marshall","MAINE",27,30.01,"D",5,"HB",2026,"CAA",68,5,13,37,2.9,0,1,0,0,4,9,0.7,28,2.1,0,0.077,0.31,1,0.154,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Nate Blount IV","JACKSON ST",NA,30,"D",2,"HB",2026,"SWAC",0,0,13,67,5.2,2,4,0,0,0,26,2,41,3.1,0,0.308,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jameir Gamble","MERCYHURST",30,29.73,"D",2,"HB",2026,"Northeast",59.7,7,13,57,4.4,0,2,1,0,2,14,1.1,43,3.3,0,0.154,0.15,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Mike Franklin","SOUTHERN U",7,29.63,"D",7,"HB",2026,"SWAC",65.9,5,6,41,6.8,0,2,0,0,2,12,2,29,4.8,0,0.333,0.33,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Omar Mbakwe","SAN DIEGO",29,29.46,"D",0,"HB",2026,"Pioneer",61.1,4,13,39,3,1,4,0,0,1,6,0.5,33,2.5,0,0.308,0.08,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Aaron Crossley","LEHIGH",14,29.4,"D",5,"HB",2026,"Patriot",54.3,5,6,36,6,0,1,1,1,3,18,3,18,3,0,0.167,0.5,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Kevin Lalin","CHATTNOOGA",32,29.3,"D",9,"HB",2026,"Southern",51.8,2,13,64,4.9,0,4,0,0,0,14,1.1,50,3.9,0,0.308,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"D'Marius Rucker","E TENN ST",10,28.95,"D",26,"HB",2026,"Southern",58.7,2,8,28,3.5,1,2,0,0,3,14,1.8,14,1.8,0,0.25,0.38,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Aziz Foster-Powell","RICHMOND",26,28.72,"D",3,"HB",2026,"Patriot",71.6,6,10,34,3.4,1,3,0,0,0,8,0.8,26,2.6,0,0.3,0,0,0.2,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Keith Jenkins Jr.","MORGAN ST",15,28.53,"D",1,"HB",2026,"MEAC",68.8,3,7,25,3.6,0,2,0,0,3,3,0.4,22,3.1,0,0.286,0.43,1,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Clyde McClendon Jr.","GRAMBLING",12,28.52,"D",24,"HB",2026,"SWAC",63.6,3,6,16,2.7,1,4,0,0,1,-1,-0.2,17,2.8,0,0.667,0.17,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Calvin Smith Jr.","SE LA",12,28.4,"D",5,"HB",2026,"Southland",59.7,5,8,38,4.8,0,2,0,0,2,21,2.6,17,2.1,0,0.25,0.25,2,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Ezekiel Pour","MOREHEAD",9,27.9,"D",3,"HB",2026,"Pioneer",73.7,4,7,29,4.1,0,3,0,0,2,-6,-0.9,35,5,0,0.429,0.29,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Ness Davis","DUQUESNE",21,27.59,"D",32,"HB",2026,"Northeast",58.3,3,11,32,2.9,0,0,0,0,3,-4,-0.4,36,3.3,0,0,0.27,1,0.364,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Joquez Smith","NEW HAMP",13,27.43,"D",24,"HB",2026,"CAA",62.1,2,8,64,8,0,1,0,0,0,8,1,56,7,0,0.125,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Galamama Mulbah","MERRIMACK",18,27.27,"D",0,"HB",2026,"IND (FCS)",65.4,4,7,41,5.9,1,2,0,0,0,20,2.9,21,3,0,0.286,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"IND (FCS)","FCS"
"D'Shaun Ford","GRAMBLING",15,27.23,"D",23,"HB",2026,"SWAC",67.3,4,9,38,4.2,1,2,0,0,0,18,2,20,2.2,0,0.222,0,1,0.111,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Mathias Price","N COLORADO",32,27.2,"D",5,"HB",2026,"Big Sky",60.9,3,10,34,3.4,0,2,0,0,0,15,1.5,19,1.9,0,0.2,0,1,0,"N COLORADO",5,"Big Sky",54.1,0,19,0,1,1,2,2,0,0,0,0,0,1,0,0,3,3,0,0,0.11,-1,0,0,"100%","0.00%","0.00%",79.2,0,0.053,0,"100%","Big Sky","FCS"
"Josh Shaw","SCAR STATE",14,27.02,"D",0,"HB",2026,"MEAC",63.5,3,8,18,2.3,2,3,0,0,1,4,0.5,14,1.8,0,0.375,0.13,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Joey Koch","ALBANY",19,26.82,"D",22,"HB",2026,"CAA",68.7,5,8,40,5,0,2,0,0,0,9,1.1,31,3.9,0,0.25,0,1,0.25,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Tyrell Reed Jr.","SE MO ST",16,26.57,"D",29,"HB",2026,"Big South - OVC Football Association",59.1,4,9,27,3,0,1,0,0,4,3,0.3,24,2.7,0,0.111,0.44,1,0.111,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Breyon Williams","ROB MORRIS",15,26.32,"D",25,"HB",2026,"Northeast",70.5,5,6,27,4.5,0,1,0,0,3,-1,-0.2,28,4.7,0,0.167,0.5,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Gino Addison","NC CENT",NA,25.96,"D",20,"HB",2026,"MEAC",0,0,10,61,6.1,1,4,0,0,0,12,1.2,49,4.9,0,0.4,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Chase Gillespie","FL A&M",37,25.1,"D",7,"HB",2026,"SWAC",59.2,2,9,0,0,0,0,0,0,1,-14,-1.6,14,1.6,0,0,0.11,0,0.444,"FL A&M",7,"SWAC",57.1,1,15,0,1,1,4,4,0,0,0,0,0,1,0,0,9,9,2,0,0.27,-5,0,1,"100%","0.00%","0.00%",83.3,0.067,0.067,0,"100%","SWAC","FCS"
"Malachi Gamble","LAFAYETTE",14,25.05,"D",34,"HB",2026,"Patriot",69.8,4,6,28,4.7,0,2,0,0,1,9,1.5,19,3.2,0,0.333,0.17,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Robert Giaimo","LNDNWD",15,24.97,"D",21,"HB",2026,"Big South - OVC Football Association",63.4,4,8,26,3.3,0,1,0,0,4,-6,-0.8,32,4,0,0.125,0.5,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Matthias Latham","MERRIMACK",29,24.39,"D",34,"HB",2026,"IND (FCS)",61.7,1,6,17,2.8,0,1,0,0,2,-6,-1,23,3.8,0,0.167,0.33,1,0.333,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"IND (FCS)","FCS"
"Andre Crews","GRAMBLING",12,24.38,"D",13,"HB",2026,"SWAC",50.4,3,6,23,3.8,0,2,1,1,2,1,0.2,22,3.7,0,0.333,0.33,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Adam Criter","SAN DIEGO",30,24.14,"D",4,"HB",2026,"Pioneer",55.4,2,14,54,3.9,0,1,0,0,1,12,0.9,42,3,0,0.071,0.07,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Jaylen Jennings","ARKAPB",25,24.05,"D",1,"HB",2026,"SWAC",71.2,4,7,24,3.4,0,2,0,0,2,-4,-0.6,28,4,0,0.286,0.29,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Griffin Broderick","N DAKOTA",NA,22.91,"D",31,"HB",2026,"Missouri Valley",0,0,6,44,7.3,1,3,0,0,0,13,2.2,31,5.2,0,0.5,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Lincoln Cardillo","MARIST",NA,22.69,"D",4,"HB",2026,"Pioneer",0,0,11,45,4.1,1,5,0,0,0,17,1.6,28,2.5,0,0.455,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Clay Ash","GEORGETOWN",33,22.55,"D",28,"HB",2026,"Patriot",63.5,5,9,28,3.1,0,1,0,0,3,7,0.8,21,2.3,0,0.111,0.33,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
