"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"Ben Kirsch","ELON",38,10.54,"F",11,"WR",2026,"CAA",45.6,4,19,3,4,2,28,14,0,1,2,1,1,4,0,0,8,4,8,0,1.47,9.3,1,1,0.5,0.5,"0.00%",72.9,0.053,0.211,0,0.5,"FCS",0.5,7,0.210526315789474
"Keith Wheeler","HOUCHR",25,10.48,"F",5,"WR",2026,"Southland",54.3,5,15,0,3,1,4,4,0,0,0,0,0,2,2,0,-1,-1,-2,0,0.27,11.3,0,0,0.5,0,"66.70%",42.4,0,0.2,0.333,0.333,"FCS",0.333333333333333,1.33333333333333,0.2
"Zae-Mear Correll","DUQUESNE",34,10.48,"F",6,"WR",2026,"Northeast",53.4,1,23,2,3,1,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0.22,23.3,0,0,1,0,"33.30%",2.8,0,0.13,0.667,0.333,"FCS",0.333333333333333,1.66666666666667,0.130434782608696
"Tristan Goodly","SE LA",33,10.26,"F",4,"WR",2026,"Southland",49.4,2,21,3,5,2,11,5.5,0,0,1,0,0,3,0,0,8,4,3,0,0.52,4.8,0,2,0.667,0.333,"0.00%",47.9,0,0.238,0,0.4,"FCS",0.4,2.2,0.238095238095238
"Elijah Kennedy","NC A&T",34,9.96,"F",88,"WR",2026,"CAA",53,3,25,0,3,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0.2,9.7,0,0,1,0,"0.00%",42.4,0.08,0.12,0,0.333,"FCS",0.333333333333333,1.66666666666667,0.12
"Zaden Jackson","HOWARD",52,9.82,"F",15,"WR",2026,"MEAC",55.7,3,30,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.8,0,0,0,0,"16.70%",39.6,0,0.2,0.333,0,"FCS",0,0,0.2
"Elijah Roy","LNDNWD",52,9.58,"F",18,"WR",2026,"Big South - OVC Football Association",53.5,1,28,6,2,2,1,0.5,0,0,0,0,0,2,0,0,4,2,1,0,0.04,-1.5,0,0,1,0,"0.00%",79.2,0.036,0.071,0,1,"FCS",1,0.5,0.0714285714285714
"Zack Card","IDAHO",26,9.45,"F",11,"WR",2026,"Big Sky",50.1,5,18,10,8,2,6,3,0,0,1,0,0,3,2,1,10,5,2,0.5,0.33,11,0,0,0.667,0.333,"25.00%",0,0.444,0.444,0.25,0.25,"FCS",0.25,0.75,0.444444444444444
"Demetrius Pearce","SE MO ST",32,9.27,"F",3,"WR",2026,"Big South - OVC Football Association",54,0,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"0.00%",39.6,0.067,0.067,1,0,"FCS",0,0,0.0666666666666667
"Noah Gregg","N ALABAMA",29,9.21,"F",4,"WR",2026,"United Athletic",53,1,22,12,2,1,3,3,0,0,0,0,0,1,1,0,3,3,0,0,0.14,-2,0,1,1,0,"50.00%",56.3,0,0.091,0,0.5,"FCS",0.5,1.5,0.0909090909090909
"Jackson House","E KENTUCKY",31,9.01,"F",16,"WR",2026,"United Athletic",55.2,0,15,1,3,1,5,5,0,0,0,0,0,1,0,0,1,1,1,0,0.33,13.3,0,0,1,0,"0.00%",2.8,0.2,0.2,0.333,0.333,"FCS",0.333333333333333,1.66666666666667,0.2
"Anton Smith","PRESBYTERN",36,8.95,"F",14,"WR",2026,"Pioneer",42.6,1,19,0,2,1,7,7,0,1,0,1,0,1,0,0,5,5,2,0,0.37,13.5,0,0,1,0,"0.00%",58.3,0.105,0.105,0.5,0.5,"FCS",0.5,3.5,0.105263157894737
"Braylon Knauth","CITADEL",38,8.76,"F",4,"WR",2026,"Southern",51.7,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,"0.00%",39.6,0.067,0.067,1,0,"FCS",0,0,0.0666666666666667
"Elijah Griffin","ALCORN ST",29,8.35,"F",14,"WR",2026,"SWAC",54.4,1,17,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,-2,0,0,1,0,"0.00%",79.2,0.059,0.059,0,1,"FCS",1,0,0.0588235294117647
"Cam Jefferson","SOUTHERN U",44,8.29,"F",17,"WR",2026,"SWAC",49.6,5,22,3,5,2,10,5,0,1,2,0,0,4,3,0,1,0.5,0,0,0.45,24.6,0,0,0.5,0.5,"60.00%",47.9,0,0.227,0.6,0.4,"FCS",0.4,2,0.227272727272727
"Ivory Aikens","WOFFORD",27,7.86,"F",0,"WR",2026,"Southern",50.5,1,15,0,3,1,-1,-1,0,0,0,0,0,1,0,0,4,4,2,0,-0.07,13.3,0,0,1,0,"0.00%",42.4,0.2,0.2,0.333,0.333,"FCS",0.333333333333333,-0.333333333333333,0.2
"Christian Bond","MS VLY ST",24,7.78,"F",14,"WR",2026,"SWAC",54,0,15,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.7,0,0,0,0,"33.30%",39.6,0.2,0.2,0.333,0,"FCS",0,0,0.2
"Hassan Mahasin","GEORGETOWN",34,7.65,"F",2,"WR",2026,"Patriot",54.4,1,18,0,2,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-0.06,5.5,0,0,1,0,"0.00%",56.3,0.056,0.111,0,0.5,"FCS",0.5,-0.5,0.111111111111111
"Brendan Webb","NWSTATE",40,7.61,"F",3,"WR",2026,"Southland",53.4,1,18,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.8,0,0,0,0,"25.00%",39.6,0,0.222,0.25,0,"FCS",0,0,0.222222222222222
"Greg Donaldson","NICHOLLS",37,7.27,"F",86,"WR",2026,"Southland",53.3,1,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,"0.00%",39.6,0,0.211,0.25,0,"FCS",0,0,0.210526315789474
"Issac Glaudin","NEWHVN",24,7.05,"F",81,"WR",2026,"Northeast",48.5,2,17,6,2,1,2,2,0,0,1,0,0,2,0,0,7,7,0,0,0.12,15.5,0,1,0.5,0.5,"0.00%",56.3,0.059,0.118,0.5,0.5,"FCS",0.5,1,0.117647058823529
"Samuel Gonzalez","E ILLINOIS",27,6.27,"F",3,"WR",2026,"Big South - OVC Football Association",53.4,1,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,"0.00%",39.6,0,0.067,0,0,"FCS",0,0,0.0666666666666667
"Mason York","WEBER ST",47,6.27,"F",80,"WR",2026,"Big Sky",47.9,3,31,23,4,1,-1,-1,0,0,1,0,0,2,2,0,0,0,0,0,-0.03,21.8,0,1,0.5,0.5,"50.00%",39.6,0,0.129,0.75,0.25,"FCS",0.25,-0.25,0.129032258064516
"Jimmie Duncan","NWSTATE",39,5.58,"F",19,"WR",2026,"Southland",52.7,0,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,"0.00%",0,0.105,0.105,0.5,0,"FCS",0,0,0.105263157894737
"Dayvian Bluitt","MS VLY ST",30,5.4,"F",11,"WR",2026,"SWAC",53.3,0,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"0.00%",39.6,0,0.056,0,0,"FCS",0,0,0.0555555555555556
"Maliek Denmark","FL A&M",30,5.13,"F",4,"WR",2026,"SWAC",52.4,0,22,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"0.00%",39.6,0,0.045,0,0,"FCS",0,0,0.0454545454545455
"Lawson Dixon","SE LA",32,4.62,"F",14,"WR",2026,"Southland",52.2,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"0.00%",39.6,0,0.053,0,0,"FCS",0,0,0.0526315789473684
"Mike Williams","UTAHTC",42,4.48,"F",4,"WR",2026,"Big Sky",51.7,2,28,4,3,1,9,9,0,1,1,0,0,2,0,0,4,4,2,0,0.32,5.7,0,0,0.5,0.5,"0.00%",2.8,0.036,0.107,0,0.333,"FCS",0.333333333333333,3,0.107142857142857
"Aaryn Tate","CAMPBELL",27,4.48,"F",83,"WR",2026,"CAA",52.6,0,16,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,"50.00%",0,0.125,0.125,0,0,"FCS",0,0,0.125
"Kordell Lewis","CHARLES SO",29,4.22,"F",15,"WR",2026,"Big South - OVC Football Association",46.5,2,15,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.3,0,0,0,0,"33.30%",0,0,0.2,0.333,0,"FCS",0,0,0.2
"Josh Evans","BETH COOK",46,2.37,"F",9,"WR",2026,"SWAC",53.3,1,27,8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,"50.00%",39.6,0,0.074,0,0,"FCS",0,0,0.0740740740740741
"Joseph Towler","MORGAN ST",25,2.34,"F",0,"WR",2026,"MEAC",48.1,1,16,6,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,15.8,0,0,0,1,"25.00%",39.6,0,0.25,0.25,0,"FCS",0,0,0.25
"Marcus Mozer","N COLORADO",51,2.17,"F",81,"WR",2026,"Big Sky",44.9,2,35,7,7,2,8,4,0,0,2,0,0,4,1,0,3,1.5,0,0,0.23,15.1,0,0,0.5,0.5,"14.30%",39.6,0.029,0.2,0.286,0.286,"FCS",0.285714285714286,1.14285714285714,0.2
"Caleb Brownlow","MS VLY ST",32,1.95,"F",3,"WR",2026,"SWAC",47.8,1,17,7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.5,0,0,0,1,"0.00%",39.6,0,0.118,0.5,0,"FCS",0,0,0.117647058823529
"Quavel Thornton","MORGAN ST",22,1.04,"F",3,"WR",2026,"MEAC",54.1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Damari Heller","PRESBYTERN",36,1.02,"F",11,"WR",2026,"Pioneer",54,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Rory Jones-Amen-Hetep","NC A&T",30,0.9,"F",16,"WR",2026,"CAA",53.6,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Riley Anderson","GEORGETOWN",26,0.82,"F",83,"WR",2026,"Patriot",53.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Landers Green","E ILLINOIS",32,0.69,"F",8,"WR",2026,"Big South - OVC Football Association",52.9,3,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Jaquan McGee","TEXAS STHN",51,0.58,"F",5,"WR",2026,"SWAC",52.3,1,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Myles Walker","DUQUESNE",25,0.32,"F",2,"WR",2026,"Northeast",47.1,1,15,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,"0.00%",39.6,0.133,0.2,0,0,"FCS",0,0,0.2
"Conor Lawlor","WAGNER",40,0.22,"F",5,"WR",2026,"Northeast",51.3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
"Cameron Kelley","STF AUSTIN",38,0,"F",80,"WR",2026,"Southland",50.8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"FCS",0,0,0
