"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Pass.Break.Up","Lined.up.in.Press.Coverage","Interception","Average.Depth.of.Tackle","Receiving.Yards.per.Coverage.Target","Drops...Off.Targets.Receptions.Forced","Average.Depth.of.Target.per.Coverage","Pass.Stop","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Pass.Plays","Assist.on.Pass.Plays","Missed.Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Dropped.Int","Touchdowns.Allowed","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Run.Tackle.for.Losss.or.No.Gain","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Beaten.Defender","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interceptions"
"CALEB REESE","SACRAMENTO",30,58.1,"C",61.5,61.2,60.9,NA,4,0,3,0,NA,0,7.33,NA,NA,NA,1,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,3,0,NA
"DESMAN HEARNS","WYOMING",60,58.08,"C",67.5,67.3,65.9,57.8,3,0,1,0,NA,0,5,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"ZACH MORRIS","UTSA",42,57.84,"C",61.7,59.7,66.2,60,4,0,0,0,NA,1,65,5.8,2,13.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3,3,1,3,0.6,29,0,0,0,0,0.059,0,0,0.2,0,0,0.25,5,0,3,0,1
"JACKSON LOWE","MIDDLE TN",55,57.21,"C",69.9,69,66.2,NA,4,0,1,1,NA,0,0,4.3,0,11.7,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3,3,3,4,0.667,26,1,2,0,0,0.039,0,0.167,0,0.333,0,0.2,5,0,5,0,0
"KOBI ALBERT","SO MISS",62,57.13,"C",66.1,61.8,78.5,NA,8,1,0,1,NA,0,10.5,9,1,9.7,1,2,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,1,5,0.714,63,3,1,0,0,0.056,0,0.429,0,0.143,0,0,8,0,4,0,0
"JALEN BELL","DELAWARE",17,56.89,"C",72.6,63.4,69.7,68,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"THERMAN WILLIAMS","WYOMING",42,56.82,"C",59.3,56.1,68.3,NA,3,1,1,0,NA,0,3,0,1,21.7,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0.333,0,0,3,0,0,0,0
"TYSON SHAMSID-DEEN","WYOMING",41,56.3,"C",63.3,62.9,62.8,59.2,2,0,1,1,NA,0,0,8.4,2,17.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0.4,42,1,1,0,0,0.045,0,0.2,0,0.2,0,0,2,0,2,0,0
"CJ SOLIS-LUMAR","WASH STATE",31,56.22,"C",61.8,54.4,77.4,NA,4,1,1,0,NA,0,14.33,0,1,12,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
"TYSON WILLIAMS","TULSA",55,56.14,"C",70.5,70.2,65.8,59.1,4,3,0,0,NA,0,0,11,0,-5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,11,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0
"CHRISTIAN WHITE","W KENTUCKY",29,55.97,"C",66.2,68.4,57.8,NA,4,1,1,0,NA,0,11,2,1,17.5,1,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,2,1,1,1,0.5,4,0,0,0,0,0,0,0,0,0,0,0.25,5,0,2,0,0
"RJ LESTER JR.","UTSA",43,55.94,"C",59.3,58.7,61,NA,3,2,0,0,NA,0,4,0.8,3,14.8,0,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0.25,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"JORDON THOMAS","W MICHIGAN",39,55.84,"C",72,71.5,65.5,NA,1,1,0,0,NA,0,0,1.7,1,7.7,0,0,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.333,5,1,1,0,0,0,0,0.333,0,0.333,0,0,1,0,0,0,0
"JAMES JOHNSON","MIDDLE TN",34,55.8,"C",61.9,58.2,70.8,NA,1,0,1,0,NA,0,-1,0,2,16,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"JASON HARDY","MIDDLE TN",40,55.76,"C",65.8,68.4,56.2,58.3,4,0,2,0,NA,0,0,1.2,4,14.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2,1,1,2,0.333,7,0,0,0,0,0,0,0,0,0,1,0,5,0,4,0,0
"JOSIAH COX","S DIEGO ST",60,55.28,"C",62.6,61.2,66.6,54.6,4,3,0,0,NA,0,3,4,1,9,0,0,1,0,0,3,0,0,8.3,1,0,0,0,0,0,0,0,0,0.2,0,0,1,3,4,1,0,1,0.5,8,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0
"JAYVON HENDERSON","S ALABAMA",51,54.89,"C",60.4,60.8,58.5,NA,2,0,1,0,NA,0,4,0,0,34.5,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"ASHTON MCSHANE","LIBERTY",26,54.87,"C",68.2,65.4,67.8,NA,1,0,1,0,NA,0,2,3.1,3,12,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0.143,22,1,0,0,0,0.053,0,0.143,0,0,0,0,1,0,1,0,0
"KIONTRE HARRIS","FRESNO ST",47,54.74,"C",69.7,68.9,65.6,NA,2,0,1,0,NA,0,12,1.5,1,7,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"CAESAR MAGEE","SM HOUSTON",36,54.71,"C",52.8,55.4,49.2,NA,2,0,1,1,NA,0,0,1.8,1,28,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0.25,7,0,1,0,0,0,0,0,0,0.25,0,0,2,0,2,0,0
"XAVION GRIFFIN","W KENTUCKY",45,54.55,"C",57.4,53.4,70.2,60,4,2,0,1,NA,0,11.5,5.4,1,12.4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,4,2,2,0.4,27,2,1,0,0,0.045,0,0.4,0,0.2,0,0,4,0,0,0,0
"JUSTIN COTTRELL","SM HOUSTON",34,54.28,"C",61.1,62,57,NA,2,0,1,1,NA,0,8,1.5,2,13.7,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,3,2,2,2,0.333,9,0,1,0,0,0,0,0,0,0.167,0,0.5,3,0,3,0,0
"JAJUAN JONES","C MICHIGAN",26,54.2,"C",64.1,65.7,56.1,NA,3,1,1,1,NA,0,3,4.5,1,7.7,0,0,2,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,4,3,3,4,0.667,27,2,1,0,0,0,0,0.333,0,0.167,0,0.5,5,0,4,0,0
"OLIVER BRIDGES","BUFFALO",25,53.99,"C",72.2,67.9,60,NA,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"JOSIAH CHARLES","NEW MEX ST",44,53.92,"C",69.9,69.9,61.5,60,4,0,1,0,NA,0,0,3.8,2,11.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0.667,23,2,0,0,0,0,0,0.333,0,0,0,0,4,0,4,0,0
"DIONTE THORNTON","SACRAMENTO",51,53.78,"C",67.7,64.9,67.1,68.4,2,0,0,0,NA,0,6,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,3,0,NA
"ZANE WOODHAM","TULSA",33,53.72,"C",66.9,64.5,65.5,65.2,7,1,0,0,NA,0,3,5,0,2.7,0,0,1,1,0,0,0,0,16.7,1,0,0,0,0,0,0,0,0,0.125,0,0,1,1,1,1,0,3,1,15,0,0,0,0,0,0,0,0,0,0,0.167,8,0,4,0,0
"ANTA'VEON MCKENZIE","UAB",57,53.66,"C",61.9,66.1,58.1,50.6,2,1,1,1,NA,0,0,3,0,2.8,1,0,0,0,2,1,0,0,10,1,0,0,0,0,0,0,0,0,0.5,0,0,1,1,4,1,1,2,0.5,12,0,1,0,0,0,0,0,0,0.25,0.667,0,4,0,2,0,0
"DENZEL CHAVIS","TEMPLE",23,53.63,"C",67.4,63.5,72.5,NA,5,1,1,0,NA,0,7,10,0,7.5,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,20,1,0,0,0,0,0,0.5,0,0,0,0,5,0,4,0,0
"TEDDY FOSTER","USF",36,53.5,"C",67.8,65.1,67.9,NA,2,1,0,0,NA,0,13,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"RAE'MON MOSBY","E CAROLINA",23,53.49,"C",72.3,71.5,65.3,NA,2,0,1,0,NA,0,14,4,0,5,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"JAYLEN MOSON","S ALABAMA",51,53.18,"C",71.4,70.6,66.6,NA,4,0,1,0,NA,0,7,6.6,1,14,1,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0.6,33,2,0,0,0,0,0,0.4,0,0,0,0,4,0,3,0,0
"CJ BLOCKER","COLO STATE",57,52.12,"C",61.3,72.8,29.1,NA,2,0,0,0,NA,1,0,1.4,2,8.8,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,4,1,2,1,0.2,7,1,0,0,0,0,0,0.2,0.2,0,1,0,3,0,1,0,1
"KEONTEZ BRADLEY","BUFFALO",57,51.93,"C",71.4,68,76.8,NA,5,0,1,1,NA,0,6.25,18.4,1,8.8,0,2,2,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.286,1,0,0,0,2,2,2,3,0.6,92,2,1,0,0,0.067,0,0.4,0,0.2,0,0.667,7,0,6,0,0
"DAVID KABONGO","UTAH ST",39,51.86,"C",61.4,62.9,48.4,68.4,2,1,1,0,NA,0,0,3,2,2,1,0,0,0,1,1,0,0,16.7,1,1,0,0,0,0,0,0,0,0.333,0,1,1,1,4,2,2,4,0.667,18,0,0,0,0,0,0,0,0,0,0.5,0,3,0,1,0,0
"CHRIS TOOLEY III","FAU",19,51.77,"C",65.9,63.4,64.8,NA,1,0,0,0,NA,0,25,0,1,18,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DEUCE WALKER","GA STATE",41,51.76,"C",68.6,66.2,71.7,NA,4,0,1,0,NA,0,0,11,0,3.5,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,22,1,0,0,0,0,0,0.5,0,0,0,0,4,0,3,0,0
"JOEL BOAMAH","MO STATE",43,51.64,"C",66.1,67.6,59.9,58.3,3,0,1,0,NA,0,14.5,1,1,18.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,1,0.333,3,0,0,0,0,0,0,0,0,0,0.333,0,4,0,3,0,0
"TAI TERRELL","TROY",34,51.59,"C",66.7,66.3,61.8,NA,1,0,0,1,NA,0,0,13.5,0,24,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,27,1,1,0,0,0.045,0,0.5,0,0.5,0,0,1,0,0,0,0
"DE'VEION MCLILLEY-BULO","DOMINION",26,51.55,"C",64.3,65.1,63.5,55.5,3,0,3,0,NA,0,-1,6,0,1.5,2,0,0,0,1,0,0,1,12.5,1,0,1,0,0,0,0,0,0,0.25,1,1,1,0,2,1,1,2,1,12,1,0,0,1,0,0.5,0.5,0,0,0.5,0,4,0,3,0,0
"JAMAREY SMITH","WASH STATE",60,51.4,"C",57.8,54.4,70.2,60,4,0,0,1,NA,0,15,7.2,2,20,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,4,4,1,1,0.2,36,1,1,0,0,0.035,0,0.2,0,0.2,0,0.25,5,0,3,0,0
"MALAKAI MURPHY","SO MISS",45,51.31,"C",66.7,66.4,64.3,60,NA,0,0,0,NA,0,0,0,1,24,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JAHEIM JENKINS","JVILLE ST",24,51.06,"C",66.8,65.4,65.1,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BARRY DILLON","OHIO",69,50.95,"C",66.2,64.3,69.5,NA,4,0,1,0,NA,0,0,3.6,1,8.2,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0.6,18,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
"JD DREW","TULSA",39,50.89,"C",65.7,64.9,62.4,NA,NA,0,0,1,NA,0,0,12,1,18,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,2,2,1,1,0.333,36,1,1,0,0,0.036,0,0.333,0,0.333,NA,NA,NA,0,0,0,0
"TJ TILLMAN","UTEP",17,50.89,"C",67,66.4,61,NA,1,0,1,0,NA,0,0,2,1,11,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JOSIRA ANDREWS","BOWL GREEN",43,50.84,"C",68.2,64.8,72.5,NA,5,2,1,0,NA,0,4.5,7.5,0,5,0,0,1,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0.286,1,0,0,2,2,1,0,2,1,15,1,0,0,0,0,0,0.5,0,0,0.2,0.5,7,0,4,0,0
"ISRAEL PETITE","TOLEDO",31,50.56,"C",67,66.7,61.8,NA,NA,0,0,0,NA,0,0,0,1,18.5,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ANTHONY RICHARD JR.","MEMPHIS",50,50.45,"C",58.7,57.3,61.5,NA,3,1,1,0,NA,0,0,4.5,0,14,0,0,0,0,1,1,0,0,NA,0,0,1,0,0,0,0,0,0,0.25,1,1,0,1,4,2,1,1,0.5,9,0,1,0,0,0,0,0,0,0.5,0.333,0,4,0,2,0,0
"TONEY COLEMAN JR.","MIAMI OH",18,50.38,"C",66.1,65.8,60,NA,2,0,1,0,NA,0,0,4.3,2,6,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.5,17,1,0,0,0,0,0,0.25,0,0,0,0,2,0,2,0,0
"KSHAWN COX JR.","DELAWARE",41,50.19,"C",68.1,67.2,65.5,NA,2,0,0,0,NA,0,11,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"NAJEE NELSON","N DAK ST",46,49.99,"C",62.9,55.1,73.7,60,4,1,0,0,NA,0,7.5,NA,NA,NA,0,NA,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,2,0,NA
"LATRISTAN THOMPSON","UTEP",26,49.59,"C",71.7,71.5,61.6,NA,1,0,1,0,NA,0,0,5,0,-2,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"MYLES WOODS","COAST CAR",26,49.43,"C",65.8,65.4,61.7,NA,1,0,0,0,NA,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0
"ELIJAH GIPSON","HAWAII",19,48.62,"C",61.7,61.2,60,NA,1,0,0,0,NA,0,0,0,1,27,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"NICK SAWYER","BOWL GREEN",20,48.55,"C",63,58.9,72.3,NA,6,1,2,0,NA,0,1,15.3,0,14,1,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,3,1,46,2,0,0,0,0.077,0,0.667,0,0,0,0,6,0,4,0,0
"ANTHONY ROGERS","TULANE",62,48.28,"C",66,64.2,68.9,NA,5,1,1,0,NA,0,5.5,21.5,0,34.5,1,1,1,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.167,0,0,0,1,2,2,1,1,0.5,43,1,0,0,0,0.028,0,0.5,0,0,0,0.25,6,0,3,0,0
"BLAKE THOMPSON","OREGON ST",59,48.18,"C",59.8,61.5,53.9,58.9,7,1,2,0,NA,0,6,5.8,0,11.6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0.6,29,2,0,0,3,0.033,0.6,0.4,0,0,0,0,7,0,6,0,0
"DA'VONTAE FLOYD","FIU",34,48.08,"C",66.5,64.7,65.8,NA,4,1,1,0,NA,0,0,16,0,18,1,1,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,32,1,0,0,0,0.042,0,0.5,0,0,0,0,4,0,3,0,0
"JUAN BERCHAL","APP STATE",47,48,"C",58.8,58.2,61.4,NA,6,1,1,0,NA,0,6,6.2,1,19.4,0,1,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,0,0,0.143,1,1,0,1,4,3,0,3,0.6,31,2,0,0,0,0.032,0,0.4,0,0,0.333,0,7,0,4,0,0
"IZAIAH GUY","LIBERTY",32,47.78,"C",67,66.6,62.8,NA,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BRYSON SNELLING","NEVADA",55,47.74,"C",65,63.8,66.3,NA,3,0,0,0,NA,0,15,5.5,1,13.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,11,1,0,0,0,0,0,0.5,0,0,0,0,3,0,3,0,0
"BRAYDEN HALL","MARSHALL",37,47.73,"C",58,54.5,72.3,NA,5,1,1,0,NA,0,26,3.8,2,16.3,1,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.167,0,0,0,1,4,4,0,2,0.5,15,2,0,0,0,0,0,0.5,0,0,0,0.25,6,0,2,0,0
"ANGELO ROSS","E CAROLINA",54,47.57,"C",61.6,57.7,70.2,NA,3,0,1,0,NA,0,4.67,6.5,1,13.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0.5,13,1,0,0,0,0,0,0.5,0,0,0,0,3,0,3,0,0
"AMARION FORTENBERRY","USF",32,47.43,"C",67.3,63.1,67,NA,1,0,0,0,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"BRANDON CRUTCHFIELD","DOMINION",64,47.27,"C",67,63.2,75.3,NA,7,0,1,0,NA,0,4.4,11,0,6.5,0,2,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0.125,1,1,0,0,3,3,2,5,0.833,66,2,0,0,0,0.05,0,0.333,0,0,0,0.333,8,0,7,0,0
"JORDAN LESSARD","COLO STATE",16,47.2,"C",64.8,62.8,64.3,60,1,0,0,0,NA,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SHEMAR WELCH","TROY",28,46.99,"C",60.3,56.7,66.6,63.8,1,0,1,0,NA,0,0,6.3,2,11,1,1,0,0,0,0,0,1,NA,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0.333,19,1,0,0,0,0.063,0,0.333,0,0,0,0,1,0,0,0,0
"FRANKIE EDWARDS III","NEW MEXICO",20,46.93,"C",64.2,57.9,63.4,75.3,1,0,0,0,NA,0,12,8.5,0,4,0,0,0,0,0,0,0,0,33.3,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,2,1,17,1,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0
"JANARD LOCKHARDT","LA TECH",73,46.92,"C",65.4,64.9,63.9,60,2,0,1,1,NA,0,46,5.1,1,5.6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0,0,0,0,6,5,5,4,0.571,36,1,2,0,3,0,0.429,0.143,0,0.286,0.5,0.667,5,0,3,0,0
"CALEB RICKS","S DIEGO ST",36,46.86,"C",47.5,63.2,28,NA,NA,0,0,1,NA,0,0,0,1,17.5,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,5,1,1,0,0,0,0,1,0,1,0,0.5,0,0,0.5,NA,NA,NA,0,1,0,0
"ERIC ADAMS","APP STATE",19,46.77,"C",65.9,64.6,63.5,59.7,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"HYAJAH MILLER","TOLEDO",22,46.76,"C",67.7,66.7,60,NA,3,0,1,0,NA,0,0,6.5,0,6,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,13,1,0,0,0,0,0,0.5,0,0,0,0,3,0,3,0,0
"NICK BELL","NAVY",21,46.76,"C",64.9,63.8,62.4,NA,4,0,1,0,NA,0,6,8,0,7,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,24,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
"ALEX ELLIOTT","N DAK ST",24,46.67,"C",57.6,44.9,69.8,57,3,1,1,0,NA,0,1.5,NA,NA,NA,0,NA,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,2,0,NA
"TYRELL RUSSELL","TOLEDO",24,46.49,"C",66.6,66.1,61.3,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"LARON DUES","JAMES MAD",21,46.46,"C",66.7,66.3,60.2,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JK JOHNSON","FAU",26,46.23,"C",66.1,65.3,62.9,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ORMANIE ARNOLD","NEW MEXICO",15,45.71,"C",65.6,65.2,60,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ANTHONY BENFORD II","N TEXAS",30,45.53,"C",65.9,68.2,55.4,NA,4,0,1,0,NA,0,0,13,0,7,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0.2,1,1,0,0,1,0,0,1,1,13,1,0,0,0,0,0,1,0,0,0.5,0,5,0,3,0,0
"BRYCE GRAYS","UTSA",52,45.45,"C",50.7,47.4,54.5,68.1,4,2,1,0,NA,0,4,0,2,3.3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,2,5,2,0,1,0.333,0,0,0,0,1,0,0.333,0,0,0,0,1,5,0,3,1,0
