"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"KHAMANI ALEXANDER","CHARLOTTE",5,"HB",2026,"The American",63.2,6,15,28,1.9,2,3,0,0,0,1,0.1,27,1.8,0,0.2,0,0,0,"CHARLOTTE",5,"The American",58.2,1,25,0,3,2,14,7,0,0,0,0,0,2,0,0,17,8.5,3,0,0.56,-1.3,0,1,"100%","0.00%","0.00%",77.1,0,0.12,0,"66.70%","The American","G5",46,25.8,"D"
"KEVEUN MASON","TEMPLE",26,"HB",2026,"The American",59.1,4,15,49,3.3,0,1,0,0,5,7,0.5,42,2.8,0,0.067,0.33,1,0,"TEMPLE",26,"The American",57.3,1,7,0,1,1,4,4,0,0,0,0,0,1,0,0,2,2,1,0,0.57,2,0,0,"100%","0.00%","0.00%",83.3,0,0.143,0,"100%","The American","G5",36,25.61,"D"
"ANTHONY CARRIE","FIU",1,"HB",2026,"C-USA",45.8,3,19,44,2.3,0,2,1,0,3,8,0.4,36,1.9,0,0.105,0.16,1,0,"FIU",1,"C-USA",65.5,2,23,0,2,2,21,10.5,0,2,0,0,0,2,0,0,22,11,18,0,0.91,-0.5,0,1,"100%","0.00%","0.00%",110.4,0,0.087,0,"100%","C-USA","G5",51,24.76,"D"
"A'MARION PETERSON","UTSA",28,"HB",2026,"The American",77,5,6,19,3.2,0,2,0,0,2,8,1.3,11,1.8,0,0.333,0.33,0,0.167,"UTSA",28,"The American",73.4,1,5,0,2,1,7,7,0,0,0,0,0,1,0,0,12,12,3,0,1.4,-1,0,1,"100%","0.00%","0.00%",58.3,0,0.4,0,"50.00%","The American","G5",11,23.33,"D"
"LANEAR MCCRARY JR.","GA STATE",5,"HB",2026,"Sun Belt",58.6,3,10,51,5.1,0,2,0,0,0,25,2.5,26,2.6,0,0.2,0,1,0.1,"GA STATE",5,"Sun Belt",60.7,2,12,0,2,1,13,13,0,1,0,0,0,1,1,0,9,9,2,0,1.08,4,0,0,"100%","0.00%","50.00%",31.3,0,0.167,0,"50.00%","Sun Belt","G5",32,23.04,"D"
"SOLOMON BAGGETT","ARK STATE",23,"HB",2026,"Sun Belt",58.9,4,9,27,3,0,2,0,0,3,1,0.1,26,2.9,0,0.222,0.33,1,0,"ARK STATE",23,"Sun Belt",73.4,1,8,1,1,1,10,10,0,1,0,0,0,1,0,0,4,4,3,0,1.25,6,0,0,"100%","0.00%","0.00%",108.3,0,0.125,0,"100%","Sun Belt","G5",21,22.67,"D"
"MEL BROWN","COLO STATE",1,"HB",2026,"Pac-12",63,4,9,28,3.1,0,2,0,0,2,4,0.4,24,2.7,0,0.222,0.22,1,0,"COLO STATE",1,"Pac-12",68.3,1,6,0,3,3,17,5.7,0,0,0,0,0,3,0,0,29,9.7,13,0,2.83,-4,0,1,"100%","0.00%","0.00%",90.3,0.167,0.5,0,"100%","Pac-12","G5",20,22.55,"D"
"ANTHONY REAGAN JR.","LA LAFAYET",22,"HB",2026,"Sun Belt",66.6,5,8,48,6,0,1,1,1,2,31,3.9,17,2.1,0,0.125,0.25,2,0.125,"LA LAFAYET",22,"Sun Belt",59.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",11,21.93,"D"
"GAVIN GRIFFIN","TROY",0,"HB",2026,"Sun Belt",61,6,18,56,3.1,0,4,0,0,1,-6,-0.3,62,3.4,0,0.222,0.06,1,0.111,"TROY",0,"Sun Belt",53.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",41,21.9,"D"
"ALTON MCCASKILL","SM HOUSTON",22,"HB",2026,"C-USA",64.5,4,8,41,5.1,1,3,0,0,0,20,2.5,21,2.6,0,0.375,0,2,0,"SM HOUSTON",22,"C-USA",55.4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",23,21.58,"D"
"ETHAN ERVIN","FAU",21,"HB",2026,"The American",47.7,2,14,40,2.9,0,2,0,0,1,17,1.2,23,1.6,0,0.143,0.07,1,0.143,"FAU",21,"The American",63.7,1,19,0,4,4,16,4,0,1,0,0,0,4,0,0,15,3.8,3,0,0.84,0.3,0,0,"100%","0.00%","0.00%",83.3,0.053,0.211,0,"100%","The American","G5",36,21.34,"D"
"JOHNNY THOMPSON JR.","BALL ST",3,"HB",2026,"MAC",64.9,3,7,41,5.9,0,2,0,0,1,19,2.7,22,3.1,0,0.286,0.14,2,0,"BALL ST",3,"MAC",62.2,1,5,0,1,1,1,1,0,0,0,0,0,1,0,0,6,6,2,0,0.2,-5,0,0,"100%","0.00%","0.00%",79.2,0,0.2,0,"100%","MAC","G5",16,21.16,"D"
"JEVON EDWARDS","COAST CAR",20,"HB",2026,"Sun Belt",62.4,6,14,49,3.5,0,2,0,0,3,16,1.1,33,2.4,0,0.143,0.21,0,0.143,"COAST CAR",20,"Sun Belt",55.4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",38,21.11,"D"
"TAVORUS JONES","UTEP",0,"HB",2026,"MWC",65.1,4,9,34,3.8,0,3,0,0,0,23,2.6,11,1.2,0,0.333,0,3,0.222,"UTEP",0,"MWC",59.8,1,9,0,3,2,-3,-1.5,0,0,0,0,0,2,0,0,3,1.5,0,0,-0.33,-3,0,0,"100%","0.00%","0.00%",30.6,0,0.333,0,"66.70%","MWC","G5",34,21,"D"
"BRAYDON BENNETT","E MICHIGAN",28,"HB",2026,"MAC",65.3,4,8,17,2.1,0,1,0,0,2,0,0,17,2.1,0,0.125,0.25,0,0.25,"E MICHIGAN",28,"MAC",61.3,3,8,0,4,3,11,3.7,0,1,1,0,0,4,0,0,23,7.7,13,0,1.38,-3.8,0,2,"75.00%","25.00%","0.00%",77.1,0.25,0.5,0,"75.00%","MAC","G5",19,19.91,"F"
"LEO PULALASI","WASH STATE",20,"HB",2026,"Pac-12",66,4,7,33,4.7,0,2,0,0,2,10,1.4,23,3.3,0,0.286,0.29,1,0.143,"WASH STATE",20,"Pac-12",54.6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Pac-12","G5",20,18.63,"F"
"KE'MARION BALDWIN","BOWL GREEN",4,"HB",2026,"MAC",76.1,4,6,38,6.3,0,2,0,0,2,12,2,26,4.3,0,0.333,0.33,1,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MAC","G5",10,18.34,"F"
"ANDREW BURNETTE","LA TECH",1,"HB",2026,"Sun Belt",64.6,3,6,23,3.8,1,2,0,0,1,5,0.8,18,3,0,0.333,0.17,1,0,"LA TECH",1,"Sun Belt",56.8,1,12,0,1,1,-4,-4,0,0,0,0,0,1,0,0,3,3,1,0,-0.33,-7,0,0,"100%","0.00%","0.00%",79.2,0,0.083,0,"100%","Sun Belt","G5",25,18.12,"F"
"HERSCHEL TURNER","NEVADA",1,"HB",2026,"MWC",57.8,3,8,23,2.9,0,2,0,0,1,12,1.5,11,1.4,0,0.25,0.13,0,0,"NEVADA",1,"MWC",37.7,4,13,0,4,3,31,10.3,0,2,1,1,1,4,0,0,28,9.3,9,0,2.38,0.8,0,0,"75.00%","25.00%","0.00%",96.9,0.077,0.308,0,"75.00%","MWC","G5",27,18.08,"F"
"AJAY ALLEN","W KENTUCKY",3,"HB",2026,"C-USA",62.3,6,10,22,2.2,0,2,1,0,3,4,0.4,18,1.8,0,0.2,0.3,0,0,"W KENTUCKY",3,"C-USA",64.3,1,20,0,2,2,8,4,0,0,0,0,0,2,0,0,9,4.5,3,0,0.4,-0.5,0,1,"100%","0.00%","0.00%",83.3,0,0.1,0,"100%","C-USA","G5",43,17.51,"F"
"JOEY MATTORD","E MICHIGAN",24,"HB",2026,"MAC",65.4,4,9,36,4,0,2,0,0,2,9,1,27,3,0,0.222,0.22,1,0,"E MICHIGAN",24,"MAC",56.9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,"0.00%","0.00%","0.00%",39.6,0.333,0.333,0,"0.00%","MAC","G5",21,17.37,"F"
"VAUGHN BLUE","C MICHIGAN",24,"HB",2026,"MAC",62,5,15,55,3.7,0,3,0,0,0,34,2.3,21,1.4,0,0.2,0,1,0,"C MICHIGAN",24,"MAC",57.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",43,17.17,"F"
"KADERRIS ROBERTS","DELAWARE",3,"HB",2026,"C-USA",61.4,3,6,25,4.2,0,1,0,0,1,8,1.3,17,2.8,0,0.167,0.17,1,0,"DELAWARE",3,"C-USA",69.9,1,8,0,3,3,10,3.3,0,1,0,0,0,3,0,0,20,6.7,4,0,1.25,-3.3,0,1,"100%","0.00%","0.00%",80.6,0.125,0.375,0,"100%","C-USA","G5",18,17.03,"F"
"LATRELLE MURRELL","KENNESAW",6,"HB",2026,"C-USA",64.6,2,7,33,4.7,0,2,0,0,0,7,1,26,3.7,0,0.286,0,2,0,"KENNESAW",6,"C-USA",64.3,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,-4,0,0,"100%","0.00%","0.00%",79.2,0,0.333,0,"100%","C-USA","G5",16,16.36,"F"
"AUSTYN DENDY","BOWL GREEN",1,"HB",2026,"MAC",70.4,4,11,37,3.4,0,2,0,0,1,-8,-0.7,45,4.1,0,0.182,0.09,1,0.091,"BOWL GREEN",1,"MAC",55.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",22,16.26,"F"
"D'ANDRE HARDEMAN JR.","RICE",28,"HB",2026,"The American",57.3,2,11,43,3.9,0,2,0,0,2,50,4.5,-7,-0.6,0,0.182,0.18,1,0,"RICE",28,"The American",58.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",38,15.7,"F"
"JALEN LIKELY","JVILLE ST",6,"HB",2026,"C-USA",61,2,6,8,1.3,0,0,0,0,0,2,0.3,6,1,0,0,0,0,0.167,"JVILLE ST",6,"C-USA",77.7,2,14,0,3,2,16,8,1,2,0,0,0,2,0,0,12,6,1,0,1.14,9,0,0,"100%","0.00%","0.00%",119.4,0.071,0.214,0.333,"66.70%","C-USA","G5",25,15.58,"F"
"JAHEIM MERRIWEATHER","TROY",3,"HB",2026,"Sun Belt",64.9,5,9,44,4.9,0,3,0,0,0,10,1.1,34,3.8,0,0.333,0,0,0,"TROY",3,"Sun Belt",55.8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",20,14.98,"F"
"PEYTON JONES","LIBERTY",7,"HB",2026,"C-USA",58.8,4,9,35,3.9,0,1,0,0,3,-2,-0.2,37,4.1,0,0.111,0.33,1,0,"LIBERTY",7,"C-USA",56.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",25,13.86,"F"
"JAMES LEE","ARK STATE",27,"HB",2026,"Sun Belt",70.2,5,6,28,4.7,0,1,0,0,2,3,0.5,25,4.2,0,0.167,0.33,0,0,"ARK STATE",27,"Sun Belt",58.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",13,12.95,"F"
"JADEN MILLER","LA TECH",0,"HB",2026,"Sun Belt",53,3,11,34,3.1,0,1,0,0,1,6,0.6,28,2.5,0,0.091,0.09,1,0.091,"LA TECH",0,"Sun Belt",33.9,2,13,0,2,1,6,6,0,0,1,0,0,2,0,0,9,9,4,0,0.46,-1.5,0,0,"50.00%","50.00%","0.00%",56.3,0,0.154,0,"50.00%","Sun Belt","G5",27,12.81,"F"
"MICHAEL ALLEN","E CAROLINA",21,"HB",2026,"The American",59.2,2,8,21,2.6,0,1,0,0,0,8,1,13,1.6,0,0.125,0,0,0.25,"E CAROLINA",21,"The American",70.2,1,4,0,1,1,1,1,0,0,0,0,0,1,0,0,9,9,0,0,0.25,-8,0,0,"100%","0.00%","0.00%",79.2,0,0.25,0,"100%","The American","G5",18,12.26,"F"
"HENRY RUTLEDGE","CHARLOTTE",21,"HB",2026,"The American",64.1,4,7,29,4.1,0,1,0,0,2,10,1.4,19,2.7,0,0.143,0.29,1,0,"CHARLOTTE",21,"The American",55.8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",19,12.25,"F"
"RODNEY NELSON","MIAMI OH",0,"HB",2026,"MAC",62.2,2,7,32,4.6,0,2,0,0,0,11,1.6,21,3,0,0.286,0,2,0,"MIAMI OH",0,"MAC",54.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",17,11.88,"F"
"VIRON ELLISON JR.","DELAWARE",21,"HB",2026,"C-USA",68.8,4,6,30,5,0,2,0,0,0,13,2.2,17,2.8,0,0.333,0,0,0,"DELAWARE",21,"C-USA",56.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",14,11.59,"F"
"DARRELL SMITH","LA LAFAYET",0,"HB",2026,"Sun Belt",48.1,6,7,13,1.9,0,1,2,1,2,3,0.4,10,1.4,0,0.143,0.29,0,0.429,"LA LAFAYET",0,"Sun Belt",54.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",19,10.75,"F"
"TYVONN BYARS","RICE",26,"HB",2026,"The American",65.2,5,8,18,2.3,1,2,0,0,1,4,0.5,14,1.8,0,0.25,0.13,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"The American","G5",25,10.29,"F"
"JAMARICE WILDER","SO MISS",6,"HB",2026,"Sun Belt",59.7,1,6,19,3.2,0,1,0,0,1,2,0.3,17,2.8,0,0.167,0.17,0,0.167,"SO MISS",6,"Sun Belt",42,2,21,0,2,1,-2,-2,0,0,1,0,0,2,0,0,2,2,0,0,-0.1,-1,0,0,"50.00%","50.00%","0.00%",56.3,0.048,0.095,0,"50.00%","Sun Belt","G5",30,10.12,"F"
"TREYAUN WEBB","APP STATE",4,"HB",2026,"Sun Belt",59.8,1,9,28,3.1,0,1,0,0,1,3,0.3,25,2.8,0,0.111,0.11,1,0,"APP STATE",4,"Sun Belt",55.8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",18,8.38,"F"
"DEVONTE LYONS","FIU",3,"HB",2026,"C-USA",59.5,1,8,18,2.3,0,0,0,0,3,-10,-1.3,28,3.5,0,0,0.38,1,0,"FIU",3,"C-USA",54.3,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",29,7.48,"F"
"JORDAN LOVETT","TROY",1,"HB",2026,"Sun Belt",56.4,2,7,2,0.3,0,1,0,0,0,-9,-1.3,11,1.6,0,0.143,0,0,0,"TROY",1,"Sun Belt",74.5,1,9,0,3,3,12,4,0,0,0,0,0,3,0,0,12,4,7,0,1.33,0,0,1,"100%","0.00%","0.00%",83.3,0,0.333,0,"100%","Sun Belt","G5",20,4.99,"F"
"BAM MCREYNOLDS","UAB",3,"HB",2026,"The American",42.8,1,7,12,1.7,0,1,1,0,0,7,1,5,0.7,0,0.143,0,0,0.143,"UAB",3,"The American",60.3,3,6,0,1,1,-1,-1,0,0,0,0,0,1,1,1,-1,-1,-1,1,-0.17,0,0,0,"100%","0.00%","100%",79.2,0,0.167,0,"100%","The American","G5",18,4.63,"F"
"DONOVAN DELANEY JR.","KENT STATE",25,"HB",2026,"MAC",64.9,3,9,20,2.2,0,1,0,0,0,-3,-0.3,23,2.6,0,0.111,0,0,0,"KENT STATE",25,"MAC",60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",12,4.43,"F"
"D'SHAWNTAE JONES","MIAMI OH",9,"HB",2026,"MAC",49.3,2,9,10,1.1,0,1,1,0,0,-8,-0.9,18,2,0,0.111,0,0,0,"MIAMI OH",9,"MAC",57.1,1,11,0,2,1,10,10,0,0,0,0,0,1,0,0,10,10,0,0,0.91,-2,0,0,"100%","0.00%","0.00%",64.6,0.091,0.182,0,"50.00%","MAC","G5",25,3.28,"F"
"SCOTTRE HUMPHREY","NEW MEXICO",22,"HB",2026,"MWC",53.3,0,10,5,0.5,0,0,0,0,2,-10,-1,15,1.5,0,0,0.2,0,0.2,"NEW MEXICO",22,"MWC",54.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MWC","G5",25,3.14,"F"
"NINO HILL","BUFFALO",0,"HB",2026,"MAC",50.2,3,7,24,3.4,0,1,1,1,0,6,0.9,18,2.6,0,0.143,0,0,0,"BUFFALO",0,"MAC",57.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",16,2.8,"F"
"TREQUAN JONES","TULSA",3,"HB",2026,"The American",62.5,2,7,14,2,0,0,0,0,0,-3,-0.4,17,2.4,0,0,0,0,0,"TULSA",3,"The American",29.8,1,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,"0.00%","100%","0.00%",39.6,0,0.143,0,"0.00%","The American","G5",16,0,"F"
