"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"DARRION SMITH","AUBURN",43,58.4,"C","ED",2026,"SEC",72.7,76.9,62.3,NA,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,14,3.33,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,0,1,1,0,0,3,1,0,0,0,0,4,4,0,0,0,"P4",200,NA,200
"ANTHONY SMITH","MINNESOTA",28,58.11,"C","ED",2026,"Big Ten",73.2,74.5,62.4,60,0,1,1,0,0,0,3,3,2,0,0,0,0,1,0,2,1,1,0,NA,NA,NA,NA,13,-2,0,0.231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,1,1,0,1,0,0,0,0,0,2,2,1,0,0,"P4",31,NA,31
"KEN TALLEY","UCF",19,57.61,"C","ED",2026,"Big 12",84.3,77.7,72.9,60,0,2,2,0,0,1,2,3,1,0,0,0,0,2,0,0,1,2,0,NA,NA,NA,NA,7,-2,0,0.429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,0,2,2,2,0,2,1,0,0,0,0,4,4,1,0,0,"P4",68,NA,68
"TUNMISE ADELEYE","SYRACUSE",36,56.79,"C","ED",2026,"ACC",69.3,67.7,73,NA,0,3,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,13,3,0.077,0.154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5,0,3,1,0,0,1,3,0,0,0,0,5,5,0,0,0,"P4",14,NA,14
"JAYDEN WOODS","FLORIDA",55,56.65,"C","ED",2026,"SEC",76.1,71.3,67.4,71.7,0,2,3,0,0,1,2,3,1,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,19,3.5,0,0.105,0,12,1,1,3,3,0,0,0,0,79.2,0.25,0,0.167,0,1,0,0,1,0,1,0,0,3,-1,0,0,5,0,2,2,0,0,2,2,0,1,0,0,5,5,0,1,0,"P4",219,NA,219
"SOLOMON WILLIAMS","CAL",31,56.3,"C","ED",2026,"ACC",69.6,65.9,66.3,NA,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,12,0,0,0.083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",168,NA,168
"CHARLIE COLLINS","ARKANSAS",20,56.14,"C","ED",2026,"SEC",72.7,61.1,73.6,60,0,0,0,1,0,1,2,4,0,0,0,1,0,0,0,2,0,0,1,NA,NA,NA,NA,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,0,0,1,"P4",158,NA,158
"SUNTARINE PERKINS","OLE MISS",43,55.83,"C","ED",2026,"SEC",59.9,65.1,57.7,55.5,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,3,0,7,4,NA,NA,NA,NA,17,8,0.059,0.059,1,9,1,1,25,25,0,1,0,0,118.8,2.78,1,0.444,0,1,0,1,2,0.111,1,1,0,25,9,0,4,5,0.286,1,0,0,0,2,1,0,1,0,0.5,7,7,0,1,2,"P4",89,NA,89
"COOPER BLOMSTROM","ARIZONA",38,55.52,"C","ED",2026,"Big 12",80.5,78.1,65.8,72.4,0,2,6,0,0,1,2,3,0,0,0,1,0,3,0,0,1,7,1,NA,NA,NA,NA,13,0.6,0.077,0.308,1,9,1,1,-2,-2,0,0,0,0,79.2,-0.22,0,0.556,0,1,0,0,0,0,1,0,0,-2,-4,0,48,8,0,2,5,3,0,5,0,0,1,0,0,8,8,2,1,0,"P4",85,NA,85
"TREY SMITH","PURDUE",17,55.51,"C","ED",2026,"Big Ten",63.5,55.1,67.9,60,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",106,NA,106
"TOBY ANENE","COLORADO",41,54.9,"C","ED",2026,"Big 12",70.8,74.1,60.3,NA,0,3,1,0,0,0,4,4,1,0,0,0,0,0,0,2,0,2,4,NA,NA,NA,NA,20,2,0.1,0.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,4,0.429,3,1,0,0.2,1,3,1,0,0,1,7,7,0,0,2,"P4",50,NA,50
"KOBE SMITH","DUKE",20,54.69,"C","ED",2026,"ACC",83.3,69.8,80.5,60,0,0,1,0,0,0,4,4,2,0,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,7,0,0,0.286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",180,NA,180
"DARRIS SMITH","MISSOURI",15,53.86,"C","ED",2026,"SEC",67.2,56.9,71.3,NA,0,1,0,0,0,1,2,3,1,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,6,0,0.167,0.167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,0.5,1,0,0,0.5,0,1,1,0,0,0,1,2,0,0,0,"P4",62,NA,62
"JACOB LANE","WASHINGTON",31,53.5,"C","ED",2026,"Big Ten",88.4,70.2,84,63.4,0,0,2,0,0,1,2,3,1,0,0,0,0,2,0,0,0,2,1,NA,NA,NA,NA,17,-1,0.059,0.176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,0,0,1,1,0,1,0,0,1,1,0,2,2,0,1,0,"P4",84,NA,84
"LONDON MERRITT","CLEMSON",26,52.46,"C","ED",2026,"ACC",73.7,72.4,66.1,60,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,10,3.5,0.1,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,1,2,0,0,2,1,0,0,0,0,3,3,0,0,0,"P4",201,NA,201
"GABE KIRSCHKE","WAKE",32,52.28,"C","ED",2026,"ACC",75.9,77.6,64.9,61.1,0,0,3,0,0,0,3,3,1,0,0,0,0,2,0,1,1,3,1,NA,NA,NA,NA,11,-3.5,0,0.364,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,2,2,0,2,0,0,1,0,0,3,3,0,1,0,"P4",46,NA,46
"JEREMIAH JOHNSON","W VIRGINIA",15,52.05,"C","ED",2026,"Big 12",60.5,NA,60,NA,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",235,NA,235
"TOBI OSUNSANMI","INDIANA",38,51.9,"C","ED",2026,"Big Ten",79.7,78.4,63.3,73.2,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,NA,NA,NA,NA,17,0.33,0,0.235,0,6,1,1,-2,-2,0,0,0,0,79.2,-0.33,0,0.333,0,0,0,0,1,0,0,0,0,-2,-2,0,12,4,0,0,3,2,0,3,0,0,1,1,0,4,4,0,1,0,"P4",36,NA,36
"WENDELL GREGORY","KANSAS ST",33,51.84,"C","ED",2026,"Big 12",64.8,56,71.6,NA,0,0,2,0,0,1,3,4,1,0,0,0,0,1,0,0,1,2,3,NA,NA,NA,NA,18,-0.5,0.167,0.222,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.333,0,2,1,0.333,2,0,1,0,0,0,3,3,0,0,0,"P4",161,NA,161
"ISAIAH WARD","WASHINGTON",29,51.02,"C","ED",2026,"Big Ten",89.9,95.5,64.3,51,0,0,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,2,NA,NA,NA,NA,11,3,0.091,0.455,1,3,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,91,3,0,0,2,0,0,2,0,0,0,0,0,3,3,0,1,0,"P4",47,NA,47
"WILL WHITSON","MISS STATE",36,50.96,"C","ED",2026,"SEC",78.1,80.6,57.1,60,0,1,2,0,0,1,1,2,0,0,0,0,0,0,0,1,0,3,1,NA,NA,NA,NA,18,1,0.056,0.333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3,0.25,1,2,0,0.25,2,1,1,0,0,0,4,4,0,0,0,"P4",1,NA,1
"KENNY SOARES JR.","MICH STATE",38,50.88,"C","ED",2026,"Big Ten",83.7,54.3,73.9,91.8,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,2,NA,NA,NA,NA,14,3,0.143,0.143,2,8,0,0,0,0,0,0,1,0,0,0,0,0.375,0,0,0,0,1,0,0,0,1,0,13,0,1,2,0.333,1,1,0,0.333,1,1,1,0,0,0,3,3,0,0,0,"P4",56,NA,56
"AJ GREEN","LOUISVILLE",43,49.53,"C","ED",2026,"ACC",77,75.1,68.5,60,0,2,2,0,0,1,5,6,0,0,0,0,0,1,0,1,0,4,3,NA,NA,NA,NA,24,1.67,0.083,0.208,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0.167,2,2,1,0,3,2,0,0,0,1,6,6,0,0,1,"P4",117,NA,117
"TEVARUA TAFITI","STANFORD",56,49.41,"C","ED",2026,"ACC",60.6,56.9,62.6,60.5,0,3,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,2,2,NA,NA,NA,NA,26,-2,0.077,0.039,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0.2,3,1,1,0.2,1,3,1,0,0,0,5,5,0,0,0,"P4",30,NA,30
"KEAHNIST THOMPSON","MICH STATE",28,49.25,"C","ED",2026,"Big Ten",74.7,73.2,66.8,60,0,0,1,0,0,1,2,3,1,0,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,12,3,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",42,NA,42
"JADYN RAMOS","USC",20,48.7,"C","ED",2026,"Big Ten",62.4,69.8,63.3,53,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,2,0,3,1,NA,NA,NA,NA,10,6,0,0.2,0,2,1,1,17,17,0,1,0,0,118.8,8.5,1,0.5,0,1,0,1,0,0.5,1,1,0,17,17,0,95,2,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,"P4",230,NA,230
"TYREE WEATHERSBY","TENNESSEE",20,48.69,"C","ED",2026,"SEC",65.5,61.6,64.3,NA,1,0,1,1,0,0,2,3,0,0,0,0,0,0,0,1,1,2,0,NA,NA,NA,NA,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",119,NA,119
"IKENNA EZEOGU","PENN STATE",24,48.67,"C","ED",2026,"Big Ten",75,62.5,75.3,60.6,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",33,NA,33
"ARMONDO BLOUNT","MIAMI FL",28,48.46,"C","ED",2026,"ACC",66.8,59.1,67.5,60,0,0,1,1,0,2,1,4,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,6,0,0.167,0.167,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",182,NA,182
"CALEB BACON","PENN STATE",19,47.79,"C","ED",2026,"Big Ten",78.5,77.2,68.7,62.4,0,1,5,0,0,1,1,2,0,0,0,0,0,3,0,0,0,5,1,NA,NA,NA,NA,9,-1.5,0,0.333,0,4,1,1,11,11,0,1,0,0,112.5,2.75,0,0.25,0,0,0,1,1,0,0,1,0,11,8,0,10,7,0,1,4,3,0,4,0,0,1,0,0,7,7,1,2,0,"P4",32,NA,32
"DAMON WILSON II","MIAMI FL",44,47.78,"C","ED",2026,"ACC",56,47.5,68.1,61.3,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,14,0,0.214,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,1,2,2,0,0,1,"P4",100,NA,100
"LOGAN GEORGE","WASHINGTON",25,47.67,"C","ED",2026,"Big Ten",65.4,54.4,70.8,NA,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,9,0,0.111,0.111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",141,NA,141
"ETHAN DAY","UTAH",36,46.87,"C","ED",2026,"Big 12",75.7,78.7,74,47.5,0,1,2,0,0,0,3,3,1,0,0,0,0,0,0,1,0,3,1,NA,NA,NA,NA,15,1.5,0,0.333,0,3,1,1,44,44,0,1,0,0,118.8,14.67,1,0.667,0,0,0,1,0,0.333,0,1,0,44,4,0,8,3,0.25,1,2,0,0,2,1,0,0,0,1,4,4,0,0,1,"P4",121,NA,121
"RAMZAK FRUEAN","WASHINGTON",22,46.77,"C","ED",2026,"Big Ten",59.8,70.3,59.1,69.4,0,1,2,0,0,0,2,2,0,0,0,1,0,0,0,0,1,4,5,NA,NA,NA,NA,10,5.5,0.2,0.2,2,3,0,0,0,0,0,0,0,0,39.6,0,0,0.667,0,1,1,1,0,0,1,0,0,0,-1,0,11,4,0.2,1,1,0,0.333,1,1,1,1,0,0,5,5,0,2,0,"P4",239,NA,239
"BLAKE PURCHASE","OLE MISS",39,46.66,"C","ED",2026,"SEC",49.4,50,57.6,56,0,2,3,1,0,1,1,3,0,0,0,0,0,1,0,1,1,5,6,NA,NA,NA,NA,20,3,0.2,0.15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.25,2,2,1,0,3,2,0,1,0,0.667,8,8,0,0,2,"P4",136,NA,136
"BRAYDEN MANLEY","GA TECH",23,46.6,"C","ED",2026,"ACC",64.7,61.3,64.2,60,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,11,0,0.091,0.182,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"P4",91,NA,91
"BEAU ATKINSON","OHIO STATE",26,45.18,"C","ED",2026,"Big Ten",73.7,61.2,66.4,62.7,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,0,0,0,0,0,0,0,0,2,0,0,3,3,0,2,0,"P4",20,NA,20
"YVAN KEMAJOU","PENN STATE",29,44.99,"C","ED",2026,"Big Ten",59.9,62.9,61.3,53.7,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,2,0,2,1,NA,NA,NA,NA,8,0,0,0,0,4,1,1,8,8,0,1,0,0,100,2,0,0,0,1,0,1,0,0,1,1,0,8,7,0,19,1,0.5,1,0,0,0,0,1,0,0,0,1,2,2,0,0,1,"P4",215,NA,215
"RYAN DAVIS","BAYLOR",46,44.96,"C","ED",2026,"Big 12",63.5,68.3,56.1,60.6,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,3,1,NA,NA,NA,NA,17,2,0.059,0.176,1,2,1,1,6,6,0,1,0,0,91.7,3,0,0.5,0,1,0,0,0,0,1,1,0,6,5,0,9,2,0.333,1,1,0,0.333,1,1,1,0,0,0,3,3,0,0,0,"P4",94,NA,94
"IRA SINGLETON IV","SMU",48,44.02,"C","ED",2026,"ACC",62.3,57.5,57.8,71.9,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,3,NA,NA,NA,NA,21,3,0.143,0.191,3,3,1,1,6,6,0,0,0,0,91.7,2,0,0.667,0,0,0,0,1,0,0,0,0,6,3,0,9,3,0.25,0,2,0,0.333,2,0,1,1,0,0,4,4,0,1,0,"P4",183,NA,183
"JOSH BURNHAM","INDIANA",26,43.69,"C","ED",2026,"Big Ten",54.9,57.2,54,NA,0,0,2,0,0,1,1,2,1,0,0,0,0,2,0,1,1,2,5,NA,NA,NA,NA,17,4,0.235,0.176,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,0.4,0,2,2,0.25,3,0,1,0,0,1,5,5,0,0,1,"P4",26,NA,26
"TYLER THOMPSON","LOUISVILLE",28,43.46,"C","ED",2026,"ACC",72.5,57.5,71.1,71.6,0,1,2,0,0,0,2,2,1,0,0,0,0,1,0,1,0,3,2,NA,NA,NA,NA,12,0,0.167,0.083,2,1,1,1,2,2,0,0,0,0,79.2,2,0,1,0,1,0,0,1,0,1,0,0,2,-6,0,3,4,0.2,1,1,1,0,1,1,0,1,0,0.333,5,5,0,2,1,"P4",73,NA,73
"CLEV LUBIN","LOUISVILLE",61,42.98,"C","ED",2026,"ACC",71.5,74.9,61.4,62.4,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,3,1,NA,NA,NA,NA,30,4,0.033,0.033,1,6,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,1,0,0,4,0,0,0,0,0,4,4,0,0,0,"P4",60,NA,60
"FARELL GNAGO","RUTGERS",19,42.69,"C","ED",2026,"Big Ten",61.2,53.4,67.6,NA,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,2,NA,NA,NA,NA,9,3,0.222,0.111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0,0,"P4",189,NA,189
"IOSE EPENESA","IOWA",20,42.64,"C","ED",2026,"Big Ten",68.9,63.1,58.9,61.2,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,7,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,1,0,"P4",225,NA,225
"MARIYON DYE","TENNESSEE",23,42.53,"C","ED",2026,"SEC",71.1,65.5,68,NA,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,9,0,0,0.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",217,NA,217
"YHONZAE PIERRE","ALABAMA",21,42.51,"C","ED",2026,"SEC",95.4,61.9,65.5,95.4,0,0,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,NA,NA,NA,NA,10,1.5,0.1,0.1,1,3,0,0,0,0,0,0,1,0,0,0,0,0.667,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,0,0,1,0,0,3,3,0,0,0,"P4",127,NA,127
"JOE BARNA","ILLINOIS",49,42.51,"C","ED",2026,"Big Ten",66.7,71.2,57.1,59.3,0,5,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,3,NA,NA,NA,NA,28,2.67,0.107,0.179,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0.111,5,2,1,0.125,3,4,1,0,0,0,8,9,1,0,0,"P4",147,NA,147
"RILEY PETTIJOHN","OHIO STATE",30,42.25,"C","ED",2026,"Big Ten",85.1,75.4,60,81.1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,NA,NA,NA,NA,11,1,0,0.182,0,18,3,1,4,1.3,0,0,0,0,79.2,0.22,0,0.389,0,3,0,0,3,0,1,0,0,1.3,-3.7,0,5,6,0,3,2,1,0,2,2,0,1,1,0,6,6,1,1,0,"P4",214,NA,214
"DAEDEN HOPKINS","MISSOURI",16,42.17,"C","ED",2026,"SEC",70.8,60,66.6,NA,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,2,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",208,NA,208
"TARVOS ALFORD","OHIO STATE",34,41.97,"C","ED",2026,"Big Ten",91.9,78.4,66.8,91,0,1,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,11,0,0,0.182,0,21,0,0,0,0,0,0,1,0,0,0,0,0.381,0,0,1,0,5,0,0,0,1,0,37,0,17,6,0,1,2,1,0,2,0,0,3,0,0,6,6,1,3,0,"P4",213,NA,213
"LANGSTON HARDY","WAKE",40,41.79,"C","ED",2026,"ACC",78.1,81.7,65.8,63.9,0,0,3,0,0,0,1,1,2,0,0,0,0,2,0,0,0,2,1,NA,NA,NA,NA,15,0,0,0.333,0,7,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0.25,0,3,2,0,3,0,0,0,0,1,4,4,0,0,1,"P4",15,NA,15
"DEMETRIUS BALLARD","BOSTON COL",25,41.72,"C","ED",2026,"ACC",61.2,62.3,54.9,60,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,NA,NA,NA,NA,17,5,0.059,0.118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,0.25,1,0,0,0.333,1,1,1,1,0,0,4,4,0,1,0,"P4",173,NA,173
"A.J. HOFFLER","GA TECH",24,41.53,"C","ED",2026,"ACC",59.3,56.5,61.7,60.5,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,4,NA,NA,NA,NA,14,4,0.286,0.214,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,3,0.25,1,1,0,0.333,1,1,1,1,0,0,4,4,0,1,0,"P4",69,NA,69
"ANTHONY ADDISON","S CAROLINA",22,41.21,"C","ED",2026,"SEC",78.3,66,77.8,60.9,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,11,0,0,0.091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,"P4",216,NA,216
"DANIEL NDUKWE","INDIANA",30,41.01,"C","ED",2026,"Big Ten",64.7,61.1,54.6,64.9,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,NA,NA,NA,NA,17,0,0.059,0.059,1,4,1,1,-4,-4,0,0,0,0,79.2,-1,0,0.5,0,1,0,0,1,0,1,0,0,-4,-5,0,17,1,0.5,0,0,0,1,0,0,1,1,1,0,2,2,0,1,0,"P4",151,NA,151
