"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Break.Up","Drops...Off.Targets.Receptions.Forced","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Interceptions","Pass.Stop","Average.Depth.of.Tackle","Assist.Tackles.on.Run.Plays","Plays.of.15..Yards.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Missed.Tackles.on.Pass.Plays","Touchdowns.Allowed","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Dropped.Int","Unblocked.Pass.Rush","Forced.Fumble","Beaten.Defender","Sacks","Fumble.Recovery","Pursuit.Pressure","Hits","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interception"
"JULIO HUMPHREY","TEXAS A&M",40,46.54,"C",70.3,67.2,71.2,NA,5,1,0,109.7,1,0,3.47,29.5,18,0,0,11,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0.667,59,1,1,0,1,0.059,0.333,0.333,0,19.7,0.333,0,0,5,0,3,0,0
"HUDAURI HINES","PURDUE",80,46.26,"C",55.3,55.6,55.3,NA,1,0,0,39.6,0,5,0.39,14,21.8,0,0,9,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4,3,0,1,0.167,14,0,0,0,0,0,0,0,0,2.3,0,0.5,0,2,0,0,0,0
"BOO CARTER","COLORADO",71,46.17,"C",60.3,61.5,66.3,59.2,4,1,1,94.8,0,1,1.21,9.7,6.5,0,0,3,1,1,0,0,0,1,0,50,0,0,1,0,0,0,0,0,1,0.2,1,0,0,1,1,4,2,1,3,0.75,29,1,0,0,0,0.042,0,0.25,0,7.3,0,0.25,0,5,0,2,0,0
"DON SAUNDERS","PURDUE",80,46.05,"C",62.1,63.8,56.9,NA,12,2,2,118.8,0,0,2.06,18,11.4,0,0,8.67,1,3,0,0,0,2,1,NA,0,0,0,0,0,0,0,0,0,0.143,2,0,0,0,2,5,2,0,4,0.8,72,3,0,0,0,0.086,0,0.6,0,14.4,0,0.222,0,14,0,12,0,0
"ELBERT HILL IV","USC",51,45.95,"C",68.4,67.9,62,NA,NA,0,0,68.8,0,1,0.35,12,3,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,1,1,0.5,12,1,0,0,1,0,0.5,0.5,0,6,0,NA,NA,NA,0,0,0,0
"JACKSON VICK","NC STATE",48,45.93,"C",66.3,66.3,62,58.3,2,0,1,87.5,0,1,1.14,21,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.5,42,1,1,0,0,0.027,0,0.25,0,10.5,0.25,0,0,2,0,1,0,0
"ELLIS ROBINSON IV","GEORGIA",49,45.72,"C",69.9,69.7,61.9,NA,3,0,1,90.6,0,0,0.69,8.3,10.5,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0.75,25,1,0,0,3,0.028,0.75,0.25,0,6.3,0,0,0,3,0,3,0,0
"KADE PHILLIPS","TEXAS",36,44.82,"C",65.2,63.3,67.7,NA,4,0,0,84,0,0,0.86,9.5,7,0,0,12,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.667,19,1,0,0,0,0,0,0.333,0,6.3,0,0,0,4,0,3,0,0
"JOJO SCOTT","KANSAS ST",56,44.68,"C",63.6,64.9,58.1,NA,2,0,1,66,1,2,1.73,26,21.5,0,0,3,0,1,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,3,2,2,2,0.333,52,2,2,0,0,0.033,0,0.333,0,8.7,0.333,0.333,1,4,0,4,0,0
"THERRIAN ALEXANDER III","BYU",32,44.4,"C",59.4,56.1,69.8,NA,2,1,0,67.9,0,2,0.86,6.3,5.6,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0.6,19,1,0,0,5,0,1,0.2,0,3.8,0,0,0,2,0,2,0,0
"JAMES CHENAULT JR.","UTAH",30,44.35,"C",61.7,63.9,55.2,NA,1,0,0,57.1,1,2,1.24,13,9.2,0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,2,1,2,0.4,26,1,1,0,0,0.048,0,0.2,0,5.2,0.2,0,0.5,2,0,2,0,0
"DEMETRES SAMUEL JR.","SYRACUSE",45,43.86,"C",51.7,55.2,44,NA,3,0,0,39.6,1,1,0.36,9,12.5,0,0,10.5,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,5,3,1,1,0.25,9,1,1,0,0,0,0,0.25,0,2.3,0.25,0,0.5,4,0,2,0,0
"ISAIAH MCMILLIAN","KENTUCKY",16,43.39,"C",53.4,52.9,60.3,NA,1,0,0,45.1,0,2,1,11,20,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.333,11,1,0,0,0,0,0,0.333,0,3.7,0,0,0,1,0,1,0,0
"WILL FELDER JR.","DUKE",18,42.76,"C",61.5,61.6,60,59.2,2,1,0,95.8,0,0,0.5,7,4,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,7,1,0,0,1,0,1,1,0,7,0,0,0,2,0,1,0,0
"KALEB PATTERSON","KANSAS ST",62,42.62,"C",55.3,56.8,51,NA,3,0,0,58.3,1,2,1.21,20.5,12.7,0,0,13,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2,0.333,41,2,1,0,0,0.059,0,0.333,0,6.8,0.167,0,0,3,0,3,0,0
"MONTANA WARREN","ARIZONA ST",57,42.58,"C",60.2,64.7,51.8,56.7,7,0,4,155.4,1,0,2.46,14.8,5.4,0,2,3.33,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.125,2,2,0,0,0,7,3,2,4,0.8,59,2,1,0,0,0.083,0,0.4,0,11.8,0.2,0.25,0,8,0,8,0,0
"SMITH SNOWDEN","MICHIGAN",30,41.97,"C",62.7,71.7,37.8,NA,2,0,1,79.2,0,0,0.2,1.5,1,0,1,0,0,0,1,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,2,0,1,2,1,3,1,0,0,0,0,0,0.5,0,1.5,0,1,0,4,0,3,0,0
"TY WHITE","NC STATE",17,41.42,"C",59.6,59.3,60,60,1,0,0,72.9,0,1,1.08,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.5,14,1,0,0,0,0,0,0.5,0,7,0,0,0,1,0,0,0,0
"LADAINIAN FIELDS","OKLA STATE",25,41.41,"C",53.8,53.5,60.5,59.6,2,0,1,49.6,0,2,1.06,8.5,10,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,4,4,2,2,0.4,17,1,1,0,0,0.063,0,0.2,0,3.4,0.2,0,0.333,3,0,2,0,0
"TRILLION SORRELL","IOWA STATE",19,41.2,"C",55.1,62.7,47.7,NA,0,0,0,39.6,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"TAYON HOLLOWAY","LOUISVILLE",27,41.13,"C",68.1,67.7,62.3,NA,1,0,0,83.3,0,0,0.33,4,-3,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,4,0,0,0.5,2,0,1,0,0
"STILTON MCKELVEY","BAYLOR",15,40.33,"C",58.5,57.6,60,NA,1,0,0,60.4,0,0,1,8,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.5,8,1,0,0,0,0,0,0.5,0,4,0,0,0,1,0,1,0,0
"JON MITCHELL","GA TECH",34,40.31,"C",61.4,65.2,52.4,NA,3,1,1,108.3,0,0,1.82,10,8.5,0,1,0,1,1,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,1,0,0,1,2,1,1,2,1,20,1,0,0,0,0.091,0,0.5,0,10,0,0.5,0,4,0,2,0,0
"BRAEDEN MARSHALL","UCF",53,40.14,"C",65.3,63.8,68.1,59.1,4,1,0,97.7,0,0,1.86,8.4,7.4,0,0,0,0,1,0,1,0,0,1,50,0,0,1,0,0,0,0,0,0,0.2,0,0,1,1,1,4,4,3,8,0.889,67,4,1,0,2,0.028,0.222,0.444,0,7.4,0.111,0,0.2,5,0,4,0,0
"SCOOTER JACKSON","UCLA",59,39.73,"D",58.7,55.2,72.9,NA,2,0,1,73.5,0,1,1.14,10,10.9,0,0,-1,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,4,4,1,4,0.571,40,2,1,0,0,0,0,0.286,0,5.7,0.143,0,1,3,0,3,0,0
"BRADLEE JONES","RUTGERS",53,39.67,"D",56.2,50.8,73.4,NA,6,2,1,103.3,0,1,2.33,14,16.9,0,0,5.5,2,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,4,0,5,0.714,70,2,0,0,4,0.067,0.571,0.286,0,10,0,0,0,6,0,4,0,0
"MIKE GERALD","MINNESOTA",16,39.55,"D",44.8,44.2,60.3,NA,NA,0,0,39.6,0,1,0,0,17,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,NA,NA,NA,0,0,0,0
"DJ BELL","UCF",44,39.39,"D",59.7,63.2,49.2,58.3,1,0,0,95.8,0,0,0.24,6,26.5,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.5,6,1,0,0,0,0,0,0.5,0,3,0,0,0,1,0,0,0,0
"ZACHARY TOBE","GA TECH",32,39.37,"D",62.6,65.5,68.8,NA,2,1,0,118.8,0,0,1.4,14,0,0,0,5,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0,2,0,0,0,0
"SHAWN LEE JR.","PITTSBURGH",67,39.1,"D",65.9,64.2,69.2,NA,4,1,0,115.6,1,0,1.26,16.3,12.8,0,0,7.5,0,1,0,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,3,3,2,3,0.75,49,2,1,0,2,0.026,0.5,0.5,0,12.3,0.25,0,0.5,6,0,3,0,0
"DEUCE BLADES II","WAKE",44,39.04,"D",65.7,69.5,50,NA,7,0,2,129.9,0,0,1.36,5.7,5,0,1,6,0,0,1,0,1,2,0,NA,0,0,0,0,0,0,0,0,0,0.222,1,1,0,0,0,4,2,2,6,1,34,1,0,0,5,0,0.833,0.167,0,5.7,0,0.667,0,9,0,7,0,0
"CAM STODGHILL","MICH STATE",16,39.04,"D",75.6,52.1,90.5,NA,2,2,0,118.8,0,0,7,14,12,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0,2,0,0,0,0
"JAYLON BRAXTON","OLE MISS",61,38.97,"D",50.3,46.7,65,58.3,1,0,0,64.6,0,2,1.3,17.5,15.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0.4,35,1,0,0,2,0.037,0.4,0.2,0.2,7,0,0,0,1,0,2,0,1
"JONTEZ WILLIAMS","USC",22,38.93,"D",62.5,65.2,54.1,NA,1,0,1,120.8,0,1,1.21,8.5,18.7,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0.667,17,1,0,0,1,0,0.333,0.333,0,5.7,0,0,0,1,0,1,0,0
"AMARI JACKSON","MARYLAND",77,38.56,"D",56.8,58.3,50.5,NA,2,0,0,47.9,0,1,0.2,4.5,6.2,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,4,3,0,2,0.4,9,1,0,0,0,0,0,0.2,0,1.8,0,1,0,3,0,2,0,0
"JAREN SENSABAUGH","NC STATE",65,38.5,"D",66.2,65.8,62.5,NA,3,0,0,116.7,2,0,2.58,20.7,18.5,1,0,0,0,3,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,6,6,3,6,0.75,124,4,2,0,0,0.063,0,0.5,0.125,15.5,0.25,0,0.25,4,0,5,0,1
"DARYUS DIXSON","PENN STATE",21,37.61,"D",64.3,64.4,61.5,60,2,0,1,106.3,0,0,2.11,9.5,8.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,19,1,0,0,1,0.111,0.5,0.5,0,9.5,0,0,0,2,0,2,0,0
"JAQUEZ WHITE","VA TECH",71,37.53,"D",57.3,55.3,63.5,63,4,0,1,112.5,1,4,1.7,17,15.6,0,1,0,0,2,0,1,1,0,0,50,0,0,0,0,0,0,0,0,0,0.2,0,0,1,1,0,6,6,1,5,0.5,85,4,1,0,0,0.04,0,0.4,0,8.5,0.1,0,0.2,5,0,4,0,0
"VICTOR EVANS III","NEBRASKA",27,37.39,"D",56,59.9,65.2,NA,2,0,1,118.8,0,0,1.08,14,13,0,1,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,14,0,0,0,0,0,0,0,0,14,0,0,0,2,0,1,0,0
"DIJON LEE JR.","ALABAMA",65,37.26,"D",59.7,58,66.2,NA,4,1,0,118.8,0,1,2.35,21.8,22,1,0,27,0,3,0,1,1,0,1,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,4,4,1,4,0.8,87,3,0,0,0,0.081,0,0.6,0.2,17.4,0,0,0.25,4,0,2,0,1
"JALEN TODD","KANSAS",66,37.25,"D",58,64.1,40.2,NA,2,0,1,74.3,0,1,0.44,6,14.7,0,1,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4,2,2,2,0.667,12,1,0,0,0,0,0,0.333,0,4,0,1,0.333,4,0,4,0,0
"JUDGE COLLIER","S CAROLINA",66,37.07,"D",66.1,68.4,67,NA,2,0,0,135.4,1,0,1.16,43,23,0,0,5,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,43,1,1,0,0,0.027,0,0.5,0,21.5,0.5,0,0,2,0,2,0,0
"ZABIEN BROWN","ALABAMA",54,37.04,"D",53.7,63.3,27.9,60,3,1,1,89.9,2,2,2.84,29.3,9.7,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,8,5,3,3,0.429,88,2,2,0,0,0.065,0,0.286,0,12.6,0.286,1,0,5,0,4,0,0
"JAILEN DUFFIE","UCF",15,36.41,"D",57.1,56.8,60,NA,1,0,0,108.3,1,0,1.09,12,4.5,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,12,1,1,0,0,0,0,0.5,0,6,0.5,0,0,1,0,2,0,0
"CHARLIE COMELLA","BOSTON COL",37,34.93,"D",58,64.9,50.3,NA,5,0,0,83.3,0,0,0.78,6,3.5,0,0,10.5,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,3,2,0,3,0.75,18,2,0,0,3,0,0.75,0.5,0,4.5,0,0.333,0.25,6,0,6,0,0
"DAMARI BROWN","MIAMI FL",26,34.47,"D",58.1,60,63.5,46.6,2,0,1,95.8,0,0,1.05,7,3.3,0,1,13,0,0,1,2,0,0,0,50,0,0,1,0,0,0,0,0,0,0.5,0,1,1,1,0,3,2,1,3,1,21,2,0,0,2,0,0.667,0.667,0,7,0,0,0.667,4,0,3,0,0
"DERRICK BARKSDALE","UCLA",50,34.24,"D",65.4,64.1,65.6,NA,1,1,0,143.1,0,1,1.03,16.5,-2.3,0,0,0,1,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.667,33,2,0,0,0,0.031,0,0.667,0,11,0,0,0,1,0,0,0,0
"ASHAAD WILLIAMS","WAKE",68,34.22,"D",59.2,58,63,NA,7,2,2,139.6,0,0,1.26,8,4.7,0,2,20,2,1,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,2,5,4,1,6,1,48,4,0,0,6,0.026,1,0.667,0,8,0,0,0.25,8,0,5,0,0
"CHASEN JOHNSON","USC",59,34.11,"D",51.3,54.5,44.1,58.3,3,0,0,52.8,0,1,0.92,16.5,20.8,0,0,25.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,6,4,2,2,0.333,33,2,1,0,1,0.028,0.167,0.333,0,5.5,0.167,0.333,0.5,5,0,4,0,0
"ASHTON CUNNINGHAM","BOSTON COL",57,34.1,"D",63.3,63.6,59.1,NA,1,0,0,95.8,0,1,1.29,44,21,0,0,7,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.5,44,1,0,0,1,0.029,0.5,0.5,0,22,0,0,0,1,0,0,0,0
"LA'MODRICK SPENCER","SMU",22,33.95,"D",40.7,56.4,51.2,47.2,3,2,0,95.8,0,0,2.33,7,3.5,0,0,0,1,0,0,1,0,1,1,33.3,0,0,2,0,0,0,0,0,1,0.4,0,0,1,2,2,4,1,0,2,1,14,0,0,0,0,0,0,0,0,7,0,0.5,0.333,5,0,1,0,0
"OMAR THORNTON","MIAMI FL",67,32.44,"D",67.7,57,72.5,81.9,2,0,1,147.9,0,1,1.28,12.5,6,0,0,-1,0,2,0,2,2,1,0,26.5,1,0,7,0,1,0,1,0,3,0.6,1,1,6,9,0,4,3,1,4,0.8,50,3,0,0,5,0.051,1,0.6,0,10,0,0.5,0.667,5,0,6,0,0
"CAM RICHARDSON","STANFORD",27,31.77,"D",44.6,38.7,65.3,NA,2,0,0,50,0,2,2.44,22,18.3,0,0,12,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0.25,22,1,0,0,0,0.111,0,0.25,0,5.5,0,0,0,2,0,1,0,0
"TYRESE BOSS","ARIZONA",54,31.68,"D",63.4,61.6,70.9,58.3,4,0,1,156.3,0,0,1.66,21,18.8,0,1,18,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2,2,2,3,0.75,63,1,1,0,0,0.026,0,0.25,0,15.8,0.25,0.5,0,5,0,4,0,0
"DEVONTE ANDERSON","RUTGERS",26,30.74,"D",44.9,46.9,48.3,NA,3,1,1,74.3,0,1,2.46,32,35.7,0,0,1,1,1,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0,1,4,2,0,1,0.333,32,1,0,0,0,0.077,0,0.333,0,10.7,0,0.5,0,5,0,2,0,0
"DRE POLLARD","STANFORD",48,30.06,"D",54,47.5,71.3,NA,4,3,0,118.8,0,0,2.63,16.7,10.7,0,0,0,2,3,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,1,50,2,0,0,3,0.158,1,0.667,0,16.7,0,0,0,4,0,2,0,0
"LA'KHI ROLAND","ARKANSAS",40,29.39,"D",45.9,45.5,53,NA,3,2,0,111.1,0,0,0.53,5,11,0,0,11,1,0,0,1,1,0,1,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,4,3,0,2,0.667,10,1,0,0,2,0,0.667,0.333,0,3.3,0,0,0.5,4,0,3,0,0
"ANDRE JORDAN JR.","AUBURN",63,29.03,"D",42.7,48.5,35.2,NA,1,0,0,63.5,0,0,0.79,9.5,16.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0.5,19,0,0,0,2,0,0.5,0,0,4.8,0,0,0,1,0,1,0,0
"DEVIN SANCHEZ","OHIO STATE",35,28.99,"D",61.5,60.6,63.1,59.8,NA,0,0,118.8,0,0,1.53,29,29,0,NA,0,NA,1,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,1,1,29,1,0,0,0,0.053,0,1,0,29,0,NA,NA,NA,0,0,0,0
"JAIDEN PATTERSON","N CAROLINA",60,27.68,"D",34.4,33.6,48,NA,6,2,0,62,0,4,1.72,18.3,16.4,0,0,8,1,1,0,1,0,2,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,2,9,7,0,3,0.375,55,1,0,0,3,0.031,0.375,0.125,0,6.9,0,0.4,0.25,8,0,4,0,0
"WILL JAMES","HOUSTON",63,27.54,"D",56,61.5,37.7,NA,0,0,0,56.3,0,1,1.63,26,14.8,1,0,0,0,2,0,1,0,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,1,2,0.5,52,2,0,0,2,0.063,0.5,0.5,0.25,13,0,1,1,3,0,2,0,1
"ISAIAH BROWN-MURRAY","VA TECH",37,27.51,"D",49.9,49.3,60.7,60,5,1,0,121.8,0,1,2.53,9.5,7.9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,8,0.727,76,2,1,0,0,0.033,0,0.182,0,6.9,0.091,0,0,5,0,4,0,0
"KANYE CLARK","FLORIDA",50,26.56,"D",50.4,47.9,63,58.9,1,0,0,95.8,0,0,0.21,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,7,1,0,0,1,0,1,1,0,7,0,0,0,1,0,1,0,0
"JORDAN SHAW","TEXAS A&M",32,26.47,"D",53.5,55.7,51.2,NA,1,0,1,104.2,0,0,2.12,9,2,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,1,36,3,0,0,3,0,0.75,0.75,0,9,0,0,0,1,0,1,0,0
"IBN MCDANIELS","PENN STATE",18,26.04,"D",47.4,54.5,62.6,NA,1,1,0,118.8,0,0,3.75,15,15,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,15,1,0,0,0,0.25,0,1,0,15,0,0,0,1,0,0,0,0
"DANNY ODEM III","NEBRASKA",25,26.04,"D",53.9,50.6,64.6,61.6,2,0,0,109.7,0,0,2.86,20,12,0,0,14,0,1,0,1,0,0,0,50,0,0,1,0,0,0,0,0,0,0.333,0,0,1,1,0,3,2,0,2,0.667,40,1,0,0,0,0.071,0,0.333,0,13.3,0,0,0.5,3,0,2,0,0
"JACOBIE HENDERSON","VIRGINIA",67,25.41,"D",53.1,49.7,63.1,NA,5,1,1,118.8,0,0,2.76,23,11.3,0,0,3,1,2,0,1,0,1,0,NA,1,0,0,0,0,0,0,0,0,0.286,1,1,0,0,1,4,3,0,3,1,69,2,0,0,0,0.08,0,0.667,0,23,0,0.25,0.333,7,0,3,0,0
"JESSE OFURIE","RUTGERS",37,24.61,"D",53.5,45.2,73,NA,4,1,1,118.8,0,0,2.04,23.5,2.5,0,0,3,0,2,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,2,1,47,2,0,0,2,0.087,1,1,0,23.5,0,0,0,4,0,3,0,0
"CHARLES BRANTLEY","MICH STATE",25,24.22,"D",39.5,37.9,61.1,60,2,1,0,81.9,0,1,3.9,39,31.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0.333,39,1,0,0,0,0.1,0,0.333,0,13,0,0,0,2,0,1,0,0
"JAI EUGENE JR.","SYRACUSE",38,24.14,"D",44.1,50.9,31.9,NA,2,0,0,56.3,0,1,0.48,5,10.8,0,0,0,0,0,0,1,0,2,0,NA,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,6,3,0,2,0.5,10,1,0,0,2,0,0.5,0.25,0,2.5,0,1,0.333,5,0,4,0,0
"JAVAN ROBINSON","WISCONSIN",40,23.7,"D",58.7,62.3,47.2,NA,0,0,0,120.8,0,1,0.72,18,14.5,0,0,0,0,1,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0.5,18,1,0,0,0,0.04,0,0.5,0,9,0,1,0,1,0,2,0,0
"JASON STOKES JR.","COLORADO",48,23.41,"D",62,58.7,69.2,NA,NA,0,0,158.3,0,0,1.47,25,14,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,NA,2,2,1,1,1,25,1,0,0,0,0.059,0,1,0,25,0,NA,NA,NA,0,0,0,0
"KAHMEL JOHNSON","UCF",18,23.21,"D",59.5,57.8,63.6,NA,1,0,0,118.8,0,0,1.67,20,15,0,0,6,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,1,1,20,1,0,0,0,0.083,0,1,0,20,0,0,1,2,0,1,0,0
"EVAN SMITH","DUKE",38,23.05,"D",52.1,48.9,57.6,70.6,1,1,0,135.4,0,0,0.64,7,6.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,0,2,1,14,2,0,0,2,0,1,1,0,7,0,0,0,1,0,0,0,0
"MARTEL HIGHT","VANDERBILT",31,22.83,"D",56.5,55.4,62.7,59.6,2,0,0,150,0,1,3.67,14.7,18.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0.75,44,2,0,0,1,0.083,0.25,0.5,0,11,0,0,0,2,0,2,0,0
